name,class4,cls,op,tau,mass,delta,f_lo,f_L2,f_M,f_hi,N_lo,N_M,rho,B_logu,B_logu_rho,post_uniform,post_classes,s_hat,s_mean_logu,s_med_logu,s_mean_flat,s_mean_jeff,g_lo,g_L2M,g_X_raw,g_X
O12v_m100,elastic-isovector,elastic,O12,v,100,0,0.850322,0.127347,0.0215519,0.000779262,1091.19,27.6568,0.301973,0.249556,0.112675,5.09255e-05,2.33571e-05,0.001,0.0024462464407201206,0.0019304117727588434,0.0034074750408845927,0.002875762245641138,1091.1888427768838,191.07681370322177,0.009831810678717636,0.012591981978450363
O12v_m200,elastic-isovector,elastic,O12,v,200,0,0.739707,0.185599,0.0685152,0.00617906,119.712,11.0883,0.434149,2.49242,1.20168,0.000508615,0.000233277,0.013015969897142233,0.013153622539392073,0.008976405523320118,0.025492124496630793,0.01915133379992504,119.71189792622178,41.12505785669664,0.11817059376132123,0.15134567127562062
O12v_m400,elastic-isovector,elastic,O12,v,400,0,0.682743,0.206508,0.0990352,0.0117138,58.2855,8.4546,0.478291,4.52394,2.30241,0.000923178,0.000423417,0.024905667635370585,0.023963780963566887,0.016388901353449118,0.04731794492554853,0.03555516344999042,58.285355734262154,26.084037630828597,0.2063113408558114,0.264230951032221
O12v_m1000,elastic-isovector,elastic,O12,v,1000,0,0.651735,0.215711,0.116917,0.0156356,41.6827,7.47762,0.499339,5.8695,3.07612,0.00119776,0.000549354,0.03247796909801401,0.031341149235228793,0.02148089356988553,0.06209805216518082,0.04669765605133149,41.68276241397835,21.27375988129653,0.2663418076906103,0.34111430255749087
O12v_m4000,elastic-isovector,elastic,O12,v,4000,0,0.637578,0.219538,0.125242,0.017642,36.1397,7.09907,0.508281,6.53445,3.46897,0.00133345,0.00061159,0.03654510085296742,0.03502727937817261,0.02402847333494468,0.06946910479712505,0.0522565510616045,36.13978007028681,19.543135698900347,0.29696472104071675,0.3803342576230294
O13s_m100,elastic-isoscalar,elastic,O13,s,100,0,0.771149,0.210663,0.0128157,0.00537186,143.554,2.38571,0.632473,2.3372,1.554,0.00047694,0.000138392,0.012452639707508789,0.012625862377859714,0.008841459881815873,0.02371842260105192,0.018032718431664253,143.5534433138615,41.60173571165294,0.06195410486187752,0.07934702949482927
O13s_m200,elastic-isoscalar,elastic,O13,s,200,0,0.655469,0.25128,0.0484552,0.0447959,14.6324,1.08169,0.854699,17.5338,15.0436,0.00357803,0.00103823,0.10110595982383754,0.0963271614754534,0.06756288340817578,0.18724935423962366,0.1423616418738706,14.632343585015592,6.691130215042001,0.3158058825601913,0.4044648653065004
O13s_m400,elastic-isoscalar,elastic,O13,s,400,0,0.589138,0.254289,0.072336,0.0842369,6.99382,0.85872,0.917947,30.3404,27.8877,0.00619141,0.00179655,0.17448702827134188,0.16945508442111012,0.11849403967835023,0.33115301491422544,0.25126859135849405,6.9938233719427,3.8774575037780354,0.45457031475967624,0.58218586570047
O13s_m1000,elastic-isoscalar,elastic,O13,s,1000,0,0.550965,0.251462,0.0859636,0.111609,4.93655,0.770218,0.946339,38.2296,36.2034,0.00780133,0.00226369,0.22092443200867642,0.2151465004028398,0.15011044530598994,0.42180259639505213,0.31958510052978817,4.936564255570787,3.023283068569739,0.5353869626773852,0.6856908870432213
O13s_m4000,elastic-isoscalar,elastic,O13,s,4000,0,0.533402,0.249458,0.0921249,0.125016,4.26668,0.736907,0.957962,41.841,40.1022,0.00853827,0.00247753,0.2413648213639996,0.23619982037206158,0.16462879208514838,0.4637541378600985,0.3511316203571601,4.26666986625712,2.732313463876624,0.5751977094475818,0.7366780573885672
O13v_m100,elastic-isovector,elastic,O13,v,100,0,0.638747,0.353703,0.00563494,0.00191499,333.551,2.94255,0.985177,0.794335,0.784321,0.000162096,7.43455e-05,0.004306244836283742,0.0051803447474466635,0.003833008090304404,0.008603492302165425,0.006782721192999154,333.5510890396294,187.64481276664628,0.18478521238386073,0.23666160184089138
O13v_m200,elastic-isovector,elastic,O13,v,200,0,0.531482,0.436852,0.0139736,0.0176924,30.0401,0.789806,1.18865,7.56763,8.93575,0.00154429,0.00070829,0.04298179791162983,0.04116100499387441,0.02912149552816432,0.0785894284631688,0.05997666775193377,30.04013022540752,25.481314010535595,1.165475914098419,1.492670290978325
O13v_m400,elastic-isovector,elastic,O13,v,400,0,0.486106,0.460255,0.0186862,0.0349531,13.9074,0.534606,1.23619,14.4368,17.7576,0.00294605,0.00135121,0.08224437991307536,0.07912486952975388,0.05588839684568407,0.1521652366931763,0.11607157509068074,13.907378744660702,13.702395495678495,1.7359685912690013,2.223322430702687
O13v_m1000,elastic-isovector,elastic,O13,v,1000,0,0.462587,0.468359,0.0212822,0.0477713,9.68338,0.445503,1.25603,19.2866,24.1209,0.00393571,0.00180512,0.11046049416009299,0.10625057762286423,0.07496527124593003,0.20487138978054367,0.15619607158588256,9.683366372696577,10.249693853841114,2.077734374362404,2.6610351493658593
O13v_m4000,elastic-isovector,elastic,O13,v,4000,0,0.451923,0.471284,0.0224909,0.0543015,8.32248,0.414186,1.26421,21.6821,27.3007,0.00442455,0.00202933,0.12429317508021344,0.11972566905210383,0.08442392395378473,0.23111046283243625,0.1761488099697681,8.322477279633159,9.093209211531908,2.2489427738821615,2.8803083994070513
O14s_m100,elastic-isoscalar,elastic,O14,s,100,0,0.805444,0.133612,0.0539293,0.00701463,114.824,7.68812,0.493261,2.88689,1.53787,0.000589112,0.000170941,0.01530847568306542,0.01528645164755352,0.010510829755086297,0.02956228065639303,0.022279139921253605,114.8234475660156,26.735736596228172,0.026139547625829308,0.03347793436887238
O14s_m200,elastic-isoscalar,elastic,O14,s,200,0,0.562385,0.188732,0.179418,0.0694653,8.09591,2.58285,0.742085,22.5112,16.8132,0.00459374,0.00133295,0.12991592652349648,0.12623202763240873,0.08746812414465986,0.24963913267507332,0.18844461905429954,8.095912635517303,5.299768373562052,0.24106701927212307,0.30874389890807397
O14s_m400,elastic-isoscalar,elastic,O14,s,400,0,0.441084,0.191478,0.24175,0.125688,3.50936,1.92342,0.809199,35.8164,29.071,0.00730888,0.0021208,0.20826850370086364,0.2041074522529568,0.14098438913345548,0.40574480411700287,0.30552015424695356,3.5093565018140156,3.446852523709503,0.3974712638994707,0.5090568925221433
O14s_m1000,elastic-isoscalar,elastic,O14,s,1000,0,0.380932,0.187495,0.270692,0.160881,2.36779,1.68256,0.839717,43.0096,36.193,0.00877675,0.00254673,0.24859022509308693,0.2465264279256049,0.17003570280192273,0.49116646619709214,0.3694172286995013,2.36778737078959,2.847987021463069,0.4970872275345477,0.6366389280035732
O14v_m100,elastic-isovector,elastic,O14,v,100,0,0.830197,0.113199,0.0499504,0.00665347,124.777,7.50741,0.501482,2.75287,1.49043,0.000561765,0.000257654,0.014645926016948434,0.014608114660825348,0.01006000820139896,0.028149664570776237,0.021230648091721847,124.77654517116632,24.52094921897897,0.0318105320611634,0.0407409844970013
O14v_m200,elastic-isovector,elastic,O14,v,200,0,0.592103,0.167626,0.171804,0.0684672,8.64799,2.50928,0.758416,22.4038,17.0924,0.00457182,0.00209687,0.12991592652349648,0.12556621407883528,0.08706882856803122,0.24806934846970585,0.18733319664350298,8.647980346793792,4.957556318938119,0.36558124683228294,0.4682141084893166
O14v_m400,elastic-isovector,elastic,O14,v,400,0,0.467632,0.172795,0.234121,0.125452,3.72757,1.86621,0.827485,36.0333,29.897,0.00735314,0.00337253,0.20826850370086364,0.20530775749486468,0.14187915146527239,0.40784927737758736,0.30718706346165014,3.7275770812741125,3.2435991454899082,0.6266327900113198,0.8025529637189652
O14v_m1000,elastic-isovector,elastic,O14,v,1000,0,0.404871,0.170354,0.263353,0.161422,2.50815,1.63145,0.858851,43.434,37.3713,0.00886336,0.00406519,0.2522836380794498,0.24895337549401972,0.17177072081514475,0.4957378395400066,0.3729302324632288,2.5081525442628636,2.686789904721785,0.7953826800103982,1.0186775050848316
O15s_m100,elastic-isoscalar,elastic,O15,s,100,0,0.558727,0.414452,0.0165012,0.0103205,54.1375,1.59887,0.673536,4.45571,3.08766,0.000909255,0.000263836,0.02454105058379015,0.02374789013472674,0.01659962950768069,0.04564804447055782,0.034654898986239566,54.13759023303135,41.75700789690422,0.05378636895417999,0.06888629273785547
O15s_m200,elastic-isoscalar,elastic,O15,s,200,0,0.424008,0.444827,0.0559907,0.075174,5.64035,0.744814,0.886202,27.9508,24.8202,0.00570378,0.00165505,0.16208318357289236,0.15535338934958615,0.10880260434273592,0.30294597544815954,0.23010339983313155,5.640354377843403,6.662113230638251,0.20659095161643656,0.26458905939840366
O15s_m400,elastic-isoscalar,elastic,O15,s,400,0,0.360448,0.427921,0.0790111,0.13262,2.7179,0.595771,0.944994,44.6541,42.2245,0.00911233,0.0026441,0.25983590327313305,0.25202846883101865,0.17573947949309496,0.494587337007162,0.3745829623297389,2.717900769114764,3.8224408083245365,0.2750611594874434,0.3522815152182428
O15s_m1000,elastic-isoscalar,elastic,O15,s,1000,0,0.327377,0.412276,0.0910456,0.169301,1.9337,0.537774,0.971536,53.9044,52.3844,0.011,0.00319184,0.3147492098736109,0.3062679939322551,0.21303912190122734,0.6030790306752702,0.4560063158534348,1.9336979698879508,2.972939321090838,0.31280407796854764,0.4006203375225565
O15s_m4000,elastic-isoscalar,elastic,O15,s,4000,0,0.312765,0.404116,0.0962133,0.186906,1.67338,0.514769,0.982607,58.0269,57.0265,0.0118413,0.00343595,0.3388362263806388,0.330566870161368,0.2297004426815552,0.6518766529977338,0.4925556091058674,1.673381271869282,2.676903363187913,0.33037729679670164,0.4231270417318305
O15v_m100,elastic-isovector,elastic,O15,v,100,0,0.333642,0.407235,0.240813,0.0183101,18.2217,13.1519,0.3756,5.92389,2.4062,0.00120886,0.000554445,0.03247796909801401,0.031478786837610816,0.021111358300038147,0.06406927822058815,0.04768851236558803,18.22174646779646,35.39292521613754,0.015336108701313847,0.01964155034072395
O15v_m200,elastic-isovector,elastic,O15,v,200,0,0.16387,0.339111,0.419957,0.0770613,2.1265,5.44965,0.52894,19.479,10.4934,0.00397498,0.00182313,0.11210165371678182,0.10984257672658004,0.0749585678767512,0.22184966619880184,0.1660424729280684,2.1264889120738943,9.850184204003826,0.25915178193811145,0.3319057571879142
O15v_m400,elastic-isovector,elastic,O15,v,400,0,0.118746,0.29751,0.471627,0.112117,1.05913,4.20657,0.578186,26.2124,15.3381,0.00534904,0.00245335,0.1505610970476867,0.1493283941870588,0.10207983729757357,0.3011886832443115,0.22548359525900064,1.0591257347235479,6.860128258872428,0.47094549422776644,0.6031581943481751
O15v_m1000,elastic-isovector,elastic,O15,v,1000,0,0.100632,0.2763,0.491685,0.131383,0.765942,3.74239,0.601413,29.7004,18.0394,0.00606081,0.0027798,0.17193255164703425,0.16981881195945053,0.11615601975173737,0.34232985170965335,0.25630390846674883,0.7659438435718472,5.845390956211991,0.6173589429005971,0.7906755873632648
O15v_m4000,elastic-isovector,elastic,O15,v,4000,0,0.0935077,0.2673,0.499059,0.140134,0.667274,3.5613,0.611213,31.2536,19.2773,0.00637776,0.00292517,0.17971040431108304,0.1789447138776477,0.12242409619679169,0.360645786764853,0.27002586484049046,0.6672734668246106,5.468758474031998,0.692611357017032,0.8870542782630193
L10s_m100,elastic-isoscalar,elastic,L10,s,100,0,0.372657,0.308572,0.257582,0.0611889,6.09028,4.20962,0.605139,18.4103,11.2983,0.0037569,0.00109013,0.10567977235342439,0.10307868803100734,0.07089753449581962,0.20583428833101783,0.1547752397591076,6.090271274691979,9.252560513426456,0.05554635115959918,0.07114037033731575
L10s_m200,elastic-isoscalar,elastic,L10,s,200,0,0.141314,0.223225,0.401128,0.234333,0.603046,1.71178,0.820515,52.2821,42.9879,0.010669,0.00309578,0.30560086096368694,0.30220018142871785,0.20761211341704514,0.6056598021303271,0.4542449811017342,0.6030477994990034,2.6643835908728173,0.3750006179504543,0.48027786309609466
L10s_m1000,elastic-isoscalar,elastic,L10,s,1000,0,0.071096,0.157632,0.414879,0.356393,0.199488,1.16411,0.910155,71.4463,65.0748,0.0145797,0.00423055,0.41654350032804066,0.41513436429863465,0.28513411640262054,0.8324021708286592,0.6239875443165209,0.19948764425788387,1.6064036050090769,0.7447125253653126,0.9537822691017654
O1s_m400_d100,inelastic-O1,inelastic,O1,s,400,100,0.88688,0.0986542,0.0132065,0.00125932,704.254,10.487,0.347419,0.479378,0.222656,9.78242e-05,0.000126444,0.0016269201552785426,0.0034164354831832397,0.0025457136339436578,0.0053565048105489,0.004293955380515004,704.2530889686498,88.82627132103039,0.30216983232117817,0.338332240946573
O1s_m400_d150,inelastic-O1,inelastic,O1,s,400,150,0.694288,0.245499,0.054628,0.00558535,124.305,9.78059,0.35303,2.29344,0.941695,0.000468012,0.000604935,0.011567412819596608,0.011865311426952766,0.008008419942462186,0.02314022983499221,0.017316264757092817,124.3051912592765,53.73468090629951,0.3123516268356777,0.3497325496024239
O1s_m400_d200,inelastic-O1,inelastic,O1,s,400,200,0.223855,0.473364,0.271488,0.0312923,7.15369,8.67588,0.36317,9.6238,3.70925,0.00196388,0.00253844,0.05362411543856158,0.05187383564223292,0.034955366738492685,0.1058636627410033,0.0789666833688897,7.153676783106387,23.80304419937173,0.327495470774875,0.3666887447895326
O1s_m400_d250,inelastic-O1,inelastic,O1,s,400,250,0.0,0.103214,0.78531,0.111476,0.0,7.04469,0.378739,20.5713,8.0451,0.00419789,0.00542604,0.11717288739331864,0.11564702233853179,0.07808974556046035,0.23720746015216662,0.17661980463850147,0.0,7.970540744196059,0.3369912066996662,0.37732089026279964
O1s_m400_d300,inelastic-O1,inelastic,O1,s,400,300,0.0,0.0,0.767067,0.232933,0.0,3.29308,0.427256,39.9779,17.3518,0.00815809,0.0105449,0.2309185702075891,0.2288341730291843,0.15587451596690327,0.46455603833007275,0.3471239223282239,0.0,3.2930799843731893,0.2871185094216096,0.32134666043707927
O1s_m1000_d50,inelastic-O1,inelastic,O1,s,1000,50,0.952245,0.0419963,0.00521696,0.000542208,1756.23,9.62168,0.361142,0.147356,0.0756307,3.00701e-05,3.88675e-05,0.001,0.0020434956476605612,0.0016835602066202697,0.0026194764426361638,0.002301766803480693,1756.2356143767706,87.07591920443815,0.3980703872371874,0.44570976901915027
O1s_m1000_d150,inelastic-O1,inelastic,O1,s,1000,150,0.684695,0.243338,0.0644809,0.00748658,91.4564,8.61287,0.370959,3.03759,1.27103,0.000619866,0.000801216,0.01600099764725107,0.015683745315966974,0.010592200979216438,0.03096205389244774,0.023165034223687004,91.45631249515802,41.116090391073094,0.4346168579452345,0.48662996690375976
O1s_m1000_d200,inelastic-O1,inelastic,O1,s,1000,200,0.256649,0.431904,0.275183,0.0362645,7.07714,7.58824,0.383252,11.0391,4.44627,0.00225269,0.00291174,0.062145618822041934,0.05997587959651242,0.04057913258571409,0.12198397741722497,0.09113479617430659,7.077141557170236,19.498049056239573,0.48453288907147374,0.5425197377004316
O1s_m1000_d250,inelastic-O1,inelastic,O1,s,1000,250,0.0,0.151349,0.730777,0.117873,0.0,6.19968,0.403099,22.4782,9.31001,0.004587,0.00592899,0.12991592652349648,0.12690316478636066,0.08591298010820714,0.25945333257394854,0.19338664734106392,0.0,7.483698556921432,0.5709743767389035,0.6393061773281684
O1s_m1000_d300,inelastic-O1,inelastic,O1,s,1000,300,0.0,0.0146852,0.79039,0.194924,0.0,4.05486,0.443753,33.804,15.2548,0.00689821,0.00891637,0.19633758584063346,0.19308514937352572,0.13141483131143936,0.39230058719334177,0.2930142933742162,0.0,4.130200488395477,0.756474361808171,0.8466556557535215
O1s_m1000_d350,inelastic-O1,inelastic,O1,s,1000,350,0.0,0.0,0.350592,0.649408,0.0,0.539865,0.684866,111.014,76.2099,0.022654,0.0292817,0.6483529467068162,0.6463352938871956,0.44358336610666876,1.2979579550572404,0.9725970998774623,0.0,0.5398639992115897,2.180275268084502,2.4206629989594637
O1s_m4000_d100,inelastic-O1,inelastic,O1,s,4000,100,0.875846,0.104157,0.0179647,0.00203252,430.917,8.83865,0.371018,0.832819,0.385769,0.000169949,0.00021967,0.0036077652220096335,0.0049697914061169225,0.0035371699327004947,0.008580143250061208,0.0066360786517948075,430.9163009466082,60.08388601342177,0.4610968518467108,0.5162789745764232
O1s_m4000_d250,inelastic-O1,inelastic,O1,s,4000,250,0.0,0.175104,0.705632,0.119263,0.0,5.9166,0.411826,23.1262,9.77107,0.00471925,0.00609993,0.13380503933896795,0.13072282540811372,0.08857415269285622,0.2669715167434229,0.19906212570660642,0.0,7.384821780434838,0.6669032418202975,0.7467154036070908
O1s_m4000_d300,inelastic-O1,inelastic,O1,s,4000,300,0.0,0.0205732,0.788481,0.190946,0.0,4.12934,0.448624,33.2441,15.1651,0.00678395,0.00876868,0.19346321874027253,0.18987790790042902,0.12923443950012511,0.3857568898972874,0.288123978236163,0.0,4.237083782849601,0.8886728028626091,0.9946138199046567
O1s_m4000_d350,inelastic-O1,inelastic,O1,s,4000,350,0.0,0.0,0.560932,0.439068,0.0,1.27755,0.573196,75.1494,43.3035,0.0153354,0.0198219,0.43538701740891184,0.4356035534087824,0.2984265392358252,0.877151343918107,0.6568351329775518,0.0,1.2775515409913725,1.7838056638753603,1.980480369192562
O1v_m400_d50,inelastic-O1,inelastic,O1,v,400,50,0.973973,0.0187891,0.00493564,0.0023025,423.006,2.1436,1.2368,0.975462,1.17476,0.000199058,0.000257295,0.005372473498720447,0.006130891067717918,0.004514209250877247,0.010397908319425482,0.00814828239780264,423.00673181324646,10.303904451682955,0.6848866209946534,0.766850957607017
O1v_m400_d100,inelastic-O1,inelastic,O1,v,400,100,0.903279,0.0675824,0.0195283,0.00961038,93.9899,2.032,1.23789,4.13616,5.0587,0.000844044,0.00109098,0.023135186261936162,0.02265185700999818,0.01607250962477127,0.042673500032705605,0.03259574009496984,93.98993588182778,9.064230550717037,0.6840353898953004,0.765897854766819
O1v_m400_d150,inelastic-O1,inelastic,O1,v,400,150,0.595463,0.262559,0.0910168,0.0509607,11.6848,1.78602,1.2426,18.7467,23.1971,0.00382554,0.00494475,0.10724990264901366,0.10445911079946496,0.07320771362244789,0.203168285106609,0.15427180660578632,11.684749228326925,6.938205322925313,0.6921104828309227,0.774939340701315
O1v_m400_d200,inelastic-O1,inelastic,O1,v,400,200,0.0650949,0.523576,0.242514,0.168815,0.385598,1.43656,1.25,46.0038,57.3827,0.00938776,0.0121343,0.26761425015007567,0.2644442304220973,0.1828672508201214,0.5247604918280296,0.39512370849347994,0.38559902852234695,4.538044605041022,0.7060260401778081,0.7905202531472273
O1v_m400_d250,inelastic-O1,inelastic,O1,v,400,250,0.0,0.375832,0.306914,0.317254,0.0,0.967405,1.26048,71.3505,89.7978,0.0145601,0.0188199,0.41654350032804066,0.4143790740978551,0.28531644088199043,0.8276979453646074,0.6213222008487085,0.0,2.1520485163307637,0.7123481113867844,0.7975989231227372
O1v_m400_d300,inelastic-O1,inelastic,O1,v,400,300,0.0,0.0,0.137145,0.862855,0.0,0.158943,1.27746,147.397,188.128,0.0300786,0.0388785,0.8580393449683438,0.8615342221668948,0.5922803567452501,1.7241928294308708,1.2931250296063732,0.0,0.15894327552137957,0.6404066685610894,0.7167512281890275
O1v_m1000_d100,inelastic-O1,inelastic,O1,v,1000,100,0.888445,0.0741389,0.023293,0.014123,62.9076,1.64929,1.259,6.00231,7.48095,0.00122486,0.00158321,0.033947201399006505,0.03276234917176851,0.023192147364238597,0.06231739905829631,0.047554135812129035,62.907668342420166,6.898810451037314,0.7894133354580202,0.8838869875492253
O1v_m1000_d150,inelastic-O1,inelastic,O1,v,1000,150,0.568287,0.26365,0.0989335,0.0691297,8.22059,1.43113,1.26497,24.5881,30.9898,0.00501757,0.00648553,0.14193601908389528,0.13779949145905715,0.09642389684348548,0.2687814231330485,0.2039150709370362,8.220591149679516,5.2449743019281145,0.8107039544884801,0.9077255778955271
O1v_m1000_d200,inelastic-O1,inelastic,O1,v,1000,200,0.0799057,0.47715,0.235454,0.20749,0.385106,1.13477,1.27515,54.8116,69.7544,0.0111851,0.0144575,0.31942557564285756,0.31595340612592027,0.2183289306958118,0.6277110076989382,0.47239545164860663,0.38510627018169546,3.4344016579112244,0.8501401179732342,0.9518812947771197
O1v_m1000_d250,inelastic-O1,inelastic,O1,v,1000,250,0.0,0.359827,0.27956,0.360613,0.0,0.775233,1.29052,80.0139,103.103,0.016328,0.021105,0.46870616149663,0.46516353715535175,0.320263822117464,0.9292585006294807,0.6975073934273913,0.0,1.7730558798490346,0.9140179103387537,1.0234037113986925
O1v_m1000_d300,inelastic-O1,inelastic,O1,v,1000,300,0.0,0.0624164,0.228569,0.709015,0.0,0.322375,1.31709,126.217,166.053,0.0257564,0.0332917,0.740383662719129,0.7373603281953475,0.5069104993333498,1.4763903411671304,1.106958768977151,0.0,0.41040796033934407,1.0272444413289006,1.1497049470567875
O1v_m1000_d350,inelastic-O1,inelastic,O1,v,1000,350,0.0,0.0,0.01146,0.98854,0.0,0.0115928,1.40235,168.818,236.494,0.0344498,0.0445285,0.9943919005584554,0.9873695902102992,0.678917964827058,1.9725833950298122,1.4806263571710139,0.0,0.01159285410807858,1.4772603606164425,1.6401367052681448
O1v_m4000_d50,inelastic-O1,inelastic,O1,v,4000,50,0.96696,0.0223535,0.00660208,0.0040842,236.756,1.61649,1.26464,1.78348,2.20712,0.000363946,0.000470423,0.00983514623955935,0.010222289314042055,0.007365078953863147,0.018390399401486783,0.014176066990012679,236.75628029969153,7.089657705303364,0.828191476389965,0.9273059325195548
O1v_m4000_d150,inelastic-O1,inelastic,O1,v,4000,150,0.55628,0.263256,0.102264,0.0782005,7.11351,1.30771,1.27373,27.3857,34.7619,0.00558845,0.00722343,0.15737215183955955,0.1538510250954903,0.10757712855341277,0.30045495121488297,0.22784640556125285,7.113509504414933,4.674138912155292,0.8633223445180236,0.9666411144894446
O1v_m4000_d200,inelastic-O1,inelastic,O1,v,4000,200,0.0865104,0.457555,0.231835,0.224099,0.386036,1.03452,1.28447,58.4638,74.95,0.0119304,0.0154208,0.3388362263806388,0.3373460251332421,0.23304657437815687,0.6705143192716582,0.5045039122845125,0.3860365284985654,3.076274325186636,0.9089731759973164,1.0177552445692692
O1v_m4000_d250,inelastic-O1,inelastic,O1,v,4000,250,0.0,0.351613,0.270329,0.378058,0.0,0.715048,1.30007,83.3159,108.153,0.0170019,0.021976,0.4899094033023857,0.48454778617295613,0.33358923320643835,0.9680757412356861,0.7266071081061025,0.0,1.6450967840913298,0.9851842261558805,1.1030869111587784
O1v_m4000_d300,inelastic-O1,inelastic,O1,v,4000,300,0.0,0.0982188,0.232173,0.669608,0.0,0.346729,1.32452,122.126,161.57,0.0249217,0.0322129,0.7188640278438521,0.7133229253828255,0.4904051454787035,1.4281906455294062,1.070837448988081,0.0,0.4934107716753683,1.1164597989913865,1.2495559016409843
O1v_m4000_d350,inelastic-O1,inelastic,O1,v,4000,350,0.0,0.0,0.0242783,0.975722,0.0,0.0248824,1.38001,166.633,229.722,0.034004,0.0439523,0.9798340798966967,0.9745217464038742,0.6700708476330764,1.9474027198008619,1.461559322365343,0.0,0.024882394780480505,1.4757952654564115,1.6385100750459172
O4s_m400_d50,inelastic-O4,inelastic,O4,s,400,50,0.66325,0.229887,0.0819803,0.0248828,26.6549,3.29465,0.77475,9.61593,7.52597,0.00196228,0.003348,0.05442083222124618,0.05245788261696338,0.03660131854398259,0.1022924461499773,0.07754292437888931,26.654958445191056,12.533448808011961,0.4262960485762799,0.47731335823153676
O4s_m400_d100,inelastic-O4,inelastic,O4,s,400,100,0.41061,0.380483,0.159036,0.0498713,8.2334,3.18893,0.777695,16.9479,13.2673,0.00345848,0.0059008,0.09673010155351847,0.09438395959631274,0.06551261928343759,0.18601725858710572,0.1405615210235822,8.233392752946083,10.818226114017483,0.42614066935767037,0.4771393838846443
O4s_m400_d150,inelastic-O4,inelastic,O4,s,400,150,0.158041,0.477477,0.271857,0.0926248,1.70625,2.93504,0.787557,26.5209,20.979,0.00541199,0.00923385,0.1527980486851404,0.15055438512393826,0.10387250042221512,0.2996088329276145,0.2254729324294446,1.7062492982440987,8.08999317677339,0.43515459124580247,0.4872320538533907
O4s_m400_d200,inelastic-O4,inelastic,O4,s,400,200,0.0190028,0.418997,0.404084,0.157916,0.120335,2.55886,0.804142,37.5333,30.2736,0.00765924,0.0130681,0.2176901153784052,0.21584352747355062,0.1483000955056098,0.432352260537043,0.3243669866124509,0.12033486157197497,5.212144431216596,0.44739044963882246,0.5009322480726971
O4s_m400_d250,inelastic-O4,inelastic,O4,s,400,250,0.0,0.193937,0.53824,0.267823,0.0,2.00969,0.828847,52.4029,43.5195,0.0106936,0.0182452,0.30560086096368694,0.30365971214031023,0.2083030963518092,0.609922226867197,0.4569350932862557,0.0,2.733809269554893,0.4495713471836199,0.5033741462196369
O4s_m400_d300,inelastic-O4,inelastic,O4,s,400,300,0.0,0.0,0.447167,0.552833,0.0,0.808864,0.894214,94.549,84.6059,0.0192941,0.0329193,0.5512594860371843,0.550809191981396,0.3782252846932364,1.1050313861900936,0.8281161255047724,0.0,0.8088645214739351,0.3626926986282334,0.4059302470742168
O4s_m1000_d50,inelastic-O4,inelastic,O4,s,1000,50,0.627966,0.239654,0.0980509,0.0343287,18.2927,2.85624,0.80658,12.8169,10.4085,0.00261549,0.0044625,0.07309134102677663,0.07049758283174867,0.04917502573321476,0.13781797569292292,0.10444697123262514,18.29274047662743,9.837392619003923,0.5225510519988035,0.5850877537100625
O4s_m1000_d100,inelastic-O4,inelastic,O4,s,1000,100,0.375293,0.377187,0.181437,0.0660834,5.67908,2.74557,0.811477,21.455,17.4883,0.00437822,0.00747005,0.12429317508021344,0.12042107755584719,0.0835073011633677,0.23781885500326636,0.17956831647695898,5.67908128213742,8.453318079880878,0.5308613923699375,0.5943926404990454
O4s_m1000_d150,inelastic-O4,inelastic,O4,s,1000,150,0.141993,0.447652,0.293355,0.117001,1.2136,2.50729,0.823877,31.976,26.4239,0.00652517,0.0111331,0.18509014531114729,0.18251040461301551,0.12584009218954464,0.3636468080363837,0.27349241064568397,1.213605011922975,6.333339031290331,0.554592023816364,0.6209632536362721
O4s_m1000_d200,inelastic-O4,inelastic,O4,s,1000,200,0.0215073,0.380882,0.408585,0.189026,0.11378,2.16153,0.84476,43.5534,36.8669,0.00888772,0.0151641,0.2522836380794498,0.25120047796665945,0.17261606085697398,0.5031652144553498,0.3774515906152731,0.11377958587707511,4.1764995291653,0.5977521416050661,0.6692885919362537
O4s_m1000_d250,inelastic-O4,inelastic,O4,s,1000,250,0.0,0.200034,0.504059,0.295908,0.0,1.70343,0.877724,58.1292,51.0837,0.0118621,0.020239,0.3388362263806388,0.3372683474602934,0.23148452299507136,0.6769177750649293,0.5072425087212094,0.0,2.379432120794301,0.6699156281473622,0.7500882996000611
O4s_m1000_d300,inelastic-O4,inelastic,O4,s,1000,300,0.0,0.0196623,0.496911,0.483427,0.0,1.02789,0.93976,83.7685,78.7551,0.0170942,0.0291659,0.4899094033023857,0.4878016270436727,0.3349456420735255,0.9786063611847176,0.7333406841759332,0.0,1.0685652642487904,0.8136874227875667,0.9106892358809338
O4s_m1000_d350,inelastic-O4,inelastic,O4,s,1000,350,0.0,0.0,0.0671462,0.932854,0.0,0.0719793,1.2264,159.327,195.262,0.0325131,0.0554733,0.9374269352582696,0.9314008794688067,0.6403088347245873,1.8628752919048368,1.3976241117643937,0.0,0.07197932366694039,1.675826385552145,1.8605957621809932
O4s_m4000_d50,inelastic-O4,inelastic,O4,s,4000,50,0.612016,0.243167,0.105583,0.0392336,15.5993,2.69114,0.819812,14.4111,11.8821,0.00294079,0.00501753,0.08224437991307536,0.07954794117859879,0.05547217080001914,0.15567368760380287,0.1179533463291852,15.599282247869173,8.889064475347661,0.569735967051686,0.6379195600028462
