k,E_tyr,Pge1_200-270 keV,Pge1_55-270 keV,Pge1_55-420 keV (1000 phd),Pge1_P038,Pge1_flat,Pge1_plugin
40.79665368002431,115.86249645126904,0.8948774540904761,0.9768494032403888,0.9832054418678883,0.8599277474745699,0.9785963515773561,0.9831599592320089
42.12938320281736,119.64744829600129,0.8975550330581317,0.9776427137115344,0.983812234841817,0.8634215670967302,0.9794494885191467,0.9839203937362861
43.505649825365126,123.55604550403694,0.9001762342755556,0.9784126734216069,0.9844009086296566,0.866845859196663,0.980270697279177,0.9846450324830268
44.92687580103749,127.59232727494647,0.9027418777843805,0.9791599024674067,0.9849719359810232,0.8702014219566685,0.9810610398347309,0.9853356681851304
46.39452984483512,131.76046475933174,0.9052527885742876,0.979885005745784,0.9855257774951662,0.873489072140246,0.9818215514266196,0.985994005777255
47.91012865118016,136.06476536935165,0.9077097955713498,0.980588573149318,0.9860628818561161,0.8767096434269347,0.9825532407562373,0.986621664910356
49.47523846128953,140.50967723006227,0.910113730674497,0.9812711797717598,0.9865836860742329,0.879863984808566,0.9832570902130278,0.9872201826205314
51.091476681751026,145.0997937761729,0.912465427839,0.981933386122838,0.9870886157331938,0.8829529590466624,0.9839340561284801,0.9877910161568747
52.76051355597393,149.83985849896595,0.9147657222056459,0.9825757383519776,0.9875780852413949,0.8859774411903321,0.9845850690532207,0.9883355459515247
54.48407389024224,154.73476984828795,0.9170154492741042,0.9831987684804355,0.9880524980866984,0.8889383171536697,0.9852110340542234,0.9888550787129307
56.26393883615366,159.78958629467638,0.9192154441188498,0.9838029946413112,0.9885122470934673,0.8918364823513997,0.9858128310295858,0.98935085062082
58.101947731287126,165.00953155685542,0.9213665406459267,0.9843889213268635,0.9889577146808594,0.8946728403912789,0.986391315038731,0.9898240305987567
60.0,170.39999999999998,0.9234695708887909,0.9849570396425344,0.9893892731214213,0.8974483018216212,0.9869473166462588,0.9902757236378038
