m_GeV,delta_keV,halo,eff_sigma_keV,N_events,N_noeff_all_E
300.0,372.5,annual_vesc560,8.0,0.0,0.0
300.0,372.5,annual_vesc560,11.5,0.0,0.0
300.0,372.5,annual_vesc560,15.0,0.0,0.0
300.0,375.0,sun,8.0,0.0,0.0
300.0,375.0,sun,11.5,0.0,0.0
300.0,375.0,sun,15.0,0.0,0.0
300.0,375.0,annual,8.0,0.0,0.0
300.0,375.0,annual,11.5,0.0,0.0
300.0,375.0,annual,15.0,0.0,0.0
300.0,375.0,june16,8.0,0.0,0.0
300.0,375.0,june16,11.5,0.0,0.0
300.0,375.0,june16,15.0,0.0,0.0
300.0,375.0,dec16,8.0,0.0,0.0
300.0,375.0,dec16,11.5,0.0,0.0
300.0,375.0,dec16,15.0,0.0,0.0
300.0,375.0,annual_vesc528,8.0,0.0,0.0
300.0,375.0,annual_vesc528,11.5,0.0,0.0
300.0,375.0,annual_vesc528,15.0,0.0,0.0
300.0,375.0,annual_vesc560,8.0,0.0,0.0
300.0,375.0,annual_vesc560,11.5,0.0,0.0
300.0,375.0,annual_vesc560,15.0,0.0,0.0
300.0,377.5,sun,8.0,0.0,0.0
300.0,377.5,sun,11.5,0.0,0.0
300.0,377.5,sun,15.0,0.0,0.0
300.0,377.5,annual,8.0,0.0,0.0
300.0,377.5,annual,11.5,0.0,0.0
300.0,377.5,annual,15.0,0.0,0.0
300.0,377.5,june16,8.0,0.0,0.0
300.0,377.5,june16,11.5,0.0,0.0
300.0,377.5,june16,15.0,0.0,0.0
300.0,377.5,dec16,8.0,0.0,0.0
300.0,377.5,dec16,11.5,0.0,0.0
300.0,377.5,dec16,15.0,0.0,0.0
300.0,377.5,annual_vesc528,8.0,0.0,0.0
300.0,377.5,annual_vesc528,11.5,0.0,0.0
300.0,377.5,annual_vesc528,15.0,0.0,0.0
300.0,377.5,annual_vesc560,8.0,0.0,0.0
300.0,377.5,annual_vesc560,11.5,0.0,0.0
300.0,377.5,annual_vesc560,15.0,0.0,0.0
300.0,380.0,sun,8.0,0.0,0.0
300.0,380.0,sun,11.5,0.0,0.0
300.0,380.0,sun,15.0,0.0,0.0
300.0,380.0,annual,8.0,0.0,0.0
300.0,380.0,annual,11.5,0.0,0.0
300.0,380.0,annual,15.0,0.0,0.0
300.0,380.0,june16,8.0,0.0,0.0
300.0,380.0,june16,11.5,0.0,0.0
300.0,380.0,june16,15.0,0.0,0.0
300.0,380.0,dec16,8.0,0.0,0.0
300.0,380.0,dec16,11.5,0.0,0.0
300.0,380.0,dec16,15.0,0.0,0.0
300.0,380.0,annual_vesc528,8.0,0.0,0.0
300.0,380.0,annual_vesc528,11.5,0.0,0.0
300.0,380.0,annual_vesc528,15.0,0.0,0.0
300.0,380.0,annual_vesc560,8.0,0.0,0.0
300.0,380.0,annual_vesc560,11.5,0.0,0.0
300.0,380.0,annual_vesc560,15.0,0.0,0.0
300.0,382.5,sun,8.0,0.0,0.0
300.0,382.5,sun,11.5,0.0,0.0
300.0,382.5,sun,15.0,0.0,0.0
300.0,382.5,annual,8.0,0.0,0.0
300.0,382.5,annual,11.5,0.0,0.0
300.0,382.5,annual,15.0,0.0,0.0
300.0,382.5,june16,8.0,0.0,0.0
300.0,382.5,june16,11.5,0.0,0.0
300.0,382.5,june16,15.0,0.0,0.0
300.0,382.5,dec16,8.0,0.0,0.0
300.0,382.5,dec16,11.5,0.0,0.0
300.0,382.5,dec16,15.0,0.0,0.0
300.0,382.5,annual_vesc528,8.0,0.0,0.0
300.0,382.5,annual_vesc528,11.5,0.0,0.0
300.0,382.5,annual_vesc528,15.0,0.0,0.0
300.0,382.5,annual_vesc560,8.0,0.0,0.0
300.0,382.5,annual_vesc560,11.5,0.0,0.0
300.0,382.5,annual_vesc560,15.0,0.0,0.0
300.0,385.0,sun,8.0,0.0,0.0
300.0,385.0,sun,11.5,0.0,0.0
300.0,385.0,sun,15.0,0.0,0.0
300.0,385.0,annual,8.0,0.0,0.0
300.0,385.0,annual,11.5,0.0,0.0
300.0,385.0,annual,15.0,0.0,0.0
300.0,385.0,june16,8.0,0.0,0.0
300.0,385.0,june16,11.5,0.0,0.0
300.0,385.0,june16,15.0,0.0,0.0
300.0,385.0,dec16,8.0,0.0,0.0
300.0,385.0,dec16,11.5,0.0,0.0
300.0,385.0,dec16,15.0,0.0,0.0
300.0,385.0,annual_vesc528,8.0,0.0,0.0
300.0,385.0,annual_vesc528,11.5,0.0,0.0
300.0,385.0,annual_vesc528,15.0,0.0,0.0
300.0,385.0,annual_vesc560,8.0,0.0,0.0
300.0,385.0,annual_vesc560,11.5,0.0,0.0
300.0,385.0,annual_vesc560,15.0,0.0,0.0
300.0,387.5,sun,8.0,0.0,0.0
300.0,387.5,sun,11.5,0.0,0.0
300.0,387.5,sun,15.0,0.0,0.0
300.0,387.5,annual,8.0,0.0,0.0
300.0,387.5,annual,11.5,0.0,0.0
300.0,387.5,annual,15.0,0.0,0.0
300.0,387.5,june16,8.0,0.0,0.0
300.0,387.5,june16,11.5,0.0,0.0
300.0,387.5,june16,15.0,0.0,0.0
300.0,387.5,dec16,8.0,0.0,0.0
300.0,387.5,dec16,11.5,0.0,0.0
300.0,387.5,dec16,15.0,0.0,0.0
300.0,387.5,annual_vesc528,8.0,0.0,0.0
300.0,387.5,annual_vesc528,11.5,0.0,0.0
300.0,387.5,annual_vesc528,15.0,0.0,0.0
300.0,387.5,annual_vesc560,8.0,0.0,0.0
300.0,387.5,annual_vesc560,11.5,0.0,0.0
300.0,387.5,annual_vesc560,15.0,0.0,0.0
300.0,390.0,sun,8.0,0.0,0.0
300.0,390.0,sun,11.5,0.0,0.0
300.0,390.0,sun,15.0,0.0,0.0
300.0,390.0,annual,8.0,0.0,0.0
300.0,390.0,annual,11.5,0.0,0.0
300.0,390.0,annual,15.0,0.0,0.0
300.0,390.0,june16,8.0,0.0,0.0
300.0,390.0,june16,11.5,0.0,0.0
300.0,390.0,june16,15.0,0.0,0.0
300.0,390.0,dec16,8.0,0.0,0.0
300.0,390.0,dec16,11.5,0.0,0.0
300.0,390.0,dec16,15.0,0.0,0.0
300.0,390.0,annual_vesc528,8.0,0.0,0.0
300.0,390.0,annual_vesc528,11.5,0.0,0.0
300.0,390.0,annual_vesc528,15.0,0.0,0.0
300.0,390.0,annual_vesc560,8.0,0.0,0.0
300.0,390.0,annual_vesc560,11.5,0.0,0.0
300.0,390.0,annual_vesc560,15.0,0.0,0.0
300.0,392.5,sun,8.0,0.0,0.0
300.0,392.5,sun,11.5,0.0,0.0
300.0,392.5,sun,15.0,0.0,0.0
300.0,392.5,annual,8.0,0.0,0.0
300.0,392.5,annual,11.5,0.0,0.0
300.0,392.5,annual,15.0,0.0,0.0
300.0,392.5,june16,8.0,0.0,0.0
300.0,392.5,june16,11.5,0.0,0.0
300.0,392.5,june16,15.0,0.0,0.0
300.0,392.5,dec16,8.0,0.0,0.0
300.0,392.5,dec16,11.5,0.0,0.0
300.0,392.5,dec16,15.0,0.0,0.0
300.0,392.5,annual_vesc528,8.0,0.0,0.0
300.0,392.5,annual_vesc528,11.5,0.0,0.0
300.0,392.5,annual_vesc528,15.0,0.0,0.0
300.0,392.5,annual_vesc560,8.0,0.0,0.0
300.0,392.5,annual_vesc560,11.5,0.0,0.0
300.0,392.5,annual_vesc560,15.0,0.0,0.0
300.0,395.0,sun,8.0,0.0,0.0
300.0,395.0,sun,11.5,0.0,0.0
300.0,395.0,sun,15.0,0.0,0.0
300.0,395.0,annual,8.0,0.0,0.0
300.0,395.0,annual,11.5,0.0,0.0
300.0,395.0,annual,15.0,0.0,0.0
300.0,395.0,june16,8.0,0.0,0.0
300.0,395.0,june16,11.5,0.0,0.0
300.0,395.0,june16,15.0,0.0,0.0
300.0,395.0,dec16,8.0,0.0,0.0
300.0,395.0,dec16,11.5,0.0,0.0
300.0,395.0,dec16,15.0,0.0,0.0
300.0,395.0,annual_vesc528,8.0,0.0,0.0
300.0,395.0,annual_vesc528,11.5,0.0,0.0
300.0,395.0,annual_vesc528,15.0,0.0,0.0
300.0,395.0,annual_vesc560,8.0,0.0,0.0
300.0,395.0,annual_vesc560,11.5,0.0,0.0
300.0,395.0,annual_vesc560,15.0,0.0,0.0
300.0,397.5,sun,8.0,0.0,0.0
300.0,397.5,sun,11.5,0.0,0.0
300.0,397.5,sun,15.0,0.0,0.0
300.0,397.5,annual,8.0,0.0,0.0
300.0,397.5,annual,11.5,0.0,0.0
300.0,397.5,annual,15.0,0.0,0.0
300.0,397.5,june16,8.0,0.0,0.0
300.0,397.5,june16,11.5,0.0,0.0
300.0,397.5,june16,15.0,0.0,0.0
300.0,397.5,dec16,8.0,0.0,0.0
300.0,397.5,dec16,11.5,0.0,0.0
300.0,397.5,dec16,15.0,0.0,0.0
300.0,397.5,annual_vesc528,8.0,0.0,0.0
300.0,397.5,annual_vesc528,11.5,0.0,0.0
300.0,397.5,annual_vesc528,15.0,0.0,0.0
300.0,397.5,annual_vesc560,8.0,0.0,0.0
300.0,397.5,annual_vesc560,11.5,0.0,0.0
300.0,397.5,annual_vesc560,15.0,0.0,0.0
300.0,400.0,sun,8.0,0.0,0.0
300.0,400.0,sun,11.5,0.0,0.0
300.0,400.0,sun,15.0,0.0,0.0
300.0,400.0,annual,8.0,0.0,0.0
300.0,400.0,annual,11.5,0.0,0.0
300.0,400.0,annual,15.0,0.0,0.0
300.0,400.0,june16,8.0,0.0,0.0
300.0,400.0,june16,11.5,0.0,0.0
300.0,400.0,june16,15.0,0.0,0.0
300.0,400.0,dec16,8.0,0.0,0.0
300.0,400.0,dec16,11.5,0.0,0.0
300.0,400.0,dec16,15.0,0.0,0.0
300.0,400.0,annual_vesc528,8.0,0.0,0.0
300.0,400.0,annual_vesc528,11.5,0.0,0.0
300.0,400.0,annual_vesc528,15.0,0.0,0.0
300.0,400.0,annual_vesc560,8.0,0.0,0.0
300.0,400.0,annual_vesc560,11.5,0.0,0.0
300.0,400.0,annual_vesc560,15.0,0.0,0.0
500.0,0.0,sun,8.0,235112463.93205443,321699106.5054496
500.0,0.0,sun,11.5,235112712.85546005,321699106.5054496
500.0,0.0,sun,15.0,235113012.55056903,321699106.5054496
500.0,0.0,annual,8.0,234503227.5084525,320819902.02651954
500.0,0.0,annual,11.5,234503478.49641523,320819902.02651954
500.0,0.0,annual,15.0,234503780.73623073,320819902.02651954
500.0,0.0,june16,8.0,229201014.75472584,313077967.77202487
500.0,0.0,june16,11.5,229201283.17115036,313077967.77202487
500.0,0.0,june16,15.0,229201606.8234955,313077967.77202487
500.0,0.0,dec16,8.0,239889374.19406953,328704819.3202069
500.0,0.0,dec16,11.5,239889607.5987394,328704819.3202069
500.0,0.0,dec16,15.0,239889888.25208488,328704819.3202069
500.0,0.0,annual_vesc528,8.0,234974558.70294154,321481403.01506597
500.0,0.0,annual_vesc528,11.5,234974808.40800276,321481403.01506597
500.0,0.0,annual_vesc528,15.0,234975109.04199317,321481403.01506597
500.0,0.0,annual_vesc560,8.0,234123409.5309313,320287742.2978551
500.0,0.0,annual_vesc560,11.5,234123661.53422797,320287742.2978551
500.0,0.0,annual_vesc560,15.0,234123965.04520875,320287742.2978551
500.0,50.0,sun,8.0,83176972.0499108,90832046.65848298
500.0,50.0,sun,11.5,83177115.73807341,90832046.65848298
500.0,50.0,sun,15.0,83177288.63408831,90832046.65848298
500.0,50.0,annual,8.0,83545912.52972431,91270430.87443797
500.0,50.0,annual,11.5,83546057.93961482,91270430.87443797
500.0,50.0,annual,15.0,83546232.94205587,91270430.87443797
500.0,50.0,june16,8.0,86900068.9299419,95186680.62921597
500.0,50.0,june16,11.5,86900228.09726587,95186680.62921597
500.0,50.0,june16,15.0,86900419.88947685,95186680.62921597
500.0,50.0,dec16,8.0,80105667.28500742,87268814.06466533
500.0,50.0,dec16,11.5,80105798.99830912,87268814.06466533
500.0,50.0,dec16,15.0,80105957.29560532,87268814.06466533
500.0,50.0,annual_vesc528,8.0,83369856.13778393,91027934.88710561
500.0,50.0,annual_vesc528,11.5,83370000.11464727,91027934.88710561
500.0,50.0,annual_vesc528,15.0,83370173.33896907,91027934.88710561
500.0,50.0,annual_vesc560,8.0,83684382.92503044,91462297.89033942
500.0,50.0,annual_vesc560,11.5,83684529.47466415,91462297.89033942
500.0,50.0,annual_vesc560,15.0,83684705.89172171,91462297.89033942
500.0,100.0,sun,8.0,12223492.931786265,12744898.28868932
500.0,100.0,sun,11.5,12223567.557442246,12744898.28868932
500.0,100.0,sun,15.0,12223657.444283662,12744898.28868932
500.0,100.0,annual,8.0,12400001.622307533,12929274.908005415
500.0,100.0,annual,11.5,12400077.478550082,12929274.908005415
500.0,100.0,annual,15.0,12400168.865715798,12929274.908005415
500.0,100.0,june16,8.0,13758552.390668288,14347638.314608129
500.0,100.0,june16,11.5,13758637.602502463,14347638.314608129
500.0,100.0,june16,15.0,13758740.374570182,14347638.314608129
500.0,100.0,dec16,8.0,11060438.813504254,11530928.9984047
500.0,100.0,dec16,11.5,11060505.474808065,11530928.9984047
500.0,100.0,dec16,15.0,11060585.67819751,11530928.9984047
500.0,100.0,annual_vesc528,8.0,12193779.813647542,12712908.843187142
500.0,100.0,annual_vesc528,11.5,12193854.265113017,12712908.843187142
500.0,100.0,annual_vesc528,15.0,12193943.917599063,12712908.843187142
500.0,100.0,annual_vesc560,8.0,12567940.464354618,13105701.824936429
500.0,100.0,annual_vesc560,11.5,12568017.446816038,13105701.824936429
500.0,100.0,annual_vesc560,15.0,12568110.225227151,13105701.824936429
500.0,150.0,sun,8.0,1171276.5501494308,1222837.1638157852
500.0,150.0,sun,11.5,1171310.923492815,1222837.1638157852
500.0,150.0,sun,15.0,1171352.4026789407,1222837.1638157852
500.0,150.0,annual,8.0,1203604.0439102177,1256574.3563100053
500.0,150.0,annual,11.5,1203639.1843264038,1256574.3563100053
500.0,150.0,annual,15.0,1203681.5979315178,1256574.3563100053
500.0,150.0,june16,8.0,1427443.9684580183,1490194.4034672808
500.0,150.0,june16,11.5,1427484.6720986355,1490194.4034672808
500.0,150.0,june16,15.0,1427533.8528564693,1490194.4034672808
500.0,150.0,dec16,8.0,989391.479158712,1032996.7571097689
500.0,150.0,dec16,11.5,989421.2226502523,1032996.7571097689
500.0,150.0,dec16,15.0,989457.0740910333,1032996.7571097689
500.0,150.0,annual_vesc528,8.0,1133867.5445715003,1183828.4499873742
500.0,150.0,annual_vesc528,11.5,1133901.4497385444,1183828.4499873742
500.0,150.0,annual_vesc528,15.0,1133942.3421282112,1183828.4499873742
500.0,150.0,annual_vesc560,8.0,1263743.067168623,1319303.5579322027
500.0,150.0,annual_vesc560,11.5,1263779.2109988849,1319303.5579322027
500.0,150.0,annual_vesc560,15.0,1263822.8609637895,1319303.5579322027
500.0,200.0,sun,8.0,77612.4192760775,81928.12643107976
500.0,200.0,sun,11.5,77625.90213260002,81928.12643107976
500.0,200.0,sun,15.0,77642.21774559973,81928.12643107976
500.0,200.0,annual,8.0,81401.46920669047,85909.27416185483
500.0,200.0,annual,11.5,81415.3703481723,85909.27416185483
500.0,200.0,annual,15.0,81432.19620406078,85909.27416185483
500.0,200.0,june16,8.0,104740.40430856794,110456.18114012716
500.0,200.0,june16,11.5,104757.19298461231,110456.18114012716
500.0,200.0,june16,15.0,104777.53700205481,110456.18114012716
500.0,200.0,dec16,8.0,59913.849896383486,63301.370401266104
500.0,200.0,dec16,11.5,59924.99027931161,63301.370401266104
500.0,200.0,dec16,15.0,59938.453654229445,63301.370401266104
500.0,200.0,annual_vesc528,8.0,70060.5770734216,74014.86205181421
500.0,200.0,annual_vesc528,11.5,70073.50893458574,74014.86205181421
500.0,200.0,annual_vesc528,15.0,70089.1428538795,74014.86205181421
500.0,200.0,annual_vesc560,8.0,92372.43452719903,97404.86174011648
500.0,200.0,annual_vesc560,11.5,92387.14170265442,97404.86174011648
500.0,200.0,annual_vesc560,15.0,92404.95947656326,97404.86174011648
500.0,250.0,sun,8.0,6281.331748675071,6870.7933008654845
500.0,250.0,sun,11.5,6285.413639851332,6870.7933008654845
500.0,250.0,sun,15.0,6290.373772703318,6870.7933008654845
500.0,250.0,annual,8.0,6648.708475210542,7269.7005249525855
500.0,250.0,annual,11.5,6652.987817999122,7269.7005249525855
500.0,250.0,annual,15.0,6658.189673548601,7269.7005249525855
500.0,250.0,june16,8.0,8827.947993916185,9644.081103939856
500.0,250.0,june16,11.5,8833.502359672693,9644.081103939856
500.0,250.0,june16,15.0,8840.263220044028,9644.081103939856
500.0,250.0,dec16,8.0,4671.369457177795,5112.435946552899
500.0,250.0,dec16,11.5,4674.455322032109,5112.435946552899
500.0,250.0,dec16,15.0,4678.198466439674,5112.435946552899
500.0,250.0,annual_vesc528,8.0,5517.85160579996,6038.031639144896
500.0,250.0,annual_vesc528,11.5,5521.4851518246805,6038.031639144896
500.0,250.0,annual_vesc528,15.0,5525.893282771597,6038.031639144896
500.0,250.0,annual_vesc560,8.0,7791.692732683648,8507.399998045383
500.0,250.0,annual_vesc560,11.5,7796.536254413106,8507.399998045383
500.0,250.0,annual_vesc560,15.0,7802.432277259636,8507.399998045383
500.0,260.0,sun,8.0,4044.6691322696297,4453.656264817599
500.0,260.0,sun,11.5,4047.7251674726713,4453.656264817599
500.0,260.0,sun,15.0,4051.4402927517726,4453.656264817599
500.0,260.0,annual,8.0,4294.181529041731,4726.987043176197
500.0,260.0,annual,11.5,4297.404128277602,4726.987043176197
500.0,260.0,annual,15.0,4301.323284942677,4726.987043176197
500.0,260.0,june16,8.0,5793.864989235271,6373.806733188513
500.0,260.0,june16,11.5,5798.142667291433,6373.806733188513
500.0,260.0,june16,15.0,5803.352550239735,6373.806733188513
500.0,260.0,dec16,8.0,2926.6143671074724,3223.8279222380934
500.0,260.0,dec16,11.5,2928.8557078201475,3223.8279222380934
500.0,260.0,dec16,15.0,2931.5749769835684,3223.8279222380934
500.0,260.0,annual_vesc528,8.0,3461.825697008049,3813.0249832308627
500.0,260.0,annual_vesc528,11.5,3464.4712635522155,3813.0249832308627
500.0,260.0,annual_vesc528,15.0,3467.681386425307,3813.0249832308627
500.0,260.0,annual_vesc560,8.0,5102.849855541929,5611.2234238175715
500.0,260.0,annual_vesc560,11.5,5106.585112400009,5611.2234238175715
500.0,260.0,annual_vesc560,15.0,5111.134974869135,5611.2234238175715
500.0,270.0,sun,8.0,2537.3569075777386,2818.033897372358
500.0,270.0,sun,11.5,2539.5844513889797,2818.033897372358
500.0,270.0,sun,15.0,2542.2943928507148,2818.033897372358
500.0,270.0,annual,8.0,2715.449416606071,3014.7776781171383
500.0,270.0,annual,11.5,2717.8162571735775,3014.7776781171383
500.0,270.0,annual,15.0,2720.696973374605,3014.7776781171383
500.0,270.0,june16,8.0,3781.0847119816353,4193.968089586626
500.0,270.0,june16,11.5,3784.3136465878997,4193.968089586626
500.0,270.0,june16,15.0,3788.249785397837,4193.968089586626
500.0,270.0,dec16,8.0,1744.8310345802468,1940.0273311341634
500.0,270.0,dec16,11.5,1746.4024840082154,1940.0273311341634
500.0,270.0,dec16,15.0,1748.3099175768218,1940.0273311341634
500.0,270.0,annual_vesc528,8.0,2069.2550432318267,2300.5021215334605
500.0,270.0,annual_vesc528,11.5,2071.114726941707,2300.5021215334605
500.0,270.0,annual_vesc528,15.0,2073.3723368886085,2300.5021215334605
500.0,270.0,annual_vesc560,8.0,3332.4792213053724,3695.066385703502
500.0,270.0,annual_vesc560,11.5,3335.3063410979003,3695.066385703502
500.0,270.0,annual_vesc560,15.0,3338.7533509330274,3695.066385703502
500.0,280.0,sun,8.0,1499.0371081588773,1684.53816526196
500.0,280.0,sun,11.5,1500.6066543137308,1684.53816526196
500.0,280.0,sun,15.0,1502.5178168905024,1684.53816526196
500.0,280.0,annual,8.0,1630.374651814073,1830.6571310035508
500.0,280.0,annual,11.5,1632.0595649465952,1830.6571310035508
500.0,280.0,annual,15.0,1634.1123006072696,1830.6571310035508
500.0,280.0,june16,8.0,2388.198689336034,2675.6898821738023
500.0,280.0,june16,11.5,2390.5772200405413,2675.6898821738023
500.0,280.0,june16,15.0,2393.479830156933,2675.6898821738023
500.0,280.0,dec16,8.0,949.0966956124042,1070.301948487167
500.0,280.0,dec16,11.5,950.1482220325315,1070.301948487167
500.0,280.0,dec16,15.0,951.4253138623327,1070.301948487167
500.0,280.0,annual_vesc528,8.0,1133.436282362154,1277.6891454497938
500.0,280.0,annual_vesc528,11.5,1134.6848231942954,1277.6891454497938
500.0,280.0,annual_vesc528,15.0,1136.201465485565,1277.6891454497938
500.0,280.0,annual_vesc560,8.0,2118.2276598343547,2372.0126818103545
500.0,280.0,annual_vesc560,11.5,2120.319772173205,2372.0126818103545
500.0,280.0,annual_vesc560,15.0,2122.873550991851,2372.0126818103545
500.0,290.0,sun,8.0,801.5833051807376,917.6623536459953
500.0,290.0,sun,11.5,802.641977924447,917.6623536459953
500.0,290.0,sun,15.0,803.932205152761,917.6623536459953
500.0,290.0,annual,8.0,898.3004196625715,1026.0385924540997
500.0,290.0,annual,11.5,899.4536038635614,1026.0385924540997
500.0,290.0,annual,15.0,900.859928411997,1026.0385924540997
500.0,290.0,june16,8.0,1416.2969352669293,1609.4805854947178
500.0,290.0,june16,11.5,1417.9975344559125,1609.4805854947178
500.0,290.0,june16,15.0,1420.0751655980328,1609.4805854947178
500.0,290.0,dec16,8.0,446.2773484939016,515.7922334028012
500.0,290.0,dec16,11.5,446.93754576980166,515.7922334028012
500.0,290.0,dec16,15.0,447.7396997871773,515.7922334028012
500.0,290.0,annual_vesc528,8.0,543.3752330386661,626.8943445713709
500.0,290.0,annual_vesc528,11.5,544.1634845501919,626.8943445713709
500.0,290.0,annual_vesc528,15.0,545.1215151296858,626.8943445713709
500.0,290.0,annual_vesc560,8.0,1275.4701236089768,1447.678100932641
500.0,290.0,annual_vesc560,11.5,1276.9769184811512,1447.678100932641
500.0,290.0,annual_vesc560,15.0,1278.8184250055879,1447.678100932641
500.0,300.0,sun,8.0,369.67856714815764,438.13272468847964
500.0,300.0,sun,11.5,370.3488795145947,438.13272468847964
500.0,300.0,sun,15.0,371.1668872918322,438.13272468847964
500.0,300.0,annual,8.0,437.7552060127258,515.3349182929031
500.0,300.0,annual,11.5,438.5018427504588,515.3349182929031
500.0,300.0,annual,15.0,439.4137232917781,515.3349182929031
500.0,300.0,june16,8.0,763.4911646176004,888.937462387212
500.0,300.0,june16,11.5,764.6581225176847,888.937462387212
500.0,300.0,june16,15.0,766.0860053618017,888.937462387212
500.0,300.0,dec16,8.0,168.03959673775708,204.22878270871254
500.0,300.0,dec16,11.5,168.41517407894892,204.22878270871254
500.0,300.0,dec16,15.0,168.87187390061547,204.22878270871254
500.0,300.0,annual_vesc528,8.0,215.73071355394865,260.1175267676754
500.0,300.0,annual_vesc528,11.5,216.184709130008,260.1175267676754
500.0,300.0,annual_vesc528,15.0,216.73709486648616,260.1175267676754
500.0,300.0,annual_vesc560,8.0,708.0819501009514,821.7061317405504
500.0,300.0,annual_vesc560,11.5,709.1279554069197,821.7061317405504
500.0,300.0,annual_vesc560,15.0,710.4083942162215,821.7061317405504
500.0,310.0,sun,8.0,135.61984305434024,171.21092484954332
500.0,310.0,sun,11.5,136.00753407867194,171.21092484954332
500.0,310.0,sun,15.0,136.48129852422983,171.21092484954332
500.0,310.0,annual,8.0,178.85173906006727,221.14396344165866
500.0,310.0,annual,11.5,179.3000381691846,221.14396344165866
500.0,310.0,annual,15.0,179.84843922159294,221.14396344165866
500.0,310.0,june16,8.0,356.94533977337346,431.4666103996878
500.0,310.0,june16,11.5,357.7043394820955,431.4666103996878
500.0,310.0,june16,15.0,358.634580460345,431.4666103996878
500.0,310.0,dec16,8.0,43.71977185319233,59.26540534195773
500.0,310.0,dec16,11.5,43.90211011605851,59.26540534195773
500.0,310.0,dec16,15.0,44.123955602617556,59.26540534195773
500.0,310.0,annual_vesc528,8.0,65.1648707030192,85.22256197996724
500.0,310.0,annual_vesc528,11.5,65.39325443626903,85.22256197996724
500.0,310.0,annual_vesc528,15.0,65.67151070437666,85.22256197996724
500.0,310.0,annual_vesc560,8.0,349.3131248296288,418.50743002633425
500.0,310.0,annual_vesc560,11.5,350.00621230276704,418.50743002633425
500.0,310.0,annual_vesc560,15.0,350.85610967992227,418.50743002633425
500.0,320.0,sun,8.0,34.5427380320041,50.99953021094288
500.0,320.0,sun,11.5,34.73732306831124,50.99953021094288
500.0,320.0,sun,15.0,34.97509486944606,50.99953021094288
500.0,320.0,annual,8.0,57.29104377238264,78.57804164883918
500.0,320.0,annual,11.5,57.53275276119271,78.57804164883918
500.0,320.0,annual,15.0,57.82861340409128,78.57804164883918
500.0,320.0,june16,8.0,135.60025479902822,177.6603966285768
500.0,320.0,june16,11.5,136.058648677654,177.6603966285768
500.0,320.0,june16,15.0,136.62096410427546,177.6603966285768
500.0,320.0,dec16,8.0,5.91098202593736,10.995027066039059
500.0,320.0,dec16,11.5,5.976851045973274,10.995027066039059
500.0,320.0,dec16,15.0,6.056763531806951,10.995027066039059
500.0,320.0,annual_vesc528,8.0,13.267151932025708,20.96098682820559
500.0,320.0,annual_vesc528,11.5,13.361470241259411,20.96098682820559
500.0,320.0,annual_vesc528,15.0,13.476357571516344,20.96098682820559
500.0,320.0,annual_vesc560,8.0,146.5201609146308,187.1079987118512
500.0,320.0,annual_vesc560,11.5,146.9519761333686,187.1079987118512
500.0,320.0,annual_vesc560,15.0,147.48205484048992,187.1079987118512
500.0,330.0,sun,8.0,4.717044836686064,10.479469083536012
500.0,330.0,sun,11.5,4.790431358109501,10.479469083536012
500.0,330.0,sun,15.0,4.880649392696846,10.479469083536012
500.0,330.0,annual,8.0,13.019371529896354,22.044406810611246
500.0,330.0,annual,11.5,13.12814364921907,22.044406810611246
500.0,330.0,annual,15.0,13.262099302593798,22.044406810611246
500.0,330.0,june16,8.0,37.2932833670215,58.14431556900066
500.0,330.0,june16,11.5,37.53689333232089,58.14431556900066
500.0,330.0,june16,15.0,37.83726140908306,58.14431556900066
500.0,330.0,dec16,8.0,0.31613849930800564,1.147740046085432
500.0,330.0,dec16,11.5,0.3275008555376166,1.147740046085432
500.0,330.0,dec16,15.0,0.3413617418492551,1.147740046085432
500.0,330.0,annual_vesc528,8.0,1.4470307780979295,3.5845104811313333
500.0,330.0,annual_vesc528,11.5,1.4748194223350777,3.5845104811313333
500.0,330.0,annual_vesc528,15.0,1.508924056108474,3.5845104811313333
500.0,330.0,annual_vesc560,8.0,48.730072584497165,70.19967435383528
500.0,330.0,annual_vesc560,11.5,48.97339443286582,70.19967435383528
500.0,330.0,annual_vesc560,15.0,49.27355873895336,70.19967435383528
500.0,340.0,sun,8.0,0.3055086073978155,1.4021634221883388
500.0,340.0,sun,11.5,0.32075196594969685,1.4021634221883388
