m_GeV,delta_keV,halo,eff_sigma_keV,N_events,N_noeff_all_E
1000.0,377.5,dec16,11.5,0.00018693106089305169,0.01650167028057873
1000.0,377.5,dec16,15.0,0.00036497735757227214,0.01650167028057873
1000.0,377.5,annual_vesc528,8.0,0.010499898283272097,0.17592645893324882
1000.0,377.5,annual_vesc528,11.5,0.012333266586463798,0.17592645893324882
1000.0,377.5,annual_vesc528,15.0,0.014723433644859176,0.17592645893324882
1000.0,377.5,annual_vesc560,8.0,0.5703901545850381,5.33394958519444
1000.0,377.5,annual_vesc560,11.5,0.6245177224801036,5.33394958519444
1000.0,377.5,annual_vesc560,15.0,0.6938493388256917,5.33394958519444
1000.0,380.0,sun,8.0,0.020469123695875818,0.3535573821786511
1000.0,380.0,sun,11.5,0.024083991293452782,0.3535573821786511
1000.0,380.0,sun,15.0,0.02883187099168529,0.3535573821786511
1000.0,380.0,annual,8.0,0.08584095687909349,1.163809157578793
1000.0,380.0,annual,11.5,0.09780158656097422,1.163809157578793
1000.0,380.0,annual,15.0,0.11332191871674134,1.163809157578793
1000.0,380.0,june16,8.0,0.26564305414660844,3.4302322937280967
1000.0,380.0,june16,11.5,0.3009985960206553,3.4302322937280967
1000.0,380.0,june16,15.0,0.34673472511743103,3.4302322937280967
1000.0,380.0,dec16,8.0,6.246012744716313e-08,0.0022172614571309267
1000.0,380.0,dec16,11.5,1.4807127388832429e-06,0.0022172614571309267
1000.0,380.0,dec16,15.0,8.089778722483893e-06,0.0022172614571309267
1000.0,380.0,annual_vesc528,8.0,0.004725589259333037,0.09429960120422506
1000.0,380.0,annual_vesc528,11.5,0.005682961432723854,0.09429960120422506
1000.0,380.0,annual_vesc528,15.0,0.006950263275397075,0.09429960120422506
1000.0,380.0,annual_vesc560,8.0,0.38294205727176767,4.253398476481298
1000.0,380.0,annual_vesc560,11.5,0.4266110477138813,4.253398476481298
1000.0,380.0,annual_vesc560,15.0,0.4827241603777396,4.253398476481298
1000.0,382.5,sun,8.0,0.008400765199445612,0.18503269565760433
1000.0,382.5,sun,11.5,0.010417283163070529,0.18503269565760433
1000.0,382.5,sun,15.0,0.013044040942751493,0.18503269565760433
1000.0,382.5,annual,8.0,0.0561255186890518,0.7965967632165453
1000.0,382.5,annual,11.5,0.06449051621471123,0.7965967632165453
1000.0,382.5,annual,15.0,0.07535849519992024,0.7965967632165453
1000.0,382.5,june16,8.0,0.18385872051860128,2.480300155480378
1000.0,382.5,june16,11.5,0.20997453062418595,2.480300155480378
1000.0,382.5,june16,15.0,0.24381269757535612,2.480300155480378
1000.0,382.5,dec16,8.0,0.0,0.0
1000.0,382.5,dec16,11.5,0.0,0.0
1000.0,382.5,dec16,15.0,0.0,0.0
1000.0,382.5,annual_vesc528,8.0,0.0016442825686111505,0.04503947319223292
1000.0,382.5,annual_vesc528,11.5,0.002124115045490327,0.04503947319223292
1000.0,382.5,annual_vesc528,15.0,0.002754966915704957,0.04503947319223292
1000.0,382.5,annual_vesc560,8.0,0.2697617562745593,3.2999652590833195
1000.0,382.5,annual_vesc560,11.5,0.30465887073239334,3.2999652590833195
1000.0,382.5,annual_vesc560,15.0,0.3495809722286255,3.2999652590833195
1000.0,385.0,sun,8.0,0.002469481130595973,0.08868848966639804
1000.0,385.0,sun,11.5,0.003367011117012926,0.08868848966639804
1000.0,385.0,sun,15.0,0.004571238292332604,0.08868848966639804
1000.0,385.0,annual,8.0,0.03519460619805208,0.5355099344648417
1000.0,385.0,annual,11.5,0.040758239651863926,0.5355099344648417
1000.0,385.0,annual,15.0,0.048027801593890564,0.5355099344648417
1000.0,385.0,june16,8.0,0.12280441280979378,1.764716988146532
1000.0,385.0,june16,11.5,0.1412009819202888,1.764716988146532
1000.0,385.0,june16,15.0,0.16516941408297256,1.764716988146532
1000.0,385.0,dec16,8.0,0.0,0.0
1000.0,385.0,dec16,11.5,0.0,0.0
1000.0,385.0,dec16,15.0,0.0,0.0
1000.0,385.0,annual_vesc528,8.0,0.00038559768719982103,0.01913653685355221
1000.0,385.0,annual_vesc528,11.5,0.000562456446397377,0.01913653685355221
1000.0,385.0,annual_vesc528,15.0,0.0008075172324283212,0.01913653685355221
1000.0,385.0,annual_vesc560,8.0,0.1980428724799027,2.588707655048948
1000.0,385.0,annual_vesc560,11.5,0.22536148335102507,2.588707655048948
1000.0,385.0,annual_vesc560,15.0,0.2606858486341755,2.588707655048948
1000.0,387.5,sun,8.0,0.0003338495852645513,0.035982207266873074
1000.0,387.5,sun,11.5,0.0006344500783408901,0.035982207266873074
1000.0,387.5,sun,15.0,0.0010633826682903973,0.035982207266873074
1000.0,387.5,annual,8.0,0.019609933344210923,0.3522498448438385
1000.0,387.5,annual,11.5,0.02321117359590362,0.3522498448438385
1000.0,387.5,annual,15.0,0.02794371150074439,0.3522498448438385
1000.0,387.5,june16,8.0,0.07271550418228609,1.2240825655883236
1000.0,387.5,june16,11.5,0.08530947138896965,1.2240825655883236
1000.0,387.5,june16,15.0,0.10180663221006962,1.2240825655883236
1000.0,387.5,dec16,8.0,0.0,0.0
1000.0,387.5,dec16,11.5,0.0,0.0
1000.0,387.5,dec16,15.0,0.0,0.0
1000.0,387.5,annual_vesc528,8.0,3.804195144253597e-05,0.006549722452986313
1000.0,387.5,annual_vesc528,11.5,8.277588331324679e-05,0.006549722452986313
1000.0,387.5,annual_vesc528,15.0,0.000150969096666125,0.006549722452986313
1000.0,387.5,annual_vesc560,8.0,0.13727255014198528,2.036648398063214
1000.0,387.5,annual_vesc560,11.5,0.15859862606602995,2.036648398063214
1000.0,387.5,annual_vesc560,15.0,0.18633617184154086,2.036648398063214
1000.0,390.0,sun,8.0,6.495795688400058e-06,0.010130455812106193
1000.0,390.0,sun,11.5,3.5181510399708366e-05,0.010130455812106193
1000.0,390.0,sun,15.0,0.00010062387715416471,0.010130455812106193
1000.0,390.0,annual,8.0,0.0068489122727275024,0.210872450469975
1000.0,390.0,annual,11.5,0.009341619785423728,0.210872450469975
1000.0,390.0,annual,15.0,0.01245215007602146,0.210872450469975
1000.0,390.0,june16,8.0,0.02656040671985466,0.7719986191060513
1000.0,390.0,june16,11.5,0.03590984578460316,0.7719986191060513
1000.0,390.0,june16,15.0,0.04749166231245691,0.7719986191060513
1000.0,390.0,dec16,8.0,0.0,0.0
1000.0,390.0,dec16,11.5,0.0,0.0
1000.0,390.0,dec16,15.0,0.0,0.0
1000.0,390.0,annual_vesc528,8.0,3.5107282790567136e-07,0.0014455607510498196
1000.0,390.0,annual_vesc528,11.5,2.8776062957609946e-06,0.0014455607510498196
1000.0,390.0,annual_vesc528,15.0,1.0034131746576225e-05,0.0014455607510498196
1000.0,390.0,annual_vesc560,8.0,0.05992211869839729,1.4975906659745484
1000.0,390.0,annual_vesc560,11.5,0.0792879776670476,1.4975906659745484
1000.0,390.0,annual_vesc560,15.0,0.10275860339725994,1.4975906659745484
1000.0,392.5,sun,8.0,4.040184238245479e-10,0.0008669230310583523
1000.0,392.5,sun,11.5,6.894286907938349e-08,0.0008669230310583523
1000.0,392.5,sun,15.0,8.949563634257674e-07,0.0008669230310583523
1000.0,392.5,annual,8.0,0.0003499061554143442,0.10849703175315435
1000.0,392.5,annual,11.5,0.0012873334671610242,0.10849703175315435
1000.0,392.5,annual,15.0,0.0027421554144950048,0.10849703175315435
1000.0,392.5,june16,8.0,0.0013933236130064682,0.41694550593161595
1000.0,392.5,june16,11.5,0.005097438527365658,0.41694550593161595
1000.0,392.5,june16,15.0,0.010800455525907868,0.41694550593161595
1000.0,392.5,dec16,8.0,0.0,0.0
1000.0,392.5,dec16,11.5,0.0,0.0
1000.0,392.5,dec16,15.0,0.0,0.0
1000.0,392.5,annual_vesc528,8.0,1.4772524553561229e-12,6.430229726985494e-05
1000.0,392.5,annual_vesc528,11.5,1.1084151929892703e-09,6.430229726985494e-05
1000.0,392.5,annual_vesc528,15.0,2.7939916700257884e-08,6.430229726985494e-05
1000.0,392.5,annual_vesc560,8.0,0.003608116110445437,0.9642890462880701
1000.0,392.5,annual_vesc560,11.5,0.013009619591126259,0.9642890462880701
1000.0,392.5,annual_vesc560,15.0,0.027142074038841855,0.9642890462880701
1000.0,395.0,sun,8.0,0.0,0.0
1000.0,395.0,sun,11.5,0.0,0.0
1000.0,395.0,sun,15.0,0.0,0.0
1000.0,395.0,annual,8.0,2.4146315845309852e-08,0.04073322907736579
1000.0,395.0,annual,11.5,6.628106515302767e-06,0.04073322907736579
1000.0,395.0,annual,15.0,8.01737862402455e-05,0.04073322907736579
1000.0,395.0,june16,8.0,9.752344769540265e-08,0.16252412018366233
1000.0,395.0,june16,11.5,2.6745483542366567e-05,0.16252412018366233
1000.0,395.0,june16,15.0,0.0003228247023510772,0.16252412018366233
1000.0,395.0,dec16,8.0,0.0,0.0
1000.0,395.0,dec16,11.5,0.0,0.0
1000.0,395.0,dec16,15.0,0.0,0.0
1000.0,395.0,annual_vesc528,8.0,0.0,0.0
1000.0,395.0,annual_vesc528,11.5,0.0,0.0
1000.0,395.0,annual_vesc528,15.0,0.0,0.0
1000.0,395.0,annual_vesc560,8.0,2.8385678241798855e-07,0.45544883037109246
1000.0,395.0,annual_vesc560,11.5,7.74540254445864e-05,0.45544883037109246
1000.0,395.0,annual_vesc560,15.0,0.0009287296860126539,0.45544883037109246
1000.0,397.5,sun,8.0,0.0,0.0
1000.0,397.5,sun,11.5,0.0,0.0
1000.0,397.5,sun,15.0,0.0,0.0
1000.0,397.5,annual,8.0,0.0,0.0
1000.0,397.5,annual,11.5,0.0,0.0
1000.0,397.5,annual,15.0,0.0,0.0
1000.0,397.5,june16,8.0,0.0,0.0
1000.0,397.5,june16,11.5,0.0,0.0
1000.0,397.5,june16,15.0,0.0,0.0
1000.0,397.5,dec16,8.0,0.0,0.0
1000.0,397.5,dec16,11.5,0.0,0.0
1000.0,397.5,dec16,15.0,0.0,0.0
1000.0,397.5,annual_vesc528,8.0,0.0,0.0
1000.0,397.5,annual_vesc528,11.5,0.0,0.0
1000.0,397.5,annual_vesc528,15.0,0.0,0.0
1000.0,397.5,annual_vesc560,8.0,0.0,0.0
1000.0,397.5,annual_vesc560,11.5,0.0,0.0
1000.0,397.5,annual_vesc560,15.0,0.0,0.0
1000.0,400.0,sun,8.0,0.0,0.0
1000.0,400.0,sun,11.5,0.0,0.0
1000.0,400.0,sun,15.0,0.0,0.0
1000.0,400.0,annual,8.0,0.0,0.0
1000.0,400.0,annual,11.5,0.0,0.0
1000.0,400.0,annual,15.0,0.0,0.0
1000.0,400.0,june16,8.0,0.0,0.0
1000.0,400.0,june16,11.5,0.0,0.0
1000.0,400.0,june16,15.0,0.0,0.0
1000.0,400.0,dec16,8.0,0.0,0.0
1000.0,400.0,dec16,11.5,0.0,0.0
1000.0,400.0,dec16,15.0,0.0,0.0
1000.0,400.0,annual_vesc528,8.0,0.0,0.0
1000.0,400.0,annual_vesc528,11.5,0.0,0.0
1000.0,400.0,annual_vesc528,15.0,0.0,0.0
1000.0,400.0,annual_vesc560,8.0,0.0,0.0
1000.0,400.0,annual_vesc560,11.5,0.0,0.0
1000.0,400.0,annual_vesc560,15.0,0.0,0.0
2000.0,0.0,sun,8.0,60325358.286691055,82125081.37729293
2000.0,0.0,sun,11.5,60325459.85469576,82125081.37729293
2000.0,0.0,sun,15.0,60325583.271289185,82125081.37729293
2000.0,0.0,annual,8.0,60157504.00997461,81888135.62472492
2000.0,0.0,annual,11.5,60157606.08156346,81888135.62472492
2000.0,0.0,annual,15.0,60157730.12641711,81888135.62472492
2000.0,0.0,june16,8.0,58676173.462867945,79780442.82068817
2000.0,0.0,june16,11.5,58676280.098780975,79780442.82068817
2000.0,0.0,june16,15.0,58676409.818455726,79780442.82068817
2000.0,0.0,dec16,8.0,61666927.621489026,84039512.62874444
2000.0,0.0,dec16,11.5,61667025.01462951,84039512.62874444
2000.0,0.0,dec16,15.0,61667143.24704154,84039512.62874444
2000.0,0.0,annual_vesc528,8.0,60282858.49988345,82061769.76790327
2000.0,0.0,annual_vesc528,11.5,60282960.34452063,82061769.76790327
2000.0,0.0,annual_vesc528,15.0,60283084.10200891,82061769.76790327
2000.0,0.0,annual_vesc560,8.0,60056719.87041633,81748695.20379601
2000.0,0.0,annual_vesc560,11.5,60056822.121080905,81748695.20379601
2000.0,0.0,annual_vesc560,15.0,60056946.39275883,81748695.20379601
2000.0,50.0,sun,8.0,23147016.14804066,25258720.062672894
2000.0,50.0,sun,11.5,23147081.0493785,25258720.062672894
2000.0,50.0,sun,15.0,23147159.908870146,25258720.062672894
2000.0,50.0,annual,8.0,23231690.99431382,25361007.397606287
2000.0,50.0,annual,11.5,23231756.414158624,25361007.397606287
2000.0,50.0,annual,15.0,23231835.913875278,25361007.397606287
2000.0,50.0,june16,8.0,24020489.11350569,26293415.234880034
2000.0,50.0,june16,11.5,24020558.93228433,26293415.234880034
2000.0,50.0,june16,15.0,24020643.851300564,26293415.234880034
2000.0,50.0,dec16,8.0,22418550.458014987,24404185.48654951
2000.0,50.0,dec16,11.5,22418611.43471393,24404185.48654951
2000.0,50.0,dec16,15.0,22418685.463535402,24404185.48654951
2000.0,50.0,annual_vesc528,8.0,23194604.367046792,25307527.759768013
2000.0,50.0,annual_vesc528,11.5,23194669.471847396,25307527.759768013
2000.0,50.0,annual_vesc528,15.0,23194748.578323413,25307527.759768013
2000.0,50.0,annual_vesc560,8.0,23260059.577596467,25402507.537465982
2000.0,50.0,annual_vesc560,11.5,23260125.24671299,25402507.537465982
2000.0,50.0,annual_vesc560,15.0,23260205.057615872,25402507.537465982
2000.0,100.0,sun,8.0,3823141.3295983346,3987610.019452716
2000.0,100.0,sun,11.5,3823179.115277938,3987610.019452716
2000.0,100.0,sun,15.0,3823225.084150863,3987610.019452716
2000.0,100.0,annual,8.0,3872123.524464604,4038793.1238220767
2000.0,100.0,annual,11.5,3872161.748988808,4038793.1238220767
2000.0,100.0,annual,15.0,3872208.2572710477,4038793.1238220767
2000.0,100.0,june16,8.0,4255454.595366786,4439143.044535944
2000.0,100.0,june16,11.5,4255496.342353029,4439143.044535944
2000.0,100.0,june16,15.0,4255547.173530327,4439143.044535944
2000.0,100.0,dec16,8.0,3492511.4284666614,3642379.763773286
2000.0,100.0,dec16,11.5,3492546.142149526,3642379.763773286
2000.0,100.0,dec16,15.0,3492588.3434774927,3642379.763773286
2000.0,100.0,annual_vesc528,8.0,3819545.2931028637,3983570.1518421103
2000.0,100.0,annual_vesc528,11.5,3819583.1611400414,3983570.1518421103
2000.0,100.0,annual_vesc528,15.0,3819629.2272856957,3983570.1518421103
2000.0,100.0,annual_vesc560,8.0,3914791.5512124402,4083661.4556364683
2000.0,100.0,annual_vesc560,11.5,3914830.0591364726,4083661.4556364683
2000.0,100.0,annual_vesc560,15.0,3914876.918972025,4083661.4556364683
2000.0,150.0,sun,8.0,432649.3022566087,452271.22232544795
2000.0,150.0,sun,11.5,432669.14515155385,452271.22232544795
2000.0,150.0,sun,15.0,432693.3448340003,452271.22232544795
2000.0,150.0,annual,8.0,443001.2247050167,463080.4173351931
2000.0,150.0,annual,11.5,443021.3855085728,463080.4173351931
2000.0,150.0,annual,15.0,443045.9754734948,463080.4173351931
2000.0,150.0,june16,8.0,516267.4206937602,539596.9628184377
2000.0,150.0,june16,11.5,516290.0089772106,539596.9628184377
2000.0,150.0,june16,15.0,516317.5759494572,539596.9628184377
2000.0,150.0,dec16,8.0,372424.3653454584,389368.5620229144
2000.0,150.0,dec16,11.5,372442.13757556106,389368.5620229144
2000.0,150.0,dec16,15.0,372463.7990599588,389368.5620229144
2000.0,150.0,annual_vesc528,8.0,423066.1003699802,442285.31180958496
2000.0,150.0,annual_vesc528,11.5,423085.9082717016,442285.31180958496
2000.0,150.0,annual_vesc528,15.0,423110.0618783254,442285.31180958496
2000.0,150.0,annual_vesc560,8.0,460001.2554079929,480812.3113727462
2000.0,150.0,annual_vesc560,11.5,460021.6989162398,480812.3113727462
2000.0,150.0,annual_vesc560,15.0,460046.63851735275,480812.3113727462
2000.0,200.0,sun,8.0,38253.344173617246,40608.1646579185
2000.0,200.0,sun,11.5,38262.58763935685,40608.1646579185
2000.0,200.0,sun,15.0,38273.90518766324,40608.1646579185
2000.0,200.0,annual,8.0,39726.803186910045,42159.7306386994
2000.0,200.0,annual,11.5,39736.247163186985,42159.7306386994
2000.0,200.0,annual,15.0,39747.811214562484,42159.7306386994
2000.0,200.0,june16,8.0,49213.763133457294,52163.46770557596
2000.0,200.0,june16,11.5,49224.66751622425,52163.46770557596
2000.0,200.0,june16,15.0,49238.02582322078,52163.46770557596
2000.0,200.0,dec16,8.0,30856.791708561166,32802.20332925654
2000.0,200.0,dec16,11.5,30864.817219818065,32802.20332925654
2000.0,200.0,dec16,15.0,30874.638857524886,32802.20332925654
2000.0,200.0,annual_vesc528,8.0,35709.810763437024,37948.84894599577
2000.0,200.0,annual_vesc528,11.5,35718.94162121839,37948.84894599577
2000.0,200.0,annual_vesc528,15.0,35730.11885239186,37948.84894599577
2000.0,200.0,annual_vesc560,8.0,43473.06181443884,46083.610518811794
2000.0,200.0,annual_vesc560,11.5,43482.759805122056,46083.610518811794
2000.0,200.0,annual_vesc560,15.0,43494.63773365698,46083.610518811794
2000.0,250.0,sun,8.0,4280.777817992897,4764.535295028159
2000.0,250.0,sun,11.5,4284.4609056677555,4764.535295028159
2000.0,250.0,sun,15.0,4288.994840673874,4764.535295028159
2000.0,250.0,annual,8.0,4468.539465444457,4969.382737813313
2000.0,250.0,annual,11.5,4472.333152039268,4969.382737813313
2000.0,250.0,annual,15.0,4477.0035131173,4969.382737813313
2000.0,250.0,june16,8.0,5631.329563696865,6244.767812482477
2000.0,250.0,june16,11.5,5635.890339634511,6244.767812482477
2000.0,250.0,june16,15.0,5641.506632513031,6244.767812482477
2000.0,250.0,dec16,8.0,3396.2972079038223,3791.0750736570913
2000.0,250.0,dec16,11.5,3399.3564377766756,3791.0750736570913
2000.0,250.0,dec16,15.0,3403.1211914439145,3791.0750736570913
2000.0,250.0,annual_vesc528,8.0,3966.8829869720757,4425.81269103637
2000.0,250.0,annual_vesc528,11.5,3970.428412242049,4425.81269103637
2000.0,250.0,annual_vesc528,15.0,3974.791882136439,4425.81269103637
2000.0,250.0,annual_vesc560,8.0,4967.466613662779,5506.544113004699
2000.0,250.0,annual_vesc560,11.5,4971.466235105319,5506.544113004699
2000.0,250.0,annual_vesc560,15.0,4976.391213105731,5506.544113004699
2000.0,260.0,sun,8.0,2963.1053581898323,3334.999964423983
2000.0,260.0,sun,11.5,2966.094594138605,3334.999964423983
2000.0,260.0,sun,15.0,2969.7801623920755,3334.999964423983
2000.0,260.0,annual,8.0,3094.0495154908162,3479.5033896942036
2000.0,260.0,annual,11.5,3097.135347144744,3479.5033896942036
2000.0,260.0,annual,15.0,3100.9401935261403,3479.5033896942036
2000.0,260.0,june16,8.0,3913.6857201589337,4388.8111668697375
2000.0,260.0,june16,11.5,3917.434315599566,4388.8111668697375
2000.0,260.0,june16,15.0,3922.0573680716548,4388.8111668697375
2000.0,260.0,dec16,8.0,2335.4270236141824,2636.3110157064916
2000.0,260.0,dec16,11.5,2337.8803716579678,2636.3110157064916
2000.0,260.0,dec16,15.0,2340.9044485500117,2636.3110157064916
2000.0,260.0,annual_vesc528,8.0,2734.8708843681816,3085.614776879344
2000.0,260.0,annual_vesc528,11.5,2737.7234999646803,3085.614776879344
2000.0,260.0,annual_vesc528,15.0,2741.239937089444,3085.614776879344
2000.0,260.0,annual_vesc560,8.0,3441.5770154231386,3858.011767227855
2000.0,260.0,annual_vesc560,11.5,3444.8575619958665,3858.011767227855
2000.0,260.0,annual_vesc560,15.0,3448.9032420544163,3858.011767227855
2000.0,270.0,sun,8.0,2058.211677462632,2343.960282031147
2000.0,270.0,sun,11.5,2060.6121676857297,2343.960282031147
2000.0,270.0,sun,15.0,2063.57677258777,2343.960282031147
2000.0,270.0,annual,8.0,2152.7257939750957,2449.4612454157646
2000.0,270.0,annual,11.5,2155.2101564789637,2449.4612454157646
2000.0,270.0,annual,15.0,2158.278444094244,2449.4612454157646
2000.0,270.0,june16,8.0,2750.0869210134397,3119.4590232791525
2000.0,270.0,june16,11.5,2753.1401628800622,3119.4590232791525
2000.0,270.0,june16,15.0,2756.9115946904176,3119.4590232791525
2000.0,270.0,dec16,8.0,1597.9811689320072,1826.2174443815593
2000.0,270.0,dec16,11.5,1599.9245699650082,1826.2174443815593
2000.0,270.0,dec16,15.0,1602.3242508596916,1826.2174443815593
2000.0,270.0,annual_vesc528,8.0,1876.0975819120968,2142.8737205047755
2000.0,270.0,annual_vesc528,11.5,1878.3643148883818,2142.8737205047755
2000.0,270.0,annual_vesc528,15.0,1881.1633346271474,2142.8737205047755
2000.0,270.0,annual_vesc560,8.0,2411.127529790023,2734.1512158215164
2000.0,270.0,annual_vesc560,11.5,2413.7949690624605,2734.1512158215164
2000.0,270.0,annual_vesc560,15.0,2417.0897976381098,2734.1512158215164
2000.0,280.0,sun,8.0,1412.6737932123337,1627.3939965838651
2000.0,280.0,sun,11.5,1414.5814313092737,1627.3939965838651
2000.0,280.0,sun,15.0,1416.9394863916816,1627.3939965838651
2000.0,280.0,annual,8.0,1483.0939602666647,1706.717641101017
2000.0,280.0,annual,11.5,1485.0740540153463,1706.717641101017
2000.0,280.0,annual,15.0,1487.521734167184,1706.717641101017
2000.0,280.0,june16,8.0,1928.6702482951368,2210.7987045053733
2000.0,280.0,june16,11.5,1931.1357377703782,2210.7987045053733
2000.0,280.0,june16,15.0,1934.1837739305258,2210.7987045053733
2000.0,280.0,dec16,8.0,1069.0635669919911,1237.6192212626652
2000.0,280.0,dec16,11.5,1070.583874824967,1237.6192212626652
2000.0,280.0,dec16,15.0,1072.4628925058582,1237.6192212626652
2000.0,280.0,annual_vesc528,8.0,1258.3551862936208,1455.8893293502435
2000.0,280.0,annual_vesc528,11.5,1260.13360991338,1455.8893293502435
2000.0,280.0,annual_vesc528,15.0,1262.3316950827564,1455.8893293502435
2000.0,280.0,annual_vesc560,8.0,1687.9401051542259,1934.3069583346273
2000.0,280.0,annual_vesc560,11.5,1690.0913467659782,1934.3069583346273
2000.0,280.0,annual_vesc560,15.0,1692.7508619419514,1934.3069583346273
2000.0,290.0,sun,8.0,942.2190107703703,1106.2917172517446
2000.0,290.0,sun,11.5,943.7116574467503,1106.2917172517446
2000.0,290.0,sun,15.0,945.5603801258886,1106.2917172517446
2000.0,290.0,annual,8.0,995.8839845459809,1167.4302800623718
2000.0,290.0,annual,11.5,997.4387685261156,1167.4302800623718
2000.0,290.0,annual,15.0,999.3644512475644,1167.4302800623718
2000.0,290.0,june16,8.0,1330.6251906243608,1550.6835392854223
2000.0,290.0,june16,11.5,1332.5905484970563,1550.6835392854223
2000.0,290.0,june16,15.0,1335.0247484979072,1550.6835392854223
2000.0,290.0,dec16,8.0,686.2904803913494,812.3526382063775
2000.0,290.0,dec16,11.5,687.4580571196373,812.3526382063775
2000.0,290.0,dec16,15.0,688.9041628457849,812.3526382063775
2000.0,290.0,annual_vesc528,8.0,810.2221001953781,958.3347679398204
2000.0,290.0,annual_vesc528,11.5,811.5916799796333,958.3347679398204
2000.0,290.0,annual_vesc528,15.0,813.2879793074322,958.3347679398204
2000.0,290.0,annual_vesc560,8.0,1165.2020083684304,1357.2790739232591
2000.0,290.0,annual_vesc560,11.5,1166.9156222043118,1357.2790739232591
2000.0,290.0,annual_vesc560,15.0,1169.038021102585,1357.2790739232591
2000.0,300.0,sun,8.0,601.3733185649897,722.8742436067405
2000.0,300.0,sun,11.5,602.5258428884473,722.8742436067405
2000.0,300.0,sun,15.0,603.954982015521,722.8742436067405
2000.0,300.0,annual,8.0,642.549743700526,770.2396819177154
2000.0,300.0,annual,11.5,643.755294254209,770.2396819177154
2000.0,300.0,annual,15.0,645.2501596978165,770.2396819177154
2000.0,300.0,june16,8.0,891.0791028165511,1058.1936592383524
2000.0,300.0,june16,11.5,892.6296768389944,1058.1936592383524
2000.0,300.0,june16,15.0,894.5522335657529,1058.1936592383524
2000.0,300.0,dec16,8.0,415.2957246087098,506.2498924350831
2000.0,300.0,dec16,11.5,416.1775084273915,506.2498924350831
2000.0,300.0,dec16,15.0,417.271022403905,506.2498924350831
2000.0,300.0,annual_vesc528,8.0,492.44077277533887,599.5888615582941
2000.0,300.0,annual_vesc528,11.5,493.47776372998317,599.5888615582941
2000.0,300.0,annual_vesc528,15.0,494.76374662263083,599.5888615582941
2000.0,300.0,annual_vesc560,8.0,783.3766762800046,929.3543367236249
2000.0,300.0,annual_vesc560,11.5,784.7285960999286,929.3543367236249
2000.0,300.0,annual_vesc560,15.0,786.404830316668,929.3543367236249
2000.0,310.0,sun,8.0,360.75400660552367,447.36538884851404
2000.0,310.0,sun,11.5,361.62241898590185,447.36538884851404
2000.0,310.0,sun,15.0,362.7027621050587,447.36538884851404
2000.0,310.0,annual,8.0,391.9462161629608,483.57103418005266
2000.0,310.0,annual,11.5,392.8594196494369,483.57103418005266
2000.0,310.0,annual,15.0,393.995388947616,483.57103418005266
2000.0,310.0,june16,8.0,570.6205151150401,693.3968010087459
2000.0,310.0,june16,11.5,571.8199170906264,693.3968010087459
2000.0,310.0,june16,15.0,573.3114266415749,693.3968010087459
2000.0,310.0,dec16,8.0,231.71652269963096,294.55954031858596
2000.0,310.0,dec16,11.5,232.36277120821634,294.55954031858596
2000.0,310.0,dec16,15.0,233.16707191542238,294.55954031858596
2000.0,310.0,annual_vesc528,8.0,276.8990224892663,351.1503389514853
2000.0,310.0,annual_vesc528,11.5,277.660920633918,351.1503389514853
2000.0,310.0,annual_vesc528,15.0,278.6091285450349,351.1503389514853
2000.0,310.0,annual_vesc560,8.0,505.95890047038375,613.4386417461689
2000.0,310.0,annual_vesc560,11.5,507.00554851773916,613.4386417461689
2000.0,310.0,annual_vesc560,15.0,508.30706414446104,613.4386417461689
2000.0,320.0,sun,8.0,199.60572607125644,262.0186455045255
2000.0,320.0,sun,11.5,200.24543359403586,262.0186455045255
2000.0,320.0,sun,15.0,201.04382134714155,262.0186455045255
2000.0,320.0,annual,8.0,222.47022268946537,289.02645525249926
2000.0,320.0,annual,11.5,223.14749132170726,289.02645525249926
2000.0,320.0,annual,15.0,223.9926117939092,289.02645525249926
2000.0,320.0,june16,8.0,344.44462433296496,436.0207838727697
2000.0,320.0,june16,11.5,345.35678329214295,436.0207838727697
2000.0,320.0,june16,15.0,346.4943207674348,436.0207838727697
2000.0,320.0,dec16,8.0,116.2354403513835,159.90854612367238
2000.0,320.0,dec16,11.5,116.69520975601931,159.90854612367238
2000.0,320.0,dec16,15.0,117.2695088490235,159.90854612367238
2000.0,320.0,annual_vesc528,8.0,141.00662629852602,192.78022927665342
2000.0,320.0,annual_vesc528,11.5,141.55004156937738,192.78022927665342
2000.0,320.0,annual_vesc528,15.0,142.22878761694452,192.78022927665342
2000.0,320.0,annual_vesc560,8.0,309.9818566078619,390.43217370886055
2000.0,320.0,annual_vesc560,11.5,310.7794903872561,390.43217370886055
2000.0,320.0,annual_vesc560,15.0,311.7741301418571,390.43217370886055
2000.0,330.0,sun,8.0,99.20589976992575,141.44268562345326
2000.0,330.0,sun,11.5,99.6638573473695,141.44268562345326
2000.0,330.0,sun,15.0,100.23712542823637,141.44268562345326
2000.0,330.0,annual,8.0,115.05200956023403,160.55472126996963
2000.0,330.0,annual,11.5,115.54121067092763,160.55472126996963
2000.0,330.0,annual,15.0,116.15340999972193,160.55472126996963
2000.0,330.0,june16,8.0,192.3536350258282,256.94232662512
2000.0,330.0,june16,11.5,193.03314556674627,256.94232662512
2000.0,330.0,june16,15.0,193.8827037756686,256.94232662512
2000.0,330.0,dec16,8.0,50.47678708900833,78.7354428051495
