name,cls,op,tau,mass,delta,distinct,on_LZ_grid,f_lo,f_L2,f_M,f_hi,N_lo,N_L2,N_M,rho,rho_sig32,physical,grid_model,class4,q2spin,SIlike,B_logu,B_flat,B_jeff,B_P016flat,B_logu_rho,B_flat_rho,B_jeff_rho,B_P016flat_rho,B_logu_rho32,B_flat_rho32,B_jeff_rho32,B_P016flat_rho32,Bmu_logu,Bmu_flat,Bmu_jeff,Bmu_logu_rho,post_uniform,post_uniform_rho,post_classes,post_classes_rho,post_physics,post_physics_rho,post_raw,post_raw_rho,post_heavy,post_heavy_rho
O10s_m200,elastic,O10,s,200,0,True,True,0.420097,0.378541,0.155386,0.0459756,9.13739,8.23352,3.37976,0.793636,0.801131,True,True,elastic-isoscalar,True,False,15.7703,1.43294,6.80252,2.42381,12.5952,1.13912,5.41627,2.42381,12.7106,1.14979,5.46662,2.42381,16.2297,30.3096,31.3294,13.0213,0.00321817,0.00265218,0.000933808,0.000742226,0.00114624,0.000900494,0.00245929,0.00203852,0.00321817,0.00265218
O10s_m400,elastic,O10,s,400,0,True,True,0.346904,0.373236,0.200273,0.0795869,4.3588,4.68967,2.51641,0.863073,0.86806,True,True,elastic-isoscalar,True,False,24.9092,3.61864,13.5491,4.60417,21.5571,3.12513,11.7085,4.60417,21.6792,3.14311,11.7756,4.60417,25.3103,44.5715,47.6124,21.9368,0.0050831,0.00453928,0.00147495,0.00127034,0.00181049,0.00154122,0.00388445,0.00348898,0.0050831,0.00453928
O10s_m1000,elastic,O10,s,1000,0,True,True,0.311622,0.364901,0.222167,0.10131,3.07591,3.60182,2.19293,0.894512,0.898969,True,True,elastic-isoscalar,True,False,30.2313,5.35831,18.1483,6.34072,27.0894,4.79493,16.2463,6.34072,27.2221,4.81873,16.3267,6.34072,30.6055,52.0295,56.6183,27.4475,0.00616914,0.0057042,0.00179008,0.00159635,0.00219731,0.00193675,0.00471439,0.00438437,0.00616914,0.0057042
O10s_m4000,elastic,O10,s,4000,0,True,True,0.296518,0.360409,0.23136,0.111713,2.65429,3.22622,2.07103,0.907827,0.912142,True,True,elastic-isoscalar,True,False,32.6501,6.2631,20.3846,7.2441,29.6825,5.68756,18.517,7.2441,29.8215,5.71451,18.6044,7.2441,33.0132,55.2287,60.6007,30.0317,0.00666275,0.00625025,0.00193331,0.00174916,0.00237312,0.00212215,0.0050916,0.00480407,0.00666275,0.00625025
O10v_m10,elastic,O10,v,10,0,False,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m12,elastic,O10,v,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m14,elastic,O10,v,14,0,False,True,1,0,0,0,inf,inf,inf,1.38912e-117,3.76597e-58,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m17,elastic,O10,v,17,0,False,True,1,0,0,0,inf,inf,inf,3.43229e-78,1.51141e-38,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m21,elastic,O10,v,21,0,False,True,1,0,0,0,inf,inf,inf,1.83512e-51,2.46303e-25,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m30,elastic,O10,v,30,0,False,True,0.998905,0.00109536,0,0,inf,inf,inf,1.60478e-22,2.651e-11,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m40,elastic,O10,v,40,0,False,True,0.964279,0.0357214,0,0,inf,inf,inf,4.93397e-11,6.88724e-06,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O10v_m50,elastic,O10,v,50,0,False,True,0.893791,0.10602,0.000189019,0,inf,inf,inf,3.36537e-06,0.00226454,True,True,elastic-isovector,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709383,0.254134,0.452051,0.709383,0,0,0,0,0,0,0,0,0,0
O10v_m100,elastic,O10,v,100,0,False,True,0.592979,0.338735,0.0617979,0.00648812,91.3946,52.2085,9.52477,0.554247,0.577514,True,True,elastic-isovector,True,False,2.64156,0.0401491,0.487722,1.03863,1.56064,0.0229318,0.285826,1.03863,1.61706,0.0238305,0.296365,1.03863,3.28842,5.9159,5.92445,2.13437,0,0,0,0,0,0,0.000411936,0.000252587,0,0
O10v_m200,elastic,O10,v,200,0,False,True,0.414015,0.386539,0.155125,0.0443204,9.34141,8.72146,3.50008,0.790627,0.797772,True,True,elastic-isovector,True,False,15.2407,1.33759,6.46242,2.32877,12.1295,1.05938,5.12686,2.32877,12.2356,1.06888,5.17244,2.32877,15.7038,29.343,30.3104,12.5587,0,0,0,0,0,0,0.00237669,0.00196314,0,0
O10v_m400,elastic,O10,v,400,0,False,True,0.34221,0.381287,0.199771,0.0767329,4.45975,4.96901,2.60345,0.860393,0.865294,True,True,elastic-isovector,True,False,24.109,3.38787,12.8993,4.37387,20.8026,2.91685,11.1131,4.37387,20.9187,2.93339,11.1758,4.37387,24.5141,43.2683,46.1576,21.1858,0,0,0,0,0,0,0.00375966,0.00336687,0,0
O10v_m1000,elastic,O10,v,1000,0,False,True,0.307666,0.372992,0.221606,0.0977353,3.14795,3.81635,2.26741,0.892007,0.896514,True,True,elastic-isovector,True,False,29.2967,5.02917,17.3098,6.01213,26.1808,4.48789,15.453,6.01213,26.3108,4.51048,15.5305,6.01213,29.6749,50.6043,54.9734,26.5425,0,0,0,0,0,0,0.00456864,0.00423732,0,0
O10v_m4000,elastic,O10,v,4000,0,False,True,0.292887,0.368526,0.230801,0.107786,2.7173,3.41906,2.1413,0.905345,0.909781,True,True,elastic-isovector,True,False,31.6541,5.88336,19.455,6.86494,28.7005,5.32821,17.6249,6.86494,28.839,5.35423,17.7106,6.86494,32.0212,53.7537,58.8729,29.0533,0,0,0,0,0,0,0.00493627,0.00464514,0,0
O11s_m10,elastic,O11,s,10,0,True,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m12,elastic,O11,s,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m14,elastic,O11,s,14,0,False,True,1,0,0,0,inf,inf,inf,1.38642e-117,3.76583e-58,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m17,elastic,O11,s,17,0,True,True,1,0,0,0,inf,inf,inf,3.43213e-78,1.50819e-38,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m21,elastic,O11,s,21,0,True,True,1,0,0,0,inf,inf,inf,1.83275e-51,2.44342e-25,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m30,elastic,O11,s,30,0,True,True,0.999801,0.000198509,0,0,inf,inf,inf,1.56981e-22,2.44735e-11,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m40,elastic,O11,s,40,0,False,True,0.994412,0.00558752,0,0,inf,inf,inf,1.79437e-11,2.88355e-06,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11s_m50,elastic,O11,s,50,0,True,True,0.98465,0.0153459,3.85858e-06,0,inf,inf,inf,3.72532e-06,0.00281703,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709411,0.254198,0.452112,0.709411,0,0,0,0,0,0,0,0,0,0
O11s_m100,elastic,O11,s,100,0,True,True,0.94431,0.0521962,0.00334612,0.000147481,6402.94,353.919,22.6885,0.251218,0.357699,True,True,elastic-isoscalar,False,False,0.00519442,0.000125661,0.00725806,1,0.00251703,0.000125258,0.00593723,1,0.00289777,0.000125315,0.00612506,1,0.773193,0.40313,0.591793,0.725036,1.06e-06,5.30011e-07,3.07577e-07,1.48326e-07,3.77548e-07,1.79954e-07,8.1004e-07,4.07378e-07,1.06e-06,5.30011e-07
O11s_m200,elastic,O11,s,200,0,True,True,0.913613,0.0725588,0.0126031,0.00122462,746.038,59.25,10.2914,0.347298,0.458631,True,True,elastic-isoscalar,False,False,0.463569,0.00181808,0.0570459,1.00149,0.215852,0.000843291,0.0300668,1.00149,0.258106,0.00100956,0.0346687,1.00149,1.23363,1.46617,1.59434,0.890108,9.45983e-05,4.5452e-05,2.74493e-05,1.272e-05,3.36938e-05,1.54323e-05,7.2291e-05,3.49354e-05,9.45983e-05,4.5452e-05
O11s_m400,elastic,O11,s,400,0,True,True,0.896911,0.0808815,0.0197841,0.00242307,370.155,33.3798,8.16491,0.380542,0.494811,True,True,elastic-isoscalar,False,False,1.00804,0.00658553,0.135091,1.00597,0.46797,0.0028855,0.0650144,1.00597,0.567595,0.00356803,0.0779411,1.00597,1.73535,2.60726,2.67842,1.09776,0.000205706,9.85404e-05,5.9689e-05,2.7577e-05,7.32678e-05,3.34574e-05,0.000157198,7.57402e-05,0.000205706,9.85404e-05
O11s_m1000,elastic,O11,s,1000,0,True,True,0.887247,0.0849813,0.0244422,0.00332963,266.47,25.5228,7.34081,0.396838,0.512971,True,True,elastic-isoscalar,False,False,1.40551,0.0120273,0.205859,1.0112,0.655764,0.00527364,0.0971608,1.0112,0.80012,0.00657399,0.118089,1.0112,2.10876,3.44676,3.48052,1.26222,0.000286816,0.000138084,8.32245e-05,3.86435e-05,0.000102157,4.68837e-05,0.000219181,0.000106134,0.000286816,0.000138084
O11s_m4000,elastic,O11,s,4000,0,False,True,0.882659,0.0868068,0.0267251,0.00380948,231.701,22.7871,7.01543,0.404022,0.521124,True,True,elastic-isoscalar,False,False,1.61204,0.0155261,0.246712,1.01458,0.75492,0.0068359,0.115993,1.01458,0.923333,0.0085434,0.141678,1.01458,2.30451,3.88382,3.89953,1.35115,0,0,0,0,0,0,0.000251388,0.000122183,0,0
O11v_m10,elastic,O11,v,10,0,False,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m12,elastic,O11,v,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m14,elastic,O11,v,14,0,False,True,1,0,0,0,inf,inf,inf,1.38642e-117,3.76578e-58,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m17,elastic,O11,v,17,0,False,True,1,0,0,0,inf,inf,inf,3.43207e-78,1.50697e-38,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m21,elastic,O11,v,21,0,False,True,1,0,0,0,inf,inf,inf,1.83145e-51,2.43256e-25,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m30,elastic,O11,v,30,0,True,True,0.999974,2.61908e-05,0,0,inf,inf,inf,1.4583e-22,1.86758e-11,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m40,elastic,O11,v,40,0,True,True,0.999381,0.000618737,0,0,inf,inf,inf,5.08748e-11,7.45536e-06,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O11v_m50,elastic,O11,v,50,0,True,True,0.997328,0.00265811,1.42551e-05,0,inf,inf,inf,3.15772e-06,0.00208041,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.70941,0.254195,0.452108,0.70941,0,0,0,0,0,0,0,0,0,0
O11v_m100,elastic,O11,v,100,0,True,True,0.969423,0.0249973,0.00494957,0.000630457,1537.65,39.6494,7.85076,1.06217,0.970573,True,True,elastic-isovector,False,False,0.188043,0.000535335,0.0268669,1.00035,0.197072,0.000556794,0.0278321,1.00035,0.18377,0.000525178,0.02641,1.00035,0.982682,0.890928,1.04992,0.999724,3.8373e-05,4.14974e-05,1.75999e-05,1.83564e-05,1.36676e-05,1.40896e-05,2.93243e-05,3.18958e-05,3.8373e-05,4.14974e-05
O11v_m200,elastic,O11,v,200,0,True,True,0.927644,0.0488819,0.0155949,0.00787916,117.734,6.20395,1.97926,1.24354,1.17299,True,True,elastic-isovector,False,False,3.41658,0.0657832,0.701228,1.06382,4.19007,0.0813256,0.862368,1.06382,3.966,0.0768232,0.815688,1.06382,4.04694,7.89946,7.68999,4.86062,0.000697205,0.000882303,0.000319774,0.000390288,0.000248329,0.000299568,0.000532796,0.000678157,0.000697205,0.000882303
O11v_m400,elastic,O11,v,400,0,True,True,0.898764,0.0610919,0.0227655,0.0173786,51.7167,3.51535,1.30997,1.28382,1.21435,True,True,elastic-isovector,False,False,7.34905,0.30214,2.15506,1.29791,9.34619,0.386694,2.75023,1.29791,8.85736,0.365998,2.60455,1.29791,7.90557,16.4797,15.932,9.94969,0.00149968,0.00196803,0.000687832,0.00087056,0.000534154,0.000668204,0.00114604,0.00151267,0.00149968,0.00196803
O11v_m1000,elastic,O11,v,1000,0,True,True,0.880382,0.0675642,0.0270697,0.0249837,35.2383,2.70433,1.08349,1.301,1.23167,True,True,elastic-isovector,False,False,10.3686,0.603609,3.60044,1.59762,13.3856,0.783495,4.6634,1.59762,12.6907,0.74206,4.41856,1.59762,10.8898,22.9502,22.2249,13.9564,0.00211586,0.00281861,0.000970444,0.00124682,0.000753624,0.000957001,0.00161692,0.00216644,0.00211586,0.00281861
O11v_m4000,elastic,O11,v,4000,0,False,True,0.87129,0.0704914,0.0291179,0.0291009,29.9403,2.42231,1.00058,1.30805,1.23877,True,True,elastic-isovector,False,False,11.9639,0.805388,4.46081,1.79847,15.5388,1.05136,5.81212,1.79847,14.7348,0.996041,5.50821,1.79847,12.4699,26.32,25.5291,16.0954,0,0,0,0,0,0,0.0018657,0.00251493,0,0
O12s_m10,elastic,O12,s,10,0,False,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m12,elastic,O12,s,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m14,elastic,O12,s,14,0,False,True,1,0,0,0,inf,inf,inf,1.38641e-117,3.76581e-58,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m17,elastic,O12,s,17,0,False,True,1,0,0,0,inf,inf,inf,3.43211e-78,1.50774e-38,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m21,elastic,O12,s,21,0,True,True,1,0,0,0,inf,inf,inf,1.83268e-51,2.44278e-25,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m30,elastic,O12,s,30,0,False,True,0.999615,0.000384533,0,0,inf,inf,inf,1.57166e-22,2.46298e-11,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m40,elastic,O12,s,40,0,True,True,0.988012,0.0119876,0,0,inf,inf,inf,4.62039e-11,6.02991e-06,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m50,elastic,O12,s,50,0,False,True,0.965971,0.0340286,7.72277e-07,0,inf,inf,inf,2.22758e-06,0.00110517,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.254199,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12s_m100,elastic,O12,s,100,0,False,True,0.881038,0.117876,0.000796691,0.000289091,3047.62,407.747,2.75585,0.570766,0.648399,True,True,elastic-isoscalar,False,False,0.0426296,0.000164485,0.0125707,1.00003,0.0294112,0.000150644,0.0104826,1.00003,0.0318019,0.000153147,0.0108602,1.00003,0.835743,0.549796,0.72907,0.781447,0,0,0,0,0,0,6.64784e-06,4.76015e-06,0,0
O12s_m200,elastic,O12,s,200,0,True,True,0.830211,0.163601,0.00345771,0.00273036,304.067,59.9193,1.26639,0.769007,0.811783,True,True,elastic-isoscalar,False,False,1.17537,0.00863707,0.163339,1.00793,0.938115,0.00680448,0.131059,1.00793,0.982049,0.00714384,0.137037,1.00793,1.89459,3.01393,3.04396,1.62061,0.000239851,0.000197539,6.9597e-05,5.52822e-05,8.54297e-05,6.70703e-05,0.000183292,0.000151832,0.000239851,0.000197539
O12s_m400,elastic,O12,s,400,0,True,True,0.806593,0.182145,0.00565747,0.00560417,143.927,32.5018,1.00951,0.827002,0.860073,True,True,elastic-isoscalar,False,False,2.46429,0.0346965,0.440419,1.03327,2.07448,0.0289403,0.370053,1.03327,2.149,0.0300407,0.383504,1.03327,3.12493,5.85183,5.72159,2.70676,0.000502876,0.000436823,0.000145918,0.000122247,0.000179113,0.000148314,0.000384292,0.000335751,0.000502876,0.000436823
O12s_m1000,elastic,O12,s,1000,0,True,True,0.793803,0.191258,0.00711764,0.00782096,101.497,24.4545,0.910073,0.853623,0.882261,True,True,elastic-isoscalar,False,False,3.43206,0.0662486,0.705296,1.06428,2.96497,0.0568402,0.607864,1.06428,3.05635,0.0586809,0.626926,1.06428,4.0632,7.99909,7.7554,3.57195,0.000700362,0.000624333,0.000203222,0.000174723,0.000249454,0.00021198,0.000535209,0.000479876,0.000700362,0.000624333
O12s_m4000,elastic,O12,s,4000,0,False,True,0.787887,0.195267,0.00784056,0.00900534,87.4911,21.6835,0.870657,0.864805,0.891662,True,True,elastic-isoscalar,False,False,3.94251,0.087093,0.861775,1.08483,3.44383,0.0756248,0.751015,1.08483,3.5429,0.077903,0.773018,1.08483,4.56085,9.13224,8.83135,4.03981,0,0,0,0,0,0,0.000614812,0.000557378,0,0
O12v_m10,elastic,O12,v,10,0,False,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m12,elastic,O12,v,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m14,elastic,O12,v,14,0,False,True,1,0,0,0,inf,inf,inf,1.38645e-117,3.76552e-58,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m17,elastic,O12,v,17,0,False,True,1,0,0,0,inf,inf,inf,3.43178e-78,1.50112e-38,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m21,elastic,O12,v,21,0,False,True,1,0,0,0,inf,inf,inf,1.82893e-51,2.41154e-25,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m30,elastic,O12,v,30,0,False,True,0.999746,0.000253986,0,0,inf,inf,inf,1.64101e-22,2.84552e-11,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m40,elastic,O12,v,40,0,False,True,0.991077,0.00892268,0,0,inf,inf,inf,5.69637e-11,8.01479e-06,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O12v_m50,elastic,O12,v,50,0,False,True,0.971341,0.0286139,4.51656e-05,0,inf,inf,inf,3.34585e-06,0.00225888,True,True,elastic-isovector,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709405,0.254184,0.452098,0.709405,0,0,0,0,0,0,0,0,0,0
O12v_m100,elastic,O12,v,100,0,True,True,0.850322,0.127347,0.0215519,0.000779262,1091.19,163.42,27.6568,0.301973,0.374957,True,True,elastic-isovector,False,False,0.249556,0.00076007,0.0330821,1.00054,0.112675,0.000382278,0.0186842,1.00054,0.126987,0.00042178,0.0201896,1.00054,1.03701,1.0056,1.16303,0.805994,5.09255e-05,2.3726e-05,2.33571e-05,1.04952e-05,1.81386e-05,8.05569e-06,3.89167e-05,1.82363e-05,5.09255e-05,2.3726e-05
O12v_m200,elastic,O12,v,200,0,True,True,0.739707,0.185599,0.0685152,0.00617906,119.712,30.0368,11.0883,0.434149,0.499516,True,True,elastic-isovector,False,False,2.49242,0.0359142,0.449637,1.03447,1.20168,0.0164066,0.214336,1.03447,1.35078,0.0186601,0.241518,1.03447,3.1434,5.56509,5.60062,1.75998,0.000508615,0.000253038,0.000233277,0.000111932,0.000181157,8.59138e-05,0.000388678,0.00019449,0.000508615,0.000253038
O12v_m400,elastic,O12,v,400,0,True,True,0.682743,0.206508,0.0990352,0.0117138,58.2855,17.6295,8.4546,0.478291,0.541759,True,True,elastic-isovector,False,False,4.52394,0.116351,1.05988,1.11375,2.30241,0.0570063,0.53063,1.11375,2.57267,0.0642259,0.595016,1.11375,5.11709,9.54817,9.61313,2.80934,0.000923178,0.000484818,0.000423417,0.00021446,0.000328816,0.00016461,0.000705483,0.000372641,0.000923178,0.000484818
O12v_m1000,elastic,O12,v,1000,0,True,True,0.651735,0.215711,0.116917,0.0156356,41.6827,13.7961,7.47762,0.499339,0.561939,True,True,elastic-isovector,False,False,5.8695,0.195931,1.5551,1.19256,3.07612,0.0995262,0.80243,1.19256,3.42539,0.11158,0.89654,1.19256,6.43545,12.0816,12.2278,3.55933,0.00119776,0.000647739,0.000549354,0.000286528,0.000426615,0.000219927,0.000915315,0.000497866,0.00119776,0.000647739
O12v_m4000,elastic,O12,v,4000,0,True,True,0.637578,0.219538,0.125242,0.017642,36.1397,12.444,7.09907,0.508281,0.57071,True,True,elastic-isovector,False,False,6.53445,0.243089,1.82321,1.23933,3.46897,0.125407,0.953553,1.23933,3.85816,0.140348,1.06397,1.23933,7.08886,13.3035,13.506,3.94216,0.00133345,0.00073046,0.00061159,0.00032312,0.000474946,0.000248013,0.00101901,0.000561447,0.00133345,0.00073046
O13s_m10,elastic,O13,s,10,0,False,True,1,0,0,0,inf,inf,inf,0,0,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m12,elastic,O13,s,12,0,False,True,1,0,0,0,inf,inf,inf,0,6.37887e-78,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m14,elastic,O13,s,14,0,False,True,1,0,0,0,inf,inf,inf,0,3.7659e-58,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m17,elastic,O13,s,17,0,False,True,1,0,0,0,inf,inf,inf,3.43217e-78,1.50908e-38,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m21,elastic,O13,s,21,0,False,True,1,0,0,0,inf,inf,inf,1.83358e-51,2.45027e-25,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m30,elastic,O13,s,30,0,False,True,0.998793,0.00120736,0,0,inf,inf,inf,1.51385e-22,2.17821e-11,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m40,elastic,O13,s,40,0,True,True,0.968979,0.0310209,0,0,inf,inf,inf,2.90222e-11,4.38872e-06,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709412,0.2542,0.452113,0.709412,0,0,0,0,0,0,0,0,0,0
O13s_m50,elastic,O13,s,50,0,True,True,0.922628,0.0773701,2.1072e-06,0,inf,inf,inf,4.87906e-06,0.00308929,True,True,elastic-isoscalar,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.709411,0.254199,0.452112,0.709411,0,0,0,0,0,0,0,0,0,0
O13s_m100,elastic,O13,s,100,0,True,True,0.771149,0.210663,0.0128157,0.00537186,143.554,39.216,2.38571,0.632473,0.68874,True,True,elastic-isoscalar,False,False,2.3372,0.0313729,0.409238,1.03002,1.554,0.0203392,0.270887,1.03002,1.6739,0.0220284,0.292068,1.03002,3.00135,5.53074,5.43526,2.15799,0.00047694,0.000327226,0.000138392,9.15757e-05,0.000169876,0.000111103,0.000364472,0.000251512,0.00047694,0.000327226
O13s_m200,elastic,O13,s,200,0,True,True,0.655469,0.25128,0.0484552,0.0447959,14.6324,5.60944,1.08169,0.854699,0.879155,True,True,elastic-isoscalar,False,False,17.5338,1.74643,7.92725,2.73627,15.0436,1.49415,6.78847,2.73627,15.4627,1.53661,6.98014,2.73627,17.9961,37.3159,36.6893,15.4824,0.00357803,0.00316773,0.00103823,0.000886504,0.00127442,0.00107554,0.00273429,0.00243478,0.00357803,0.00316773
