r,m_A_GeV,m_h_GeV,eps,Y_h,mY_GeV,tau_h_s,excluded,reason
1.2,0.17747683298777853,0.21297219958533423,1e-07,4.184922080757216e-17,8.91272060632098e-18,0.023949690142453087,False,decays before 1 s
1.2,0.17747683298777853,0.21297219958533423,1e-06,4.184922080757216e-17,8.91272060632098e-18,0.00023949690142452998,False,decays before 1 s
1.2,0.17747683298777853,0.21297219958533423,1e-05,4.184922080757216e-17,8.91272060632098e-18,2.3949690142444427e-06,False,decays before 1 s
1.2,0.17747683298777853,0.21297219958533423,0.0001,4.184922080757216e-17,8.91272060632098e-18,2.394969014158783e-08,False,decays before 1 s
1.2,0.17747683298777853,0.21297219958533423,0.001,4.184922080757216e-17,8.91272060632098e-18,2.394969005592832e-10,False,decays before 1 s
1.2,0.17747683298777853,0.21297219958533423,0.01,4.184922080757216e-17,8.91272060632098e-18,2.394968148998034e-12,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,1e-10,1.4107573085811986e-16,1.0664656976246935e-16,6353.456736176224,False,BBN envelope
1.2,0.6299605249474366,0.7559526299369239,1e-09,1.4107573085811986e-16,1.0664656976246935e-16,63.53456736176224,False,BBN envelope
1.2,0.6299605249474366,0.7559526299369239,1e-08,1.4107573085811986e-16,1.0664656976246935e-16,0.6353456736176224,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,1e-07,1.4107573085811986e-16,1.0664656976246935e-16,0.0063534567361762185,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,1e-06,1.4107573085811986e-16,1.0664656976246935e-16,6.353456736175447e-05,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,1e-05,1.4107573085811986e-16,1.0664656976246935e-16,6.35345673609837e-07,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,0.0001,1.4107573085811986e-16,1.0664656976246935e-16,6.353456728390849e-09,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,0.001,1.4107573085811986e-16,1.0664656976246935e-16,6.35345595763885e-11,False,decays before 1 s
1.2,0.6299605249474366,0.7559526299369239,0.01,1.4107573085811986e-16,1.0664656976246935e-16,6.353378883383137e-13,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,1e-10,4.362850304160829e-16,1.1706755826911096e-15,1048.8863144135453,False,BBN envelope
1.2,2.2360679774997894,2.6832815729997472,1e-09,4.362850304160829e-16,1.1706755826911096e-15,10.488863144135454,False,BBN envelope
1.2,2.2360679774997894,2.6832815729997472,1e-08,4.362850304160829e-16,1.1706755826911096e-15,0.1048886314413545,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,1e-07,4.362850304160829e-16,1.1706755826911096e-15,0.0010488863144135457,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,1e-06,4.362850304160829e-16,1.1706755826911096e-15,1.0488863144135384e-05,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,1e-05,4.362850304160829e-16,1.1706755826911096e-15,1.0488863144128596e-07,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,0.0001,4.362850304160829e-16,1.1706755826911096e-15,1.048886314345009e-09,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,0.001,4.362850304160829e-16,1.1706755826911096e-15,1.0488863075599397e-11,False,decays before 1 s
1.2,2.2360679774997894,2.6832815729997472,0.01,4.362850304160829e-16,1.1706755826911096e-15,1.0488856290534127e-13,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,1e-10,9.077220681784313e-16,8.645513795527152e-15,194.73867344938793,False,BBN envelope
1.2,7.9370052598409995,9.5244063118092,1e-09,9.077220681784313e-16,8.645513795527152e-15,1.9473867344938793,False,BBN envelope
1.2,7.9370052598409995,9.5244063118092,1e-08,9.077220681784313e-16,8.645513795527152e-15,0.019473867344938795,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,1e-07,9.077220681784313e-16,8.645513795527152e-15,0.0001947386734493878,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,1e-06,9.077220681784313e-16,8.645513795527152e-15,1.947386734493687e-06,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,1e-05,9.077220681784313e-16,8.645513795527152e-15,1.947386734474631e-08,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,0.0001,9.077220681784313e-16,8.645513795527152e-15,1.9473867325690123e-10,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,0.001,9.077220681784313e-16,8.645513795527152e-15,1.9473865420071604e-12,False,decays before 1 s
1.2,7.9370052598409995,9.5244063118092,0.01,9.077220681784313e-16,8.645513795527152e-15,1.947367486010335e-14,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,1e-10,2.297890095141035e-15,7.768529750469252e-14,51.58071581014768,False,BBN envelope
1.2,28.172691138478395,33.80722936617407,1e-09,2.297890095141035e-15,7.768529750469252e-14,0.5158071581014769,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,1e-08,2.297890095141035e-15,7.768529750469252e-14,0.005158071581014769,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,1e-07,2.297890095141035e-15,7.768529750469252e-14,5.158071581014769e-05,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,1e-06,2.297890095141035e-15,7.768529750469252e-14,5.158071581014716e-07,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,1e-05,2.297890095141035e-15,7.768529750469252e-14,5.158071581009416e-09,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,0.0001,2.297890095141035e-15,7.768529750469252e-14,5.1580715804795855e-11,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,0.001,2.297890095141035e-15,7.768529750469252e-14,5.158071527496414e-13,False,decays before 1 s
1.2,28.172691138478395,33.80722936617407,0.01,2.297890095141035e-15,7.768529750469252e-14,5.1580662291847924e-15,False,decays before 1 s
1.2,100.0,120.0,1e-10,6.901987355029353e-15,8.282384826035224e-13,14.531675752209196,False,BBN envelope
1.2,100.0,120.0,1e-09,6.901987355029353e-15,8.282384826035224e-13,0.14531675752209194,False,decays before 1 s
1.2,100.0,120.0,1e-08,6.901987355029353e-15,8.282384826035224e-13,0.00145316757522092,False,decays before 1 s
1.2,100.0,120.0,1e-07,6.901987355029353e-15,8.282384826035224e-13,1.4531675752209201e-05,False,decays before 1 s
1.2,100.0,120.0,1e-06,6.901987355029353e-15,8.282384826035224e-13,1.453167575220919e-07,False,decays before 1 s
1.2,100.0,120.0,1e-05,6.901987355029353e-15,8.282384826035224e-13,1.4531675752207955e-09,False,decays before 1 s
1.2,100.0,120.0,0.0001,6.901987355029353e-15,8.282384826035224e-13,1.4531675752085642e-11,False,decays before 1 s
1.2,100.0,120.0,0.001,6.901987355029353e-15,8.282384826035224e-13,1.4531675739853655e-13,False,decays before 1 s
1.2,100.0,120.0,0.01,6.901987355029353e-15,8.282384826035224e-13,1.4531674516654822e-15,False,decays before 1 s
