m_A_GeV,eps,tau_s,Y_FI,mY_GeV,excluded,reason,T_dec,drho_over_rhog,xi,xi_max,mu
0.049999999999999996,2.5118864315095823e-12,857.7322041959271,9.539689397218486e-08,4.769844698609242e-09,True,BBN envelope,3.9238953390403455e-05,0.0003176661561068475,4.769844698609242e-09,1.165865051012559e-09,
0.049999999999999996,3.9810717055349695e-12,341.46934090505624,2.3962616357688835e-07,1.1981308178844416e-08,True,BBN envelope,6.18935420543777e-05,0.0005179660298896522,1.1981308178844416e-08,2.9285206026096613e-09,
0.049999999999999996,6.309573444801943e-12,135.94139313847887,6.019503055494765e-07,3.009751527747382e-08,True,BBN envelope,9.443350366277546e-05,0.0009848012951071217,3.009751527747382e-08,7.356111166091504e-09,
0.049999999999999996,1e-11,54.11924338346061,1.5120308049527708e-06,7.560154024763854e-08,True,BBN envelope,0.0001391191672471301,0.0021711528269480517,7.560154024763854e-08,2.5117269506287106e-08,
0.049999999999999996,1.5848931924611107e-11,21.545258855885656,3.7980538767050762e-06,1.899026938352538e-07,True,BBN envelope,0.00020502939502273164,0.00473318825454661,1.899026938352538e-07,9.999365095177547e-08,
0.049999999999999996,2.5118864315095823e-11,8.577322041959272,9.540279999037892e-06,4.770139999518946e-07,True,BBN envelope,0.0003086962931086669,0.00936262435004436,4.770139999518946e-07,3.9808189453725724e-07,
0.049999999999999996,3.9810717055349695e-11,3.414693409050562,2.3964099882385436e-05,1.1982049941192717e-06,False,BBN envelope,0.00047549057355216097,0.01677185979082511,1.1982049941192717e-06,1.584792566828024e-06,
0.049999999999999996,6.309573444801942e-11,1.3594139313847888,6.01950048459663e-05,3.009750242298315e-06,False,BBN envelope,0.0007435666625919311,0.028156279885968544,3.009750242298315e-06,6.309172846941222e-06,
0.06441756992007197,1e-14,42006583.913020365,1.1143727695417942e-12,7.178518579898278e-14,False,BBN envelope,1.7702266652241254e-07,1.0591275224752349e-06,7.178518579898278e-14,1.5381376737224684e-13,1.4827785314653287e-06
0.06441756992007197,1.584893192461111e-14,16723122.26623065,2.7991778394557762e-12,1.8031623419185846e-13,True,BBN envelope,2.806404788777274e-07,1.6781347063399355e-06,1.8031623419185846e-13,1.166796746593422e-13,2.3493885888759096e-06
0.06441756992007197,2.5118864315095823e-14,6657594.888229238,7.031216834311303e-12,4.529339020474355e-13,True,BBN envelope,4.44863736444744e-07,2.6591946414726806e-06,4.529339020474355e-13,1.2255790188569753e-13,3.7228724980617525e-06
0.06441756992007197,3.9810717055349693e-14,2650436.2636443772,1.766161816310825e-11,1.1377185229236388e-12,True,BBN envelope,7.051402042957087e-07,4.21406912392823e-06,1.1377185229236388e-12,1.9424118438095878e-13,5.899696773499522e-06
0.06441756992007197,6.309573444801943e-14,1055157.681651841,4.4363979022414984e-11,2.8578197206090235e-12,True,BBN envelope,1.1176510429940088e-06,6.678376584123698e-06,2.8578197206090235e-12,3.078515308209663e-13,9.349727217773177e-06
0.06441756992007197,1e-13,420065.8391302036,1.1143727695417946e-10,7.17851857989828e-12,True,BBN envelope,1.771438312931551e-06,1.0584030902150702e-05,7.17851857989828e-12,7.528052427962846e-13,
