name,cls,op,tau,mass,delta,physical,frac_above_200keV,frac_in_ROI_of_true_rate,distinct_rep_1pct
O14s_m14,elastic,14,s,14,0.0,True,1.5792528053012713e-189,0.21941857320485836,True
O14s_m17,elastic,14,s,17,0.0,True,7.763671494747055e-123,0.32026981879790806,True
O14s_m21,elastic,14,s,21,0.0,True,1.2663624110871532e-78,0.43191717445390965,True
O14s_m30,elastic,14,s,30,0.0,True,4.176176472913901e-35,0.585120909568424,True
O14s_m40,elastic,14,s,40,0.0,True,2.2543996946215432e-17,0.6662342165206182,False
O14s_m50,elastic,14,s,50,0.0,True,1.67738261336354e-09,0.7096356312981117,False
O14s_m100,elastic,14,s,100,0.0,True,0.00868037716938888,0.798237671541995,True
O14s_m200,elastic,14,s,200,0.0,True,0.07113616951068329,0.8379081398726816,True
O14s_m400,elastic,14,s,400,0.0,True,0.12490726840085505,0.8329810056928295,True
O14s_m1000,elastic,14,s,1000,0.0,True,0.158169034513818,0.8195763031748892,True
O14s_m4000,elastic,14,s,4000,0.0,True,0.1739951413665421,0.8107207776995431,False
O14v_m10,elastic,14,v,10,0.0,True,0.0,0.08901937331851642,False
O14v_m12,elastic,14,v,12,0.0,True,1.043005186671549e-259,0.15020926373359836,False
O14v_m14,elastic,14,v,14,0.0,True,1.5372739212402351e-189,0.2187062767570708,False
O14v_m17,elastic,14,v,17,0.0,True,7.322152166528286e-123,0.31894823467628236,False
O14v_m21,elastic,14,v,21,0.0,True,1.0868625162430795e-78,0.4296901848625353,False
O14v_m30,elastic,14,v,30,0.0,True,1.4720902947959305e-35,0.5808868887249683,False
O14v_m40,elastic,14,v,40,0.0,True,2.018199841491348e-17,0.6599902937898113,False
O14v_m50,elastic,14,v,50,0.0,True,1.4300125978619587e-09,0.7016656934999633,True
O14v_m100,elastic,14,v,100,0.0,True,0.008200738852292003,0.7860607070082598,True
O14v_m200,elastic,14,v,200,0.0,True,0.07025169318127591,0.8211132408651769,True
O14v_m400,elastic,14,v,400,0.0,True,0.12522006650948,0.8044730616898405,True
O14v_m1000,elastic,14,v,1000,0.0,True,0.15957916849086703,0.780259769488851,True
O14v_m4000,elastic,14,v,4000,0.0,True,0.17599154531898212,0.7654873092628068,False
O15s_m10,elastic,15,s,10,0.0,True,0.0,0.23562691955014647,True
O15s_m12,elastic,15,s,12,0.0,True,2.8428480732472753e-258,0.3933217551798821,True
O15s_m14,elastic,15,s,14,0.0,True,5.208634115626639e-188,0.5327900554114096,True
O15s_m17,elastic,15,s,17,0.0,True,4.968407321610123e-121,0.6858563400466469,True
O15s_m21,elastic,15,s,21,0.0,True,1.5779442329985436e-76,0.8051642906707648,True
O15s_m30,elastic,15,s,30,0.0,True,6.681719578842901e-32,0.9063129896028184,True
O15s_m40,elastic,15,s,40,0.0,True,1.1563213172869989e-15,0.9358935840726211,True
O15s_m50,elastic,15,s,50,0.0,True,9.785692808608534e-10,0.945653452035845,True
O15s_m100,elastic,15,s,100,0.0,True,0.01034426250938049,0.9534021363937139,True
O15s_m200,elastic,15,s,200,0.0,True,0.06960605016901604,0.935589066051429,True
O15s_m400,elastic,15,s,400,0.0,True,0.12173373865506204,0.9121896592666028,True
O15s_m1000,elastic,15,s,1000,0.0,True,0.1551224781145354,0.8950095633984295,True
O15s_m4000,elastic,15,s,4000,0.0,True,0.17119782133632028,0.886224100487192,True
O15v_m10,elastic,15,v,10,0.0,True,0.0,0.2262777710167463,False
O15v_m12,elastic,15,v,12,0.0,True,1.2227583854732395e-258,0.38052386750576545,True
O15v_m14,elastic,15,v,14,0.0,True,2.6112819735184937e-188,0.5180501446214145,True
O15v_m17,elastic,15,v,17,0.0,True,2.0904485409587926e-121,0.6707965719784335,True
O15v_m21,elastic,15,v,21,0.0,True,7.360519012205476e-77,0.7913591948258784,True
O15v_m30,elastic,15,v,30,0.0,True,8.954296610691603e-32,0.8965856463910201,True
O15v_m40,elastic,15,v,40,0.0,True,5.639058506555738e-15,0.9295251078907892,True
O15v_m50,elastic,15,v,50,0.0,True,1.0735882444064321e-07,0.941758739162159,True
O15v_m100,elastic,15,v,100,0.0,True,0.02596345035643182,0.9547717876064622,True
O15v_m200,elastic,15,v,200,0.0,True,0.08921386790505828,0.9356141264271233,True
O15v_m400,elastic,15,v,400,0.0,True,0.12405669215088036,0.9047291712600076,True
O15v_m1000,elastic,15,v,1000,0.0,True,0.1427473212406671,0.8798329057825972,True
O15v_m4000,elastic,15,v,4000,0.0,True,0.15113950145939062,0.8664295159012297,True
O1s_m400_d0,inelastic,1,s,400,0.0,True,0.00036394166760777034,0.6464598990680531,False
O1s_m400_d50,inelastic,1,s,400,50.0,True,0.0005677306600596147,0.8649824678026211,False
O1s_m400_d100,inelastic,1,s,400,100.0,True,0.0018015788403037854,0.9469899960080036,True
O1s_m400_d150,inelastic,1,s,400,150.0,True,0.007708750470252892,0.9574407560270874,True
O1s_m400_d200,inelastic,1,s,400,200.0,True,0.041126155214076185,0.9500927352025925,True
O1s_m400_d250,inelastic,1,s,400,250.0,True,0.1433136534387567,0.9243550742429467,True
O1s_m400_d300,inelastic,1,s,400,300.0,True,0.2722484111908722,0.8960099022804132,True
O1s_m400_d350,inelastic,1,s,400,350.0,False,,0.0,False
O1s_m1000_d0,inelastic,1,s,1000,0.0,True,0.0004946867027595013,0.6514188243495214,False
O1s_m1000_d50,inelastic,1,s,1000,50.0,True,0.0007816492790704821,0.8666985992137112,True
O1s_m1000_d100,inelastic,1,s,1000,100.0,True,0.002452339297066669,0.9467042035557536,False
O1s_m1000_d150,inelastic,1,s,1000,150.0,True,0.010024499231409896,0.9559125212803756,True
O1s_m1000_d200,inelastic,1,s,1000,200.0,True,0.046355913141931944,0.9434556461352724,True
O1s_m1000_d250,inelastic,1,s,1000,250.0,True,0.14631250301551582,0.8999016805848383,True
O1s_m1000_d300,inelastic,1,s,1000,300.0,True,0.23006743538510321,0.8372771316727269,True
O1s_m1000_d350,inelastic,1,s,1000,350.0,True,0.6043733419164627,0.4054180349686502,True
O1s_m4000_d0,inelastic,1,s,4000,0.0,True,0.0005637666495691723,0.6535953475676273,False
O1s_m4000_d50,inelastic,1,s,4000,50.0,True,0.0008949901278428886,0.8673631231136931,False
O1s_m4000_d100,inelastic,1,s,4000,100.0,True,0.002792579014829547,0.9465195768680348,True
O1s_m4000_d150,inelastic,1,s,4000,150.0,True,0.011158204345753537,0.9550035022187765,False
O1s_m4000_d200,inelastic,1,s,4000,200.0,True,0.0486755180272998,0.940010310870079,False
O1s_m4000_d250,inelastic,1,s,4000,250.0,True,0.14629163549647803,0.8903164398440279,True
O1s_m4000_d300,inelastic,1,s,4000,300.0,True,0.2247490111444367,0.8219867282840123,True
O1s_m4000_d350,inelastic,1,s,4000,350.0,True,0.45240460912172226,0.5425337471980554,True
O1v_m400_d0,inelastic,1,v,400,0.0,True,0.00123334946431686,0.5779065926019711,False
O1v_m400_d50,inelastic,1,v,400,50.0,True,0.0021016444213050973,0.831237278869276,True
O1v_m400_d100,inelastic,1,v,400,100.0,True,0.008439765759733353,0.9340534138625953,True
O1v_m400_d150,inelastic,1,v,400,150.0,True,0.04293677784471773,0.9232656666647505,True
O1v_m400_d200,inelastic,1,v,400,200.0,True,0.14091033796364322,0.8504217804682946,True
O1v_m400_d250,inelastic,1,v,400,250.0,True,0.26924901740976753,0.7690558299145807,True
O1v_m400_d300,inelastic,1,v,400,300.0,True,0.7641884149558039,0.5788986102263829,True
O1v_m400_d350,inelastic,1,v,400,350.0,False,,0.0,False
O1v_m1000_d0,inelastic,1,v,1000,0.0,True,0.0018305208290810275,0.5821564171741764,False
O1v_m1000_d50,inelastic,1,v,1000,50.0,True,0.0031723857697813287,0.8322304880939613,False
O1v_m1000_d100,inelastic,1,v,1000,100.0,True,0.01251507182175104,0.9296786766705897,True
O1v_m1000_d150,inelastic,1,v,1000,150.0,True,0.05916216625219619,0.9044830275214636,True
O1v_m1000_d200,inelastic,1,v,1000,200.0,True,0.17656404710789037,0.8089162148055136,True
O1v_m1000_d250,inelastic,1,v,1000,250.0,True,0.31352782296040854,0.7110596794876419,True
O1v_m1000_d300,inelastic,1,v,1000,300.0,True,0.6312533640830558,0.5416025155497421,True
O1v_m1000_d350,inelastic,1,v,1000,350.0,True,0.9292332961850761,0.384130549586894,True
O1v_m4000_d0,inelastic,1,v,4000,0.0,True,0.002165397860783459,0.5840111846600221,False
O1v_m4000_d50,inelastic,1,v,4000,50.0,True,0.003775490192387586,0.8324534111142476,True
O1v_m4000_d100,inelastic,1,v,4000,100.0,True,0.01478667494924911,0.9271181498975521,False
O1v_m4000_d150,inelastic,1,v,4000,150.0,True,0.06724475897252437,0.8945660128863501,True
O1v_m4000_d200,inelastic,1,v,4000,200.0,True,0.19213663883365287,0.7909182284260942,True
O1v_m4000_d250,inelastic,1,v,4000,250.0,True,0.33037804676388305,0.6901242610035903,True
O1v_m4000_d300,inelastic,1,v,4000,300.0,True,0.5987428506311366,0.5386364468713714,True
O1v_m4000_d350,inelastic,1,v,4000,350.0,True,0.9121043444263747,0.38812301594303994,True
O4s_m400_d0,inelastic,4,s,400,0.0,True,0.01901177539978065,0.698384076791285,False
O4s_m400_d50,inelastic,4,s,400,50.0,True,0.025930334592193845,0.8880070483113469,True
O4s_m400_d100,inelastic,4,s,400,100.0,True,0.050880457883261905,0.9323382746083246,True
O4s_m400_d150,inelastic,4,s,400,150.0,True,0.09348620669528303,0.91693167600081,True
O4s_m400_d200,inelastic,4,s,400,200.0,True,0.1573408894769327,0.8874321221542603,True
O4s_m400_d250,inelastic,4,s,400,250.0,True,0.2635115903528208,0.842183433016886,True
O4s_m400_d300,inelastic,4,s,400,300.0,True,0.5195078930740743,0.768302246143509,True
O4s_m400_d350,inelastic,4,s,400,350.0,False,,0.0,False
O4s_m1000_d0,inelastic,4,s,1000,0.0,True,0.02587707422540468,0.7068032922963573,False
O4s_m1000_d50,inelastic,4,s,1000,50.0,True,0.03526564701648707,0.885427404781257,True
O4s_m1000_d100,inelastic,4,s,1000,100.0,True,0.0665446221993619,0.919243692018521,True
O4s_m1000_d150,inelastic,4,s,1000,150.0,True,0.11669289073402161,0.8943616517307416,True
O4s_m1000_d200,inelastic,4,s,1000,200.0,True,0.186646273522103,0.8517070635075266,True
O4s_m1000_d250,inelastic,4,s,1000,250.0,True,0.2885790837992533,0.7867645386060687,True
O4s_m1000_d300,inelastic,4,s,1000,300.0,True,0.4623716574661541,0.6714543418336579,True
O4s_m1000_d350,inelastic,4,s,1000,350.0,True,0.8535566732391229,0.36463001352050783,True
O4s_m4000_d0,inelastic,4,s,4000,0.0,True,0.02944400408578902,0.7101437735431634,False
O4s_m4000_d50,inelastic,4,s,4000,50.0,True,0.040066602564686145,0.8832006286382678,True
O4s_m4000_d100,inelastic,4,s,4000,100.0,True,0.07437886102738409,0.911905591333618,True
O4s_m4000_d150,inelastic,4,s,4000,150.0,True,0.12760531744319617,0.8825560830116826,True
O4s_m4000_d200,inelastic,4,s,4000,200.0,True,0.199530096770635,0.8351892342580381,True
O4s_m4000_d250,inelastic,4,s,4000,250.0,True,0.2982239374589949,0.7660595538896835,False
O4s_m4000_d300,inelastic,4,s,4000,300.0,True,0.4512481275263847,0.651933297314332,True
O4s_m4000_d350,inelastic,4,s,4000,350.0,True,0.7384002234187399,0.423223756766904,True
O4v_m400_d0,inelastic,4,v,400,0.0,True,0.01821311326996078,0.7001873631192339,False
O4v_m400_d50,inelastic,4,v,400,50.0,True,0.02477036169679073,0.887878626518984,False
O4v_m400_d100,inelastic,4,v,400,100.0,True,0.048359984673864466,0.9304559686087168,False
O4v_m400_d150,inelastic,4,v,400,150.0,True,0.08901771539788435,0.9133221310214623,True
O4v_m400_d200,inelastic,4,v,400,200.0,True,0.1512470614717607,0.8809456366588899,True
O4v_m400_d250,inelastic,4,v,400,250.0,True,0.25729508782474236,0.8310467018037583,True
O4v_m400_d300,inelastic,4,v,400,300.0,True,0.5157569265777798,0.7544409071906583,False
O4v_m400_d350,inelastic,4,v,400,350.0,False,,0.0,False
O4v_m1000_d0,inelastic,4,v,1000,0.0,True,0.02481156286228776,0.7081219188493808,False
O4v_m1000_d50,inelastic,4,v,1000,50.0,True,0.03371946200084445,0.8844167001230722,False
O4v_m1000_d100,inelastic,4,v,1000,100.0,True,0.06337388961536346,0.9157856082886574,False
O4v_m1000_d150,inelastic,4,v,1000,150.0,True,0.11150808315044126,0.8880174054227584,True
O4v_m1000_d200,inelastic,4,v,1000,200.0,True,0.18004039497754476,0.8406257282369219,True
O4v_m1000_d250,inelastic,4,v,1000,250.0,True,0.28208488337922044,0.7681326086406933,True
O4v_m1000_d300,inelastic,4,v,1000,300.0,True,0.4587191295119096,0.6420225977683972,False
O4v_m1000_d350,inelastic,4,v,1000,350.0,True,0.8526328483515655,0.3332267751199375,False
O4v_m4000_d0,inelastic,4,v,4000,0.0,True,0.028239605201126467,0.7111583160373338,False
O4v_m4000_d50,inelastic,4,v,4000,50.0,True,0.038323150829535774,0.8816548427151173,False
O4v_m4000_d100,inelastic,4,v,4000,100.0,True,0.07092401129516177,0.9075335101848364,False
O4v_m4000_d150,inelastic,4,v,4000,150.0,True,0.12210118989051241,0.8747378544932979,False
O4v_m4000_d200,inelastic,4,v,4000,200.0,True,0.19273359733082085,0.8219787074198756,False
O4v_m4000_d250,inelastic,4,v,4000,250.0,True,0.2917387356313114,0.744832769815079,False
O4v_m4000_d300,inelastic,4,v,4000,300.0,True,0.44724245775730037,0.6201309157112871,False
O4v_m4000_d350,inelastic,4,v,4000,350.0,True,0.7376376818236688,0.3861138550317779,False
O1s_m1000_dfine0,deltascan,1,s,1000,0.0,True,0.0004946867027595013,0.6514188243495214,False
O1s_m1000_dfine10,deltascan,1,s,1000,10.0,True,0.0004980405976560186,0.6659338205444284,False
O1s_m1000_dfine20,deltascan,1,s,1000,20.0,True,0.000524875432187978,0.7094979798277309,False
O1s_m1000_dfine30,deltascan,1,s,1000,30.0,True,0.0005771287466061707,0.7699012472900132,False
O1s_m1000_dfine40,deltascan,1,s,1000,40.0,True,0.0006608191762494183,0.8257474299967004,False
O1s_m1000_dfine50,deltascan,1,s,1000,50.0,True,0.0007816492790704821,0.8666985992137112,False
O1s_m1000_dfine60,deltascan,1,s,1000,60.0,True,0.0009487439347089666,0.8950939362274266,False
O1s_m1000_dfine70,deltascan,1,s,1000,70.0,True,0.001178303291675498,0.9154650903594825,False
O1s_m1000_dfine80,deltascan,1,s,1000,80.0,True,0.0014841827278540178,0.9299188208805472,False
O1s_m1000_dfine90,deltascan,1,s,1000,90.0,True,0.0018952910347457658,0.9399365736975147,False
O1s_m1000_dfine100,deltascan,1,s,1000,100.0,True,0.002452339297066669,0.9467042035557536,False
O1s_m1000_dfine110,deltascan,1,s,1000,110.0,True,0.00320134990580843,0.9511482449060816,False
O1s_m1000_dfine120,deltascan,1,s,1000,120.0,True,0.004211101657064571,0.9538960639779153,False
O1s_m1000_dfine130,deltascan,1,s,1000,130.0,True,0.005583788208798943,0.9554233774225245,False
O1s_m1000_dfine140,deltascan,1,s,1000,140.0,True,0.00745100676344962,0.956034636004119,False
O1s_m1000_dfine150,deltascan,1,s,1000,150.0,True,0.010024499231409896,0.9559125212803756,False
O1s_m1000_dfine160,deltascan,1,s,1000,160.0,True,0.013550090786764278,0.9551305404572249,False
O1s_m1000_dfine170,deltascan,1,s,1000,170.0,True,0.0184410189498723,0.9536531632866555,False
O1s_m1000_dfine180,deltascan,1,s,1000,180.0,True,0.025094942779787032,0.9513762338847922,False
O1s_m1000_dfine190,deltascan,1,s,1000,190.0,True,0.03423641675084076,0.9480902379666574,False
O1s_m1000_dfine200,deltascan,1,s,1000,200.0,True,0.046355913141931944,0.9434556461352724,False
O1s_m1000_dfine210,deltascan,1,s,1000,210.0,True,0.06212090105674657,0.9372523029298383,False
O1s_m1000_dfine220,deltascan,1,s,1000,220.0,True,0.0813915382088029,0.9295591916629533,False
O1s_m1000_dfine230,deltascan,1,s,1000,230.0,True,0.10312119928392567,0.9202103714889482,False
O1s_m1000_dfine240,deltascan,1,s,1000,240.0,True,0.12560261019104504,0.9101785619071799,False
O1s_m1000_dfine250,deltascan,1,s,1000,250.0,True,0.14631250301551582,0.8999016805848383,False
O1s_m1000_dfine260,deltascan,1,s,1000,260.0,True,0.16412472100138825,0.8899488718557496,False
O1s_m1000_dfine270,deltascan,1,s,1000,270.0,True,0.17883673324395727,0.8799462398092316,False
O1s_m1000_dfine280,deltascan,1,s,1000,280.0,True,0.1935001709715987,0.8690903612892344,False
O1s_m1000_dfine290,deltascan,1,s,1000,290.0,True,0.20940294012984914,0.8556158785985216,False
O1s_m1000_dfine300,deltascan,1,s,1000,300.0,True,0.23006743538510321,0.8372771316727269,False
O1s_m1000_dfine310,deltascan,1,s,1000,310.0,True,0.2600548045638387,0.8092880208196601,False
O1s_m1000_dfine320,deltascan,1,s,1000,320.0,True,0.304180207896718,0.7683895642265688,False
O1s_m1000_dfine330,deltascan,1,s,1000,330.0,True,0.36997459592229787,0.6991052811120244,False
O1s_m1000_dfine340,deltascan,1,s,1000,340.0,True,0.4705190873716345,0.585694799583939,False
O1s_m1000_dfine350,deltascan,1,s,1000,350.0,True,0.6043733419164627,0.4054180349686502,False
O1s_m1000_dfine360,deltascan,1,s,1000,360.0,True,0.7662364464529829,0.1884540017914752,False
O1s_m1000_dfine370,deltascan,1,s,1000,370.0,True,0.9285090231433832,0.05740528872422433,False
O1s_m1000_dfine380,deltascan,1,s,1000,380.0,True,0.9967422500024861,0.03223244314150901,False
O1s_m1000_dfine390,deltascan,1,s,1000,390.0,True,0.9995422726931782,0.016788332634201143,False
O1s_m1000_dfine400,deltascan,1,s,1000,400.0,False,,0.0,False
