delta_keV,E_lo_keVee,E_hi_keVee,S0,Sm_fixed_phase,A1,t_peak,A2,A3,A4,A2_over_A1,frac_variance_fundamental,mod_fraction,max_over_min,zero_fraction,S0_smeared,Sm_smeared
366,7,8,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.90281e-16,1.28988e-15
366,8,9,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.10267e-15,1.51146e-14
366,9,10,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.74934e-14,1.44255e-13
366,10,11,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.05033e-13,1.12352e-12
366,11,12,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.86518e-12,7.15701e-12
366,12,13,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.0259e-11,3.73886e-11
366,13,14,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.73984e-11,1.60681e-10
366,14,15,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.11486e-10,5.70158e-10
366,15,16,0,0,0,0,0,0,0,nan,nan,nan,inf,1,9.2106e-10,1.67754e-09
366,16,17,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.27086e-09,4.11259e-09
366,17,18,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.69451e-09,8.44783e-09
366,18,19,5.70202e-10,1.11019e-09,1.11025e-09,151.901,1.02379e-09,8.92201e-10,7.31783e-10,0.92212,0.295269,1.94702,inf,0.767123,8.18994e-09,1.46329e-08
366,19,20,9.45745e-09,1.78038e-08,1.78047e-08,151.902,1.47904e-08,1.06936e-08,6.52278e-09,0.830699,0.450648,1.88251,inf,0.643836,1.21491e-08,2.15334e-08
366,20,21,2.3946e-08,4.3429e-08,4.34313e-08,151.901,3.1996e-08,1.82578e-08,6.94606e-09,0.736704,0.572505,1.81362,inf,0.561644,1.54736e-08,2.71751e-08
366,21,22,3.13311e-08,5.47209e-08,5.47238e-08,151.902,3.55461e-08,1.53647e-08,2.43128e-09,0.649555,0.66482,1.74653,inf,0.493151,1.71702e-08,2.98229e-08
366,22,23,2.63909e-08,4.45032e-08,4.45055e-08,151.902,2.56244e-08,8.20606e-09,2.76616e-10,0.575759,0.731886,1.68631,inf,0.452055,1.70511e-08,2.91841e-08
366,23,24,1.37005e-08,2.24721e-08,2.24733e-08,151.902,1.17352e-08,2.84774e-09,5.1313e-10,0.522183,0.775457,1.64024,inf,0.410959,1.59832e-08,2.67803e-08
366,24,25,2.88313e-09,4.6279e-09,4.62815e-09,151.902,2.23542e-09,4.20628e-10,1.2495e-10,0.483006,0.804893,1.60517,inf,0.383562,1.54817e-08,2.51915e-08
366,25,26,9.22603e-11,1.43705e-10,1.43713e-10,151.902,6.22216e-11,7.76353e-12,3.49907e-12,0.432958,0.839625,1.55761,inf,0.356164,1.6945e-08,2.67509e-08
366,26,27,5.26493e-09,8.10103e-09,8.10146e-09,151.902,3.35227e-09,3.41341e-10,1.77984e-10,0.413786,0.852136,1.53868,inf,0.328767,2.10191e-08,3.25228e-08
366,27,28,1.79513e-08,2.74496e-08,2.7451e-08,151.902,1.11018e-08,1.01537e-09,5.63488e-10,0.404422,0.85808,1.52911,inf,0.328767,2.73866e-08,4.20136e-08
366,28,29,3.42496e-08,5.20576e-08,5.20604e-08,151.902,2.05858e-08,1.6735e-09,9.94454e-10,0.395422,0.863703,1.51995,inf,0.328767,3.49704e-08,5.35404e-08
366,29,30,4.9042e-08,7.45413e-08,7.45452e-08,151.902,2.94768e-08,2.39628e-09,1.42396e-09,0.395422,0.863703,1.51995,inf,0.328767,4.23579e-08,6.49151e-08
366,30,31,6.13251e-08,9.3211e-08,9.32159e-08,151.902,3.68596e-08,2.99645e-09,1.7806e-09,0.395422,0.863703,1.51995,inf,0.328767,4.82333e-08,7.41082e-08
366,31,32,6.80158e-08,1.03759e-07,1.03765e-07,151.902,4.15998e-08,3.6417e-09,2.0722e-09,0.400905,0.860288,1.52552,inf,0.328767,5.16824e-08,7.97003e-08
366,32,33,6.83498e-08,1.05097e-07,1.05102e-07,151.902,4.33787e-08,4.36157e-09,2.29404e-09,0.412728,0.852814,1.53763,inf,0.328767,5.2323e-08,8.10678e-08
366,33,34,6.19357e-08,9.65119e-08,9.6517e-08,151.902,4.18482e-08,5.24667e-09,2.36163e-09,0.433584,0.839212,1.55826,inf,0.328767,5.0278e-08,7.83422e-08
366,34,35,5.45798e-08,8.59982e-08,8.60027e-08,151.902,3.88328e-08,5.72516e-09,2.24678e-09,0.45153,0.827096,1.57564,inf,0.369863,4.60461e-08,7.22218e-08
366,35,36,4.46711e-08,7.13871e-08,7.13909e-08,151.902,3.3937e-08,6.04845e-09,1.92716e-09,0.475369,0.810388,1.59806,inf,0.383562,4.0329e-08,6.37243e-08
366,36,37,3.42984e-08,5.56946e-08,5.56976e-08,151.902,2.80479e-08,6.06319e-09,1.43275e-09,0.503575,0.789702,1.62383,inf,0.410959,3.38682e-08,5.39506e-08
366,37,38,2.49772e-08,4.12195e-08,4.12217e-08,151.902,2.19944e-08,5.68641e-09,8.52337e-10,0.533563,0.766552,1.65028,inf,0.438356,2.73235e-08,4.39043e-08
366,38,39,1.67134e-08,2.81113e-08,2.81128e-08,151.902,1.60374e-08,5.00322e-09,2.51077e-10,0.570467,0.73641,1.68196,inf,0.465753,2.12023e-08,3.43804e-08
366,39,40,1.05866e-08,1.81374e-08,1.81383e-08,151.902,1.10297e-08,4.06027e-09,1.97687e-10,0.608087,0.703647,1.71324,inf,0.493151,1.58349e-08,2.59205e-08
366,40,41,6.27715e-09,1.095e-08,1.09505e-08,151.902,7.08185e-09,3.02578e-09,4.48951e-10,0.646712,0.667671,1.74441,inf,0.520548,1.13848e-08,1.88165e-08
366,41,42,3.26914e-09,5.82218e-09,5.82249e-09,151.902,4.03621e-09,2.01593e-09,5.32099e-10,0.693211,0.620978,1.78095,inf,0.561644,7.87835e-09,1.31484e-08
366,42,43,1.45957e-09,2.65427e-09,2.65441e-09,151.902,1.97158e-09,1.14093e-09,4.4356e-10,0.742755,0.566122,1.81852,inf,0.589041,5.24477e-09,8.83862e-09
366,43,44,6.23074e-10,1.15247e-09,1.15253e-09,151.902,9.04396e-10,5.84323e-10,2.86716e-10,0.784706,0.515105,1.84965,inf,0.643836,3.35628e-09,5.71063e-09
366,44,45,1.68409e-10,3.18502e-10,3.18519e-10,151.902,2.68304e-10,1.98568e-10,1.25162e-10,0.842347,0.435459,1.89124,inf,0.684932,2.06239e-09,3.5422e-09
366,45,46,3.35574e-11,6.47196e-11,6.4723e-11,151.901,5.79496e-11,4.79072e-11,3.61652e-11,0.895348,0.349212,1.92862,inf,0.739726,1.21535e-09,2.10646e-09
366,46,47,3.0247e-12,5.91753e-12,5.91785e-12,151.901,5.5373e-12,4.94794e-12,4.20994e-12,0.935695,0.266904,1.9564,inf,0.794521,6.85797e-10,1.19908e-09
366,47,48,8.47942e-15,1.68324e-14,1.68333e-14,151.908,1.64612e-14,1.5856e-14,1.50398e-14,0.977894,0.151039,1.98509,inf,0.876712,3.69945e-10,6.52256e-10
366,48,49,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.90442e-10,3.38445e-10
366,49,50,0,0,0,0,0,0,0,nan,nan,nan,inf,1,9.33875e-11,1.67212e-10
366,50,51,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.35439e-11,7.8518e-11
366,51,52,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.92712e-11,3.49804e-11
366,52,53,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.08142e-12,1.47603e-11
366,53,54,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.20593e-12,5.88948e-12
366,54,55,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.20127e-12,2.21876e-12
366,55,56,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.24542e-13,7.88098e-13
366,56,57,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.41323e-13,2.6358e-13
366,57,58,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.42567e-14,8.2904e-14
366,58,59,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.30229e-14,2.44944e-14
366,59,60,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.59686e-15,6.79073e-15
366,60,61,0,0,0,0,0,0,0,nan,nan,nan,inf,1,9.31464e-16,1.7647e-15
366,61,62,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.25941e-16,4.29433e-16
366,62,63,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.12841e-17,9.77605e-17
366,63,64,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.08819e-17,2.07999e-17
366,64,65,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.15653e-18,4.13223e-18
366,65,66,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.98781e-19,7.65845e-19
366,66,67,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.87478e-20,1.32298e-19
366,67,68,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.10398e-20,2.12847e-20
366,68,69,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.65008e-21,3.18673e-21
366,69,70,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.29384e-22,4.43685e-22
366,70,71,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.96379e-23,5.7408e-23
366,71,72,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.55708e-24,6.89891e-24
366,72,73,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.96337e-25,7.69606e-25
366,73,74,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.09778e-26,7.96585e-26
366,74,75,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.92973e-27,7.64701e-27
366,75,76,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.49418e-28,6.80599e-28
366,76,77,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.87976e-29,5.61429e-29
366,77,78,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.19926e-30,4.29126e-30
366,78,79,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.55596e-31,3.0385e-31
366,79,80,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.01961e-32,1.99265e-32
366,80,81,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.18741e-34,1.21011e-33
366,81,82,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.47656e-35,6.80411e-35
366,82,83,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.80842e-36,3.54173e-36
366,83,84,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.70776e-38,1.70649e-37
366,84,85,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.88081e-39,7.61013e-39
366,85,86,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.60068e-40,3.14077e-40
366,86,87,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.10959e-42,1.19949e-41
366,87,88,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.1578e-43,4.23874e-43
366,88,89,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.0512e-45,1.38587e-44
366,89,90,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.13175e-46,4.19199e-46
380,1,2,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.75039e-30,1.11294e-29
380,2,3,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.41759e-28,4.67902e-28
380,3,4,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.65629e-27,1.67495e-26
380,4,5,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.6407e-25,5.10726e-25
380,5,6,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.86858e-24,1.32748e-23
380,6,7,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.52496e-22,2.94445e-22
380,7,8,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.89432e-21,5.58166e-21
380,8,9,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.70504e-20,9.06016e-20
380,9,10,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.56644e-19,1.26223e-18
380,10,11,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.88949e-18,1.51349e-17
380,11,12,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.18625e-17,1.56687e-16
380,12,13,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.3608e-16,1.40541e-15
380,13,14,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.75591e-15,1.09613e-14
380,14,15,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.92803e-14,7.46056e-14
380,15,16,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.34706e-13,4.44611e-13
380,16,17,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.23142e-12,2.32687e-12
380,17,18,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.68682e-12,1.07208e-11
380,18,19,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.31633e-11,4.35751e-11
380,19,20,0,0,0,0,0,0,0,nan,nan,nan,inf,1,8.33645e-11,1.56531e-10
380,20,21,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.65581e-10,4.97844e-10
380,21,22,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.5047e-10,1.40472e-09
380,22,23,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.88566e-09,3.52491e-09
380,23,24,1.50439e-11,2.98609e-11,2.98625e-11,151.907,2.9195e-11,2.81097e-11,2.66458e-11,0.977649,0.152162,1.98492,inf,0.876712,4.22561e-09,7.88982e-09
380,24,25,1.55616e-10,3.05265e-10,3.05281e-10,151.901,2.87983e-10,2.60933e-10,2.26556e-10,0.943338,0.249742,1.96165,inf,0.821918,8.4756e-09,1.58089e-08
380,25,26,3.55372e-11,6.80033e-11,6.80069e-11,151.902,5.94199e-11,4.69922e-11,3.30151e-11,0.873734,0.387043,1.91358,inf,0.739726,1.52789e-08,2.84737e-08
380,26,27,3.87755e-09,7.34896e-09,7.34935e-09,151.902,6.23131e-09,4.66538e-09,2.99474e-09,0.847873,0.427597,1.89526,inf,0.69863,2.4868e-08,4.63117e-08
380,27,28,1.85681e-08,3.48892e-08,3.4891e-08,151.902,2.8787e-08,2.04756e-08,1.20129e-08,0.825053,0.461141,1.87899,inf,0.684932,3.67222e-08,6.83558e-08
380,28,29,4.19061e-08,7.83195e-08,7.83237e-08,151.901,6.35226e-08,4.37168e-08,2.4134e-08,0.811027,0.480779,1.86893,inf,0.684932,4.94472e-08,9.20249e-08
380,29,30,7.73943e-08,1.43555e-07,1.43563e-07,151.902,1.13654e-07,7.46477e-08,3.77211e-08,0.791666,0.506472,1.85486,inf,0.657534,6.10196e-08,1.13577e-07
380,30,31,9.86727e-08,1.82932e-07,1.82942e-07,151.903,1.44592e-07,9.46568e-08,4.75137e-08,0.790374,0.508177,1.85393,inf,0.657534,6.93494e-08,1.29147e-07
380,31,32,1.12761e-07,2.09051e-07,2.09062e-07,151.903,1.65237e-07,1.08172e-07,5.42978e-08,0.790374,0.508177,1.85393,inf,0.657534,7.29245e-08,1.35927e-07
380,32,33,9.82128e-08,1.83148e-07,1.83158e-07,151.901,1.47513e-07,1.00192e-07,5.40148e-08,0.805386,0.488281,1.86481,inf,0.657534,7.12514e-08,1.32982e-07
380,33,34,8.59521e-08,1.60941e-07,1.60949e-07,151.901,1.31327e-07,9.14564e-08,5.16378e-08,0.815953,0.473901,1.87245,inf,0.684932,6.49221e-08,1.21375e-07
380,34,35,6.31623e-08,1.19119e-07,1.19126e-07,151.902,9.94358e-08,7.2287e-08,4.40667e-08,0.834713,0.447348,1.88593,inf,0.69863,5.53297e-08,1.03653e-07
380,35,36,4.04426e-08,7.69054e-08,7.69095e-08,151.903,6.58931e-08,5.02834e-08,3.33159e-08,0.856761,0.414112,1.90159,inf,0.712329,4.42002e-08,8.29975e-08
380,36,37,2.1631e-08,4.15193e-08,4.15215e-08,151.902,3.66287e-08,2.94837e-08,2.13296e-08,0.882161,0.372513,1.91944,inf,0.739726,3.31398e-08,6.23885e-08
380,37,38,8.63021e-09,1.67334e-08,1.67343e-08,151.901,1.52323e-08,1.29689e-08,1.02532e-08,0.910248,0.32092,1.93893,inf,0.767123,2.33305e-08,4.40414e-08
380,38,39,2.23461e-09,4.38159e-09,4.38182e-09,151.901,4.12787e-09,3.73098e-09,3.22709e-09,0.942044,0.253336,1.96079,inf,0.821918,1.54174e-08,2.91856e-08
380,39,40,1.40553e-10,2.78224e-10,2.78239e-10,151.903,2.69792e-10,2.56215e-10,2.38219e-10,0.969641,0.176709,1.9795,inf,0.849315,9.55474e-09,1.81389e-08
380,40,41,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.54588e-09,1.05582e-08
380,41,42,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.01009e-09,5.74645e-09
380,42,43,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.52512e-09,2.91939e-09
380,43,44,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.20097e-10,1.38198e-09
380,44,45,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.16299e-10,6.08528e-10
380,45,46,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.29035e-10,2.48832e-10
380,46,47,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.88126e-11,9.43385e-11
380,47,48,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.70969e-11,3.31111e-11
380,48,49,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.53664e-12,1.07433e-11
380,49,50,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.65549e-12,3.21808e-12
380,50,51,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.56457e-13,8.88774e-13
380,51,52,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.15916e-13,2.26047e-13
380,52,53,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.70806e-14,5.28841e-14
380,53,54,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.81415e-15,1.13688e-14
380,54,55,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.14603e-15,2.24355e-15
380,55,56,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.07198e-16,4.0607e-16
380,56,57,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.43319e-17,6.73512e-17
380,57,58,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.20951e-18,1.02292e-17
380,58,59,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.23408e-19,1.42166e-18
380,59,60,0,0,0,0,0,0,0,nan,nan,nan,inf,1,9.18725e-20,1.80691e-19
380,60,61,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.0665e-20,2.09905e-20
380,61,62,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.13107e-21,2.22762e-21
380,62,63,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.0954e-22,2.15872e-22
380,63,64,0,0,0,0,0,0,0,nan,nan,nan,inf,1,9.6837e-24,1.90948e-23
380,64,65,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.81138e-25,1.54111e-24
380,65,66,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.74761e-26,1.13452e-25
380,66,67,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.85643e-27,7.61577e-27
380,67,68,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.35881e-28,4.66028e-28
380,68,69,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.3149e-29,2.5989e-29
380,69,70,0,0,0,0,0,0,0,nan,nan,nan,inf,1,6.67838e-31,1.32048e-30
380,70,71,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.0897e-32,6.11128e-32
380,71,72,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.30173e-33,2.57563e-33
380,72,73,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.99329e-35,9.88283e-35
380,73,74,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.74345e-36,3.45165e-36
380,74,75,0,0,0,0,0,0,0,nan,nan,nan,inf,1,5.53973e-38,1.09704e-37
380,75,76,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.60152e-39,3.17227e-39
380,76,77,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.21156e-41,8.34411e-41
380,77,78,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.00724e-42,1.99599e-42
380,78,79,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.19034e-44,4.34132e-44
380,79,80,0,0,0,0,0,0,0,nan,nan,nan,inf,1,4.33007e-46,8.58386e-46
380,80,81,0,0,0,0,0,0,0,nan,nan,nan,inf,1,7.78043e-48,1.54263e-47
380,81,82,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.27045e-49,2.51931e-49
380,82,83,0,0,0,0,0,0,0,nan,nan,nan,inf,1,1.8849e-51,3.73827e-51
380,83,84,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.54052e-53,5.03917e-53
380,84,85,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.11025e-55,6.16996e-55
380,85,86,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.45818e-57,6.86088e-57
380,86,87,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.49157e-59,6.92783e-59
380,87,88,0,0,0,0,0,0,0,nan,nan,nan,inf,1,3.20085e-61,6.35157e-61
380,88,89,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.66399e-63,5.2867e-63
380,89,90,0,0,0,0,0,0,0,nan,nan,nan,inf,1,2.0127e-65,3.99452e-65
