experiment,window,model,date,k_expected,b,truth,P_BF_gt100,P_BF_lt0p01,P_settled,BF_if_zero,N_min_for_BF100
LZ,1000phd,d366,end-2030,36.71432811288207,0.021672840326056143,C one-off,1.6693245366696307e-06,0.9785603281654726,0.9785619974900093,0.0007009720446581879,3
LZ,1000phd,d366,end-2032,41.27918931216207,0.024367524199295578,A/B best fit,0.9999999999999968,1.1537007713414066e-18,0.9999999999999968,0.0005573525311269409,3
LZ,1000phd,d366,end-2032,41.27918931216207,0.024367524199295578,A/B x0.30,0.999630737527128,4.085263539221545e-06,0.9996348227906673,0.0005573525311269409,3
LZ,1000phd,d366,end-2032,41.27918931216207,0.024367524199295578,C one-off,2.36783152510084e-06,0.9759269670614961,0.9759293348930211,0.0005573525311269409,3
LZ,1000phd,d380,end-2027,147.80128226987537,0.013588788706337831,A/B best fit,1.00000000000001,9.494311761772701e-63,1.00000000000001,4.31364876231985e-05,3
LZ,1000phd,d380,end-2027,147.80128226987537,0.013588788706337831,A/B x0.30,1.0000000000000056,2.4770194303908653e-18,1.0000000000000056,4.31364876231985e-05,3
LZ,1000phd,d380,end-2027,147.80128226987537,0.013588788706337831,C one-off,4.139675888539364e-07,0.9999085045773579,0.9999089185449468,4.31364876231985e-05,3
LZ,1000phd,d380,end-2028,177.11057100662535,0.016283472579577265,A/B best fit,1.0000000000000309,2.1159914163205993e-75,1.0000000000000309,2.951924672849889e-05,3
LZ,1000phd,d380,end-2028,177.11057100662535,0.016283472579577265,A/B x0.30,1.0000000000000033,4.477949209572443e-22,1.0000000000000036,2.951924672849889e-05,3
LZ,1000phd,d380,end-2028,177.11057100662535,0.016283472579577265,C one-off,7.108666263152299e-07,0.999868854705857,0.9998695655724833,2.951924672849889e-05,3
LZ,1000phd,d380,end-2030,235.72914848012536,0.021672840326056143,A/B best fit,1.0000000000000415,9.750136385359581e-101,1.0000000000000415,1.5899050078381642e-05,4
LZ,1000phd,d380,end-2030,235.72914848012536,0.021672840326056143,A/B x0.30,1.000000000000002,1.3601630776082742e-29,1.0000000000000018,1.5899050078381642e-05,4
LZ,1000phd,d380,end-2030,235.72914848012536,0.021672840326056143,C one-off,9.034932057204824e-09,0.999768509907216,0.9997685189421481,1.5899050078381642e-05,4
LZ,1000phd,d380,end-2032,265.03843721687537,0.024367524199295578,A/B best fit,0.9999999999999183,2.0401904395390478e-113,0.9999999999999182,1.2217790072126835e-05,4
LZ,1000phd,d380,end-2032,265.03843721687537,0.024367524199295578,A/B x0.30,0.9999999999999822,2.3119987519871056e-33,0.9999999999999823,1.2217790072126835e-05,4
LZ,1000phd,d380,end-2032,265.03843721687537,0.024367524199295578,C one-off,1.4406937777489065e-08,0.9997078910481122,0.99970790545505,1.2217790072126835e-05,4
present,600phd,L10,end-2027,3.2214727602386404,0.005365090860211168,A/B best fit,0.8322673087931519,0.0,0.8322673087931519,0.05611201874294861,2
present,600phd,L10,end-2027,3.2214727602386404,0.005365090860211168,A/B x0.30,0.2538708562667979,0.0,0.2538708562667979,0.05611201874294861,2
present,600phd,L10,end-2027,3.2214727602386404,0.005365090860211168,C one-off,1.434072677142309e-05,0.0,1.434072677142309e-05,0.05611201874294861,2
present,600phd,L10,end-2028,4.04253144462864,0.006732494768661873,A/B best fit,0.9119650567829372,0.0,0.9119650567829372,0.039325999011238774,2
present,600phd,L10,end-2028,4.04253144462864,0.006732494768661873,A/B x0.30,0.34440602332601156,0.0,0.34440602332601156,0.039325999011238774,2
present,600phd,L10,end-2028,4.04253144462864,0.006732494768661873,C one-off,2.2561779146370987e-05,0.0,2.2561779146370987e-05,0.039325999011238774,2
present,600phd,L10,end-2030,5.684648813408639,0.00946730258556328,A/B best fit,0.9774695413417156,0.0,0.9774695413417156,0.022377026631608028,2
present,600phd,L10,end-2030,5.684648813408639,0.00946730258556328,A/B x0.30,0.5113558885452185,0.0,0.5113558885452185,0.022377026631608028,2
present,600phd,L10,end-2030,5.684648813408639,0.00946730258556328,C one-off,4.453305991114155e-05,0.0,4.453305991114155e-05,0.022377026631608028,2
present,600phd,L10,end-2032,6.50570749779864,0.010834706494013984,A/B best fit,0.9888847360575249,0.0,0.9888847360575249,0.01774866767892183,2
present,600phd,L10,end-2032,6.50570749779864,0.010834706494013984,A/B x0.30,0.5837618054068916,0.0,0.5837618054068916,0.01774866767892183,2
present,600phd,L10,end-2032,6.50570749779864,0.010834706494013984,C one-off,5.8273184828419594e-05,0.0,5.8273184828419594e-05,0.01774866767892183,2
present,600phd,d300,end-2027,1.679369069637569,0.005365090860211168,A/B best fit,0.5019986278122903,0.0,0.5019986278122903,0.13929272202570758,2
present,600phd,d300,end-2027,1.679369069637569,0.005365090860211168,A/B x0.30,0.09299936610088798,0.0,0.09299936610088798,0.13929272202570758,2
present,600phd,d300,end-2027,1.679369069637569,0.005365090860211168,C one-off,1.434072677142309e-05,0.0,1.434072677142309e-05,0.13929272202570758,2
present,600phd,d300,end-2028,2.1073908663575693,0.006732494768661873,A/B best fit,0.624003586233908,0.0,0.624003586233908,0.10356177700372368,2
present,600phd,d300,end-2028,2.1073908663575693,0.006732494768661873,A/B x0.30,0.13488610610023266,0.0,0.13488610610023266,0.10356177700372368,2
present,600phd,d300,end-2028,2.1073908663575693,0.006732494768661873,C one-off,2.2561779146370987e-05,0.0,2.2561779146370987e-05,0.10356177700372368,2
present,600phd,d300,end-2030,2.963434459797569,0.00946730258556328,A/B best fit,0.796767576626979,0.0,0.796767576626979,0.06365645144271379,2
present,600phd,d300,end-2030,2.963434459797569,0.00946730258556328,A/B x0.30,0.2269679602263268,0.0,0.2269679602263268,0.06365645144271379,2
present,600phd,d300,end-2030,2.963434459797569,0.00946730258556328,C one-off,4.453305991114155e-05,0.0,4.453305991114155e-05,0.06365645144271379,2
present,600phd,d300,end-2032,3.3914562565175688,0.010834706494013984,A/B best fit,0.8534173556281788,0.0,0.8534173556281788,0.051851990085450855,2
present,600phd,d300,end-2032,3.3914562565175688,0.010834706494013984,A/B x0.30,0.27464028590339484,0.0,0.27464028590339484,0.051851990085450855,2
present,600phd,d300,end-2032,3.3914562565175688,0.010834706494013984,C one-off,5.8273184828419594e-05,0.0,5.8273184828419594e-05,0.051851990085450855,2
present,600phd,d350,end-2027,4.758657886138112,0.005365090860211168,A/B best fit,0.9508258555327176,0.0,0.9508258555327176,0.030152785540501704,2
present,600phd,d350,end-2027,4.758657886138112,0.005365090860211168,A/B x0.30,0.41949265433072597,0.0,0.41949265433072597,0.030152785540501704,2
present,600phd,d350,end-2027,4.758657886138112,0.005365090860211168,C one-off,1.434072677142309e-05,0.0,1.434072677142309e-05,0.030152785540501704,2
present,600phd,d350,end-2028,5.9714998606781124,0.006732494768661873,A/B best fit,0.9823220418014575,0.0,0.9823220418014575,0.020573282066134565,2
present,600phd,d350,end-2028,5.9714998606781124,0.006732494768661873,A/B x0.30,0.5366221052828822,0.0,0.5366221052828822,0.020573282066134565,2
present,600phd,d350,end-2028,5.9714998606781124,0.006732494768661873,C one-off,2.2561779146370987e-05,0.0,2.2561779146370987e-05,0.020573282066134565,2
present,600phd,d350,end-2030,8.397183809758111,0.00946730258556328,A/B best fit,0.9978987736071785,0.0,0.9978987736071785,0.011322039336537412,2
present,600phd,d350,end-2030,8.397183809758111,0.00946730258556328,A/B x0.30,0.7185259140895368,0.0,0.7185259140895368,0.011322039336537412,2
present,600phd,d350,end-2030,8.397183809758111,0.00946730258556328,C one-off,4.453305991114155e-05,0.0,4.453305991114155e-05,0.011322039336537412,2
present,600phd,d350,end-2032,9.610025784298111,0.010834706494013984,A/B best fit,0.9992955128401975,6.633051629049789e-05,0.9993618433564879,0.008881069531708625,2
present,600phd,d350,end-2032,9.610025784298111,0.010834706494013984,A/B x0.30,0.7844249127567596,0.05536307399857276,0.8397879867553325,0.008881069531708625,2
present,600phd,d350,end-2032,9.610025784298111,0.010834706494013984,C one-off,5.8273184828419594e-05,0.9892237775287478,0.9892820507135762,0.008881069531708625,2
present,600phd,d366,end-2027,7.315616516392665,0.005365090860211168,A/B best fit,0.994495566264338,0.0,0.994495566264338,0.014459341983015609,2
present,600phd,d366,end-2027,7.315616516392665,0.005365090860211168,A/B x0.30,0.6454420925806086,0.0,0.6454420925806086,0.014459341983015609,2
present,600phd,d366,end-2027,7.315616516392665,0.005365090860211168,C one-off,1.434072677142309e-05,0.0,1.434072677142309e-05,0.014459341983015609,2
present,600phd,d366,end-2028,9.180152062552665,0.006732494768661873,A/B best fit,0.9989571349441722,0.00010237330657484299,0.999059508250747,0.009647120524441437,2
present,600phd,d366,end-2028,9.180152062552665,0.006732494768661873,A/B x0.30,0.7621588422304952,0.06324253933342973,0.825401381563925,0.009647120524441437,2
present,600phd,d366,end-2028,9.180152062552665,0.006732494768661873,C one-off,2.2561779146370987e-05,0.993290117699677,0.9933126794788233,0.009647120524441437,2
present,600phd,d366,end-2030,12.909223154872665,0.00946730258556328,A/B best fit,0.9999658742348715,2.4517942427569087e-06,0.9999683260291141,0.005166770992811213,2
present,600phd,d366,end-2030,12.909223154872665,0.00946730258556328,A/B x0.30,0.8994028443968276,0.020604737599962817,0.9200075819967903,0.005166770992811213,2
present,600phd,d366,end-2030,12.909223154872665,0.00946730258556328,C one-off,4.453305991114155e-05,0.9905773712322216,0.9906219042921327,0.005166770992811213,2
present,600phd,d366,end-2032,14.773758701032664,0.010834706494013984,A/B best fit,0.9999940108379289,3.7943087376211154e-07,0.9999943902688027,0.004017024736990789,2
present,600phd,d366,end-2032,14.773758701032664,0.010834706494013984,A/B x0.30,0.9359850648171952,0.011761046918361728,0.9477461117355569,0.004017024736990789,2
present,600phd,d366,end-2032,14.773758701032664,0.010834706494013984,C one-off,5.8273184828419594e-05,0.9892237775287478,0.9892820507135762,0.004017024736990789,2
present,600phd,d380,end-2027,7.440344901706061,0.005365090860211168,A/B best fit,0.9950682006278274,0.0,0.9950682006278274,0.014035088562538555,2
present,600phd,d380,end-2027,7.440344901706061,0.005365090860211168,A/B x0.30,0.6544703580735338,0.0,0.6544703580735338,0.014035088562538555,2
present,600phd,d380,end-2027,7.440344901706061,0.005365090860211168,C one-off,1.434072677142309e-05,0.0,1.434072677142309e-05,0.014035088562538555,2
present,600phd,d380,end-2028,9.336670045846061,0.006732494768661873,A/B best fit,0.9990945275079477,8.754106673276808e-05,0.9991820685746804,0.009357116191643202,2
present,600phd,d380,end-2028,9.336670045846061,0.006732494768661873,A/B x0.30,0.7702352629721515,0.06034160124745811,0.8305768642196096,0.009357116191643202,2
present,600phd,d380,end-2028,9.336670045846061,0.006732494768661873,C one-off,2.2561779146370987e-05,0.993290117699677,0.9933126794788233,0.009357116191643202,2
present,600phd,d380,end-2030,13.12932033412606,0.00946730258556328,A/B best fit,0.9999721830697235,1.967419766874272e-06,0.9999741504894903,0.005006991296908789,2
present,600phd,d380,end-2030,13.12932033412606,0.00946730258556328,A/B x0.30,0.9045570617692056,0.01928816848681433,0.9238452302560201,0.005006991296908789,2
present,600phd,d380,end-2030,13.12932033412606,0.00946730258556328,C one-off,4.453305991114155e-05,0.9905773712322216,0.9906219042921327,0.005006991296908789,2
present,600phd,d380,end-2032,15.025645478266059,0.010834706494013984,A/B best fit,0.9999952701357013,2.9494404258256794e-07,0.9999955650797439,0.003891675171588544,2
present,600phd,d380,end-2032,15.025645478266059,0.010834706494013984,A/B x0.30,0.9398201155885277,0.010905060297779845,0.9507251758863076,0.003891675171588544,2
