m_GeV,eff,delta_keV,Nunit_X,Nunit_P,Nunit_LZ,kappa90_n0_X,sigma90_n0_X_cm2,kappa90_n1_X,sigma90_n1_X_cm2,kappa90_n0_P,sigma90_n0_P_cm2,kappa90_n1_P,sigma90_n1_P_cm2,kappa90_n0_XP,sigma90_n0_XP_cm2,kappa90_n1_XP,sigma90_n1_XP_cm2
1000.0,LZlike,315.0,5731.463462890344,2847.243139629397,5250.760075680186,0.00040174468788095873,1.1909319457058013e-41,0.0006786608734723464,2.0118222814144836e-41,0.0008087068392408909,2.397330540057132e-41,0.0013661355245222556,4.0497721249252587e-41,0.0002684070112997784,7.956657395879274e-42,0.0004534156697767831,1.344105403531228e-41
1000.0,LZlike,320.0,4051.1949408696287,2012.5290996578156,3711.4173006676597,0.0005683718097025782,1.6848813827103778e-41,0.0009601414043938931,2.846243162339809e-41,0.0011441250714792157,3.3916443418195907e-41,0.0019327521776760187,5.729450521593123e-41,0.00037973116596508457,1.1256750617246057e-41,0.000641473783107989,1.901584871390821e-41
1000.0,LZlike,325.0,2760.320062386026,1371.2557729272517,2528.80934747623,0.0008341731929483717,2.472822998540787e-41,0.0014091554283881553,4.177300327190558e-41,0.001679179803986982,4.977760581478208e-41,0.0028366115766255075,8.408851307980994e-41,0.0005573139866680932,1.652101572300957e-41,0.0009414616008627761,2.7908687530798983e-41
1000.0,LZlike,330.0,1803.7996875449196,896.08113510296,1652.5132621379262,0.001276519236531168,3.7841136023767747e-41,0.002156403522441089,6.392442564090788e-41,0.0025696166449653383,7.617371537251949e-41,0.00434081228543336,1.2867903862780157e-40,0.0008528469037169441,2.5281793464155176e-41,0.0014407006292171069,4.270812919974449e-41
1000.0,LZlike,335.0,1117.5623211027098,555.1761208058623,1023.8312877199018,0.002060363844163981,6.107742543491122e-41,0.0034805396768942377,1.0317711757120056e-40,0.004147485660330091,1.2294806418715894e-40,0.007006281167774115,2.076941977082609e-40,0.0013765361889888665,4.080603854487603e-41,0.0023253605599939955,6.893298803248314e-41
1000.0,LZlike,340.0,649.2033238711089,322.50745766500245,594.7540128367577,0.003546785599109393,1.0514091167772393e-40,0.005991528165330612,1.7761285988186161e-40,0.007139633348856571,2.1164728974087286e-40,0.012060868384756427,3.575323802816695e-40,0.0023696196890601547,7.024500564675521e-41,0.004002960627699332,1.1866376414520927e-40
1000.0,LZlike,345.0,347.8198150815182,172.7879081372703,318.64783059081014,0.006620051245385044,1.9624479795672236e-40,0.011183146650481573,3.3151319734481987e-40,0.013326077182268596,3.9503822965314245e-40,0.022511528971748622,6.673317608889231e-40,0.004422879064804664,1.3111182622108607e-40,0.007471498839761396,2.214851102950305e-40
1000.0,LZlike,350.0,168.80082514739468,83.85589378289929,154.64333658664543,0.013640839717397192,4.043690501892702e-40,0.02304325228625836,6.830941667309603e-40,0.027458833197357986,8.139896464848946e-40,0.046385767589221374,1.3750596862766083e-39,0.009113492052571401,2.701603568074866e-40,0.015395276311939854,4.563775682900812e-40
1000.0,LZlike,355.0,71.4056655725869,35.472491929607685,65.41680329875703,0.032246530881493214,9.559161557934094e-40,0.054473548685656244,1.614813867680342e-39,0.06491184787833049,1.9242468071166032e-39,0.10965454605554179,3.250599344031857e-39,0.02154401847685969,6.38650879948183e-40,0.03639396571670999,1.078862713320918e-39
1000.0,LZlike,360.0,25.16116422039153,12.499417064323534,23.050873027713532,0.09151345223262367,2.7128247619280832e-39,0.1545922106755151,4.582731466142142e-39,0.18421539085787883,5.4608810142708174e-39,0.31119211239876415,9.224978925351065e-39,0.06114045300024426,1.812447578012297e-39,0.10328358902890017,3.061738695051862e-39
1000.0,LZlike,365.0,7.101323375983497,3.527754193230511,6.5057285121913315,0.32424730970389076,9.611987191973735e-39,0.5477457924469317,1.6237376175196175e-38,0.6527056234299101,1.934880538644064e-38,1.1026051666139534,3.2685627365654636e-38,0.2166307457073408,6.421801787741073e-39,0.36595085271238964,1.084824701360089e-38
1000.0,LZlike,370.0,1.5580585171127526,0.7740032633398836,1.427382641483941,1.4778552761079435,4.3809541545657764e-38,2.4965172727967,7.40067575967775e-38,2.9749034778796264,8.818803817632406e-38,5.025456847837513,1.4897464191559106e-37,0.9873602060203933,2.926930577403859e-38,1.6679317986357265,4.944416994612289e-38
1000.0,LZlike,375.0,0.3158961200743153,0.15692904029498242,0.2894016067777598,7.289057553028229,2.160768208231214e-37,12.313288302132152,3.65015116268069e-37,14.672778191160722,4.349598341244651e-37,24.78648943935693,7.347706885915675e-37,4.869844485859377,1.44361669084413e-37,8.226550374269326,2.4386785785151163e-37
1000.0,LZlike,380.0,0.07380394927109615,0.036663897379834866,0.0676139406225526,31.19866921405738,9.248533447077863e-37,52.7034127362522,1.5623399579067743e-36,62.80251595037524,1.8617177718143748e-36,106.09128537817,3.1449700451370134e-36,20.843938483529715,6.178977087487366e-37,35.211331784996084,1.0438047132566814e-36
1000.0,LZlike,385.0,0.014106376173217082,0.007007683647340099,0.012923260752237584,163.23008629046618,4.838792649356258e-36,275.74197315006916,8.174095003682391e-36,328.58004383145783,9.740426761691165e-36,555.0650108865028,1.6454347085334683e-35,109.05458351302696,3.2328140545268096e-36,184.22416309595138,5.4611410584947014e-36
1000.0,LZlike,390.0,0.0003121738949043056,0.00015507993488794538,0.00028599156823491223,7375.9690915405945,2.186532264555335e-34,12460.106573588937,3.6936739708137503e-34,14847.729989464833,4.401461052026974e-34,25082.03271306864,7.43531773345625e-34,4927.910384434448,1.4608297457158489e-34,8324.640167699505,2.4677563167074623e-34
1000.0,LZlike,395.0,9.559029189362255e-15,4.748679016650926e-15,8.757304160577033e-15,240880632790872.4,7.1406654361907e-24,406915798973463.4,1.2062611873376961e-23,484889585488119.8,1.4374066787137124e-23,819116218712816.0,2.4281881043810768e-23,160933181390453.56,4.7707032009032696e-24,271861848452098.4,8.059072587816505e-24
1000.0,hiedge,100.0,100396652.45895268,49874466.06025391,91976288.05916955,2.29348782414973e-08,6.7988152656707734e-46,3.874352286387554e-08,1.1485129849792697e-45,4.6167612044572484e-08,1.3685926833493114e-45,7.799020836234688e-08,2.3119417230102184e-45,1.5322871238931387e-08,4.542311923185215e-46,2.5884681223709955e-08,7.673254856542535e-46
1000.0,hiedge,110.0,66676202.72443898,33123016.837301947,61084005.076582804,3.453383525027931e-08,1.0237210061004024e-45,5.833745535983098e-08,1.729355516451665e-45,6.951616186744536e-08,2.0607370902021084e-45,1.1743254001004937e-07,3.48117019545465e-45,2.307217441290212e-08,6.839515342481135e-46,3.897545508954225e-08,1.1553883838362415e-45
1000.0,hiedge,120.0,43719265.51268644,21718602.867592618,40052488.4051708,5.26675133490483e-08,1.5612757564788007e-45,8.897038764000467e-08,2.6374381555906602e-45,1.0601902037795437e-07,3.1428278214833e-45,1.7909623485974967e-07,5.30912875476042e-45,3.5187347280614165e-08,1.0430937166129918e-45,5.944142277672726e-08,1.76208152636445e-45
1000.0,hiedge,130.0,28306809.101720795,14062092.26343549,25932689.62867324,8.134385588024558e-08,2.411357249442418e-45,1.3741287426718615e-07,4.0734672206677114e-45,1.6374412547322163e-07,4.854030826799673e-45,2.7661033131706304e-07,8.199836613032406e-45,5.434611060964683e-08,1.6110360933774777e-45,9.180601513540454e-08,2.72149749656679e-45
1000.0,hiedge,140.0,18096975.94576525,8990110.631122092,16579165.059991388,1.272358987988163e-07,3.7717809616688815e-45,2.1493756811398134e-07,6.37160923146059e-45,2.561242118677471e-07,7.592546091671125e-45,4.3266653321645593e-07,1.282596663475833e-44,8.500674273196779e-08,2.5199398666322266e-45,1.4360053042097893e-07,4.256894098605135e-45
1000.0,hiedge,150.0,11419816.701777594,5673070.232495966,10462025.623563988,2.0163064435540218e-07,5.977138785895935e-45,3.4061142149457894e-07,1.0097084919025852e-44,4.058798685076278e-07,1.2031902750829481e-44,6.856463679436328e-07,2.0325300811026064e-44,1.3471012877192818e-07,3.9933470336804746e-45,2.2756366522267126e-07,6.745897251935375e-45
1000.0,hiedge,160.0,7120145.2676949175,3537104.4233065075,6522971.793630182,3.23390171608878e-07,9.586578190435561e-45,5.46297842776916e-07,1.619445315543227e-44,6.509802155763129e-07,1.9297657396331321e-44,1.099690462732753e-06,3.259922388431171e-44,2.160580887904142e-07,6.404825946196172e-45,3.649834725449223e-07,1.0819569996086214e-44
1000.0,hiedge,170.0,4385527.308880699,2178616.7921536374,4017708.889426188,5.25041765294053e-07,1.5564337998259607e-44,8.869446536390987e-07,2.629258715686516e-44,1.0569022548127043e-06,3.1330810256236876e-44,1.7854080690137702e-06,5.29266364845987e-44,3.5078221388180275e-07,1.0398587886768273e-44,5.925707815261221e-07,1.756616814359526e-44
1000.0,hiedge,180.0,2674994.042658532,1328868.008288432,2450639.7035968485,8.607813562498947e-07,2.551700237364988e-44,1.4541041729327432e-06,4.31054638472992e-44,1.7327416911523858e-06,5.136539438851601e-44,2.927092815643834e-06,8.67707389133945e-44,5.75090992322128e-07,1.7047997275498845e-44,9.714920120886862e-07,2.8798909035911104e-44
1000.0,hiedge,190.0,1619027.6130099555,804291.1367855908,1483238.2003058945,1.422202426627693e-06,4.215976848542937e-44,2.4025038045945186e-06,7.121982236188646e-44,2.862875014640161e-06,8.486706643170848e-44,4.836208957300654e-06,1.4336457748171948e-43,9.501783453762604e-07,2.8167086703627385e-44,1.6051210763454758e-06,4.758220890557069e-44
1000.0,hiedge,200.0,975607.1654022338,484656.4628127226,893782.0483039819,2.3601558923059627e-06,6.996446085743434e-44,3.986973587259688e-06,1.1818984432122136e-43,4.750963159836679e-06,1.4083755107665356e-43,8.025726052275995e-06,2.379146216855755e-43,1.5768282901182077e-06,4.674349755561346e-44,2.6637108018329812e-06,7.896304254219531e-44
1000.0,hiedge,210.0,591073.8509667723,293630.23564155784,541499.9150792365,3.895596119222404e-06,1.1548105067475608e-43,6.580768196119479e-06,1.9508029125118604e-43,7.841784395837308e-06,2.3246185525437915e-43,1.3247000914266484e-05,3.9269409277836155e-43,2.602661200342555e-06,7.715328816632411e-44,4.396633924131549e-06,1.3033381527557689e-43
1000.0,hiedge,220.0,362130.56619575474,179897.11998111688,331758.32515998173,6.358438681907082e-06,1.884895551708809e-43,1.0741208732701556e-05,3.1841238978768596e-43,1.2799454489553216e-05,3.794270266426824e-43,2.1621913682710927e-05,6.409600054167705e-43,4.248094809032748e-06,1.2593052177364887e-43,7.176238592968712e-06,2.1273241559091088e-43
1000.0,hiedge,230.0,226736.83697369014,112637.00933531704,207720.19903396128,1.0155319403468547e-05,3.010442866146955e-43,1.7155218586961903e-05,5.085492967820573e-43,2.0442526071917204e-05,6.059982392893221e-43,3.4533232220507725e-05,1.0237031298859593e-42,6.7848039118001075e-06,2.0112872597102505e-43,1.146146069387541e-05,3.3976353879835723e-43
1000.0,hiedge,240.0,146164.05816876874,72610.53212254963,133905.13716106553,1.5753428228855784e-05,4.669946236523001e-43,2.661201425803821e-05,7.888865459962714e-43,3.171144643470969e-05,9.400541125468379e-43,5.356963909085614e-05,1.5880183718106764e-42,1.0524919721864854e-05,3.1200071838839017e-43,1.7779578491361737e-05,5.270578216785435e-43
1000.0,hiedge,250.0,97033.61114715227,48203.79392471435,88895.30827674594,2.3729767168080665e-05,7.0344521376725325e-43,4.008631600962689e-05,1.1883187447563328e-42,4.776771313055199e-05,1.4160260796613541e-42,8.069323352587231e-05,2.3920702004835272e-42,1.585393927177803e-05,4.699741729910528e-43,2.6781805954707615e-05,7.939198510225497e-43
1000.0,hiedge,260.0,65837.41553462151,32706.329007521654,60315.567780104866,3.4973806023554404e-05,1.0367634996261775e-42,5.908069094775656e-05,1.7513879920897318e-42,7.040181732014198e-05,2.086991460286461e-42,0.00011892866359613334,3.525521282778032e-42,2.3366120403667813e-05,6.926652691467996e-43,3.947201334871667e-05,1.1701083567840881e-42
1000.0,hiedge,270.0,44974.15327785693,22341.998725128928,41202.12751906893,5.1197962211190314e-05,1.5177123828059677e-42,8.64878984150905e-05,2.5638472454428514e-42,0.00010306083302252595,3.0551353160379864e-42,0.00017409901629011725,5.1609912083589864e-42,3.420553509799353e-05,1.0139888764436423e-42,5.778286316525444e-05,1.7129151855329397e-42
1000.0,hiedge,280.0,30352.076333531408,15078.128243109151,27806.41831846103,7.586252006938395e-05,2.248868531626923e-42,0.00012815334138122333,3.798977629420792e-42,0.0001527102676721365,4.5269431480801695e-42,0.00025797101187129373,7.647292630652244e-42,5.0684011253252214e-05,1.502476820699022e-42,8.561968928486904e-05,2.5381100541388915e-42
1000.0,hiedge,290.0,19864.797845907822,9868.318929902594,18198.718026573617,0.00011591283323702869,3.4361200081418535e-42,0.00019580969462527342,5.80458255311727e-42,0.00023333102794466818,6.916864951454382e-42,0.00039416237229762837,1.1684549295236065e-41,7.744176358508383e-05,2.295683626129256e-42,0.00013082113218498872,3.878061619539556e-42
1000.0,hiedge,300.0,12317.118271863937,6118.82649634531,11284.069642610832,0.00018694186003391785,5.541704466046966e-42,0.00031579789315535836,9.36151268929147e-42,0.00037631153643191256,1.1155379119964672e-41,0.0006356970576503968,1.8844603465456858e-41,0.0001248965013157641,3.702431863091723e-42,0.00021098566137534722,6.254458908793871e-42
1000.0,hiedge,305.0,9452.338704784357,4695.677937215454,8659.561910189539,0.00024359950187084737,7.221263590720459e-42,0.0004115087410093753,1.2198765046283715e-41,0.0004903626336361214,1.453630982547625e-41,0.0008283617513825088,2.4555955612649036e-41,0.00016274966719819547,4.824551105869273e-42,0.00027493040886402234,8.150036992129207e-42
1000.0,hiedge,310.0,7092.263895877363,3523.253677306819,6497.428859448938,0.00032466149508881946,9.624265303451894e-42,0.0005484454691908801,1.6258117392471026e-41,0.0006535393732307404,1.9373521065390176e-41,0.0011040136068128108,3.272737916666246e-41,0.00021690746439123712,6.430004836357946e-42,0.00036641830915770007,1.086210429238366e-41
1000.0,hiedge,315.0,5185.267059734617,2575.906861932681,4750.373693434294,0.00044406295249098453,1.316380208573298e-41,0.0007501484408016347,2.223740024751194e-41,0.0008938929563130207,2.649856264011184e-41,0.0015100390691461477,4.4763597900835716e-41,0.00029667998981078704,8.794781565899188e-42,0.0005011767600183335,1.4856883786053234e-41
1000.0,hiedge,320.0,3678.7987887459035,1827.5323015060294,3370.2543742059243,0.0006259067516940625,1.8554379637404973e-41,0.0010573342613625246,3.1343616658323953e-41,0.001259942162501035,3.7349725244126893e-41,0.002128400136508978,6.309429327324952e-41,0.0004181704591059469,1.23962450163697e-41,0.0007064086659965143,2.0940778370862986e-41
1000.0,hiedge,325.0,2519.502017714656,1251.6235829937323,2308.1889452611686,0.000913904804921961,2.7091793876764236e-41,0.0015438447648191272,4.5765733937434396e-41,0.0018396785034143373,5.45354292324475e-41,0.003107739461648893,9.212582805587445e-41,0.0006105829515642413,1.8100120909045075e-41,0.0010314480109782963,3.057624465647557e-41
1000.0,hiedge,330.0,1658.2493258642212,823.7754715583551,1519.1703501465768,0.001388563808883187,4.116258530691305e-41,0.002345678625844045,6.953529677297726e-41,0.002795160913985636,8.2859749643786e-41,0.004721820610465285,1.3997364934820096e-40,0.0009277042688659224,2.750086518349794e-41,0.001567155978473392,4.645677155091152e-41
1000.0,hiedge,335.0,1038.1030446198445,515.7028028111486,951.0363376517283,0.0022180697879016545,6.575246040340169e-41,0.0037469498044140925,1.1107457934465812e-40,0.004464945676944889,1.3235884886399042e-40,0.0075425612945997965,2.235916856937923e-40,0.0014819000738136054,4.392944552813475e-41,0.002503350084845622,7.420930947595693e-41
1000.0,hiedge,340.0,612.6603648753977,304.3538586800363,561.2759471761708,0.003758338440039773,1.1141218405714768e-40,0.0063489009947478615,1.8820681997440638e-40,0.0075654864702099315,2.24271279595557e-40,0.012780255249167772,3.788578843640647e-40,0.0025109588715782963,7.443486434852539e-41,0.004241722647353097,1.2574162541393528e-40
1000.0,hiedge,345.0,336.6809459106952,167.25440538789374,308.4431891568949,0.006839071316529929,2.027374289073148e-40,0.011553133752427292,3.424810949299854e-40,0.01376696174106674,4.0810781143680245e-40,0.023256308202938055,6.8940999628763296e-40,0.0045692071295781855,1.3544957534755946e-40,0.007718688498388924,2.2881280049201614e-40
1000.0,hiedge,350.0,170.76217183039245,84.83024019961431,156.44018322526273,0.013484163238957958,3.9972453268990605e-40,0.0227785812179961,6.752482576298297e-40,0.027143445481019268,8.046402930770837e-40,0.045852988166096044,1.3592659731509558e-39,0.00900881595706243,2.670573386505838e-40,0.01521844865857498,4.511356893647569e-40
1000.0,hiedge,355.0,78.28416339142834,38.889552136386975,71.71839484892143,0.029413164811979326,8.719238525258469e-40,0.0496871887172253,1.4729270136159303e-39,0.05920831877736099,1.7551713914481338e-39,0.10001966559960938,2.9649829494866134e-39,0.019651036835589636,5.825353325064925e-40,0.033196182117111735,9.840676168554708e-40
1000.0,hiedge,360.0,32.37890698310818,16.085005404511804,29.663256720008782,0.0711137346668694,2.108095537987945e-39,0.12013129417954832,3.561172063581787e-39,0.14315102432941246,4.243568940105604e-39,0.2418227350367531,7.168593115002298e-39,0.047511331350710166,1.4084258982247046e-39,0.08026013188719823,2.3792313355826592e-39
1000.0,hiedge,365.0,12.569530637305032,6.244218445628952,11.515311938692351,0.1831878266930805,5.4304199023498195e-39,0.3094562646958132,9.173521456349337e-39,0.36875471607048677,1.0931364738496391e-38,0.6229314419201435,1.8466179554988925e-38,0.12238841869580809,3.628082262345785e-39,0.20674879753384073,6.128861317819601e-39
1000.0,hiedge,370.0,4.879244106694771,2.423882556229015,4.470017181617145,0.4719142862396743,1.3989427018492691e-38,0.7971972532923587,2.3632115236732363e-38,0.9499573294435003,2.816053490735542e-38,1.6047477176664364,4.757114106095475e-38,0.3152875619273686,9.34638443045848e-39,0.5326102338806707,1.5788697679713432e-38
1000.0,hiedge,375.0,1.9454491794746145,0.966448947222873,1.782282474099324,1.18357499352506,3.508589690040152e-38,1.9993942998040446,5.927004427260223e-38,2.382521090862134,7.062745479950956e-38,4.024754759345805,1.1930982937991358e-37,0.7907505344671737,2.344100870500964e-38,1.335802226162185,3.9598520957988554e-38
1000.0,hiedge,380.0,0.686840664370504,0.34120471713889555,0.6292346731652358,3.3524296382631062,9.93794236084959e-38,5.663205750295763,1.678800702681719e-37,6.7483973237763815,2.0004948908203713e-37,11.399959627218742,3.3794040118917716e-37,2.239769801425782,6.639573560050372e-38,3.7836072900682898,1.1216125384295968e-37
1000.0,hiedge,385.0,0.1761351766681284,0.08749941034481216,0.16136254894757565,13.072828741861716,3.875309329301527e-37,22.08372043324974,6.546498046487203e-37,26.31543448037099,7.800947351191386e-37,44.45424243056766,1.317801554812359e-36,8.734001961157611,2.589107526041968e-37,14.754209772214267,4.373737918989295e-37
1000.0,hiedge,390.0,0.01477489454595666,0.007339786322830082,0.01353570984210223,155.84442872589787,4.61985221780799e-36,263.2654999940065,7.804242435633038e-36,313.71281107161263,9.299702516366735e-36,529.9500324554677,1.570983866913144e-35,104.1202002263542,3.086539197242408e-36,175.8885883580647,5.2140412824272447e-36
1000.0,hiedge,395.0,4.73070755542591e-09,2.350093430759968e-09,4.333938534648253e-09,486731630.10447305,1.4428672357421117e-29,822227955.2111957,2.437412536002279e-29,979784450.2103031,2.9044730070133426e-29,1655134195.5550044,4.906479780264328e-29,325187080.4577299,9.639845756035662e-30,549333332.1454109,1.6284437201739363e-29
4000.0,LZlike,100.0,31630009.41597102,15712972.419546893,28977169.916566998,7.2797480700001e-08,2.1610460594135243e-45,1.2297561941400985e-07,3.650620532237452e-45,1.4654038322727474e-07,4.3501576520661854e-45,2.475483247944354e-07,7.348651720737728e-45,4.863624788146618e-08,1.443802324177139e-45,8.216043538436003e-08,2.4389921659345043e-45
4000.0,LZlike,110.0,21289633.314182453,10576140.420593863,19504051.16525102,1.081552211829827e-07,3.2106662523896887e-45,1.8270488470126898e-07,5.4237271307010243e-45,2.1771505562808205e-07,6.463029469096127e-45,3.6778256011294406e-07,1.0917892276086479e-44,7.225887622138929e-08,2.1450571944844897e-45,1.220657634857616e-07,3.623610798528702e-45
4000.0,LZlike,120.0,14165652.784969725,7037130.7383397985,12977565.777198069,1.625470449510895e-07,4.82532702482464e-45,2.745881223438665e-07,8.151347739606094e-45,3.2720509048595943e-07,9.713320634387264e-45,5.527423241986924e-07,1.6408557138168112e-44,1.0859824123887447e-07,3.223817624344049e-45,1.8345327139353153e-07,5.4459435329264864e-45
4000.0,LZlike,130.0,9314156.638476362,4627032.652662451,8532969.307507377,2.472134718551033e-07,7.338711368158649e-45,4.1761376268160893e-07,1.2397167697589475e-44,4.976375082797534e-07,1.4772730676163514e-44,8.406510807227193e-07,2.4955337573069725e-44,1.6516417300664233e-07,4.903018370968064e-45,2.7900919489504044e-07,8.282590487613658e-45
4000.0,LZlike,140.0,6052291.580748726,3006622.269146141,5544680.028814961,3.8044845812189843e-07,1.1293888652856479e-44,6.426854932720881e-07,1.9078585403270198e-44,7.65837805310315e-07,2.273445118432148e-44,1.2937175513918654e-06,3.84049446429465e-44,2.541789267624753e-07,7.545485953417046e-45,4.293803942119554e-07,1.2746468696150347e-44
4000.0,LZlike,150.0,3891716.283140254,1933304.2180761262,3565314.2722962326,5.91663120452868e-07,1.7563949228190286e-44,9.99487042992085e-07,2.9670498414554216e-44,1.1910101775349941e-06,3.535600169311032e-44,2.0119544371918595e-06,5.97263279773494e-44,3.952921709922179e-07,1.17345350446961e-44,6.677607399300568e-07,1.982296230282717e-44
4000.0,LZlike,160.0,2476291.03916615,1230157.4839728617,2268602.113300602,9.298523330179143e-07,2.7603341500041884e-44,1.570784668877128e-06,4.662988315286642e-44,1.8717806703607365e-06,5.556516795462976e-44,3.161969138648764e-06,9.386534920382202e-44,6.212375500766237e-07,1.844188764011419e-44,1.0494466537756672e-06,3.115358572713058e-44
4000.0,LZlike,170.0,1560862.9076836295,775396.4122041257,1429951.825103712,1.4752000247203708e-06,4.379238360467943e-44,2.492031799110704e-06,7.397777296160345e-44,2.969558491320227e-06,8.815349946396508e-44,5.016427647560508e-06,1.4891629622140953e-43,9.855862234123166e-07,2.925784249450565e-44,1.6649350381989617e-06,4.942480521141609e-44
4000.0,LZlike,180.0,976375.64036913,485038.2213446646,894486.070531719,2.358298286845298e-06,7.0007796570749e-44,3.983835564075981e-06,1.182630506483686e-43,4.747223824169107e-06,1.409247853047545e-43,8.01940925236074e-06,2.380619850713913e-43,1.5755872175044017e-06,4.677245029511248e-44,2.661614277723177e-06,7.901195194179798e-44
4000.0,LZlike,190.0,607484.9511277301,301782.84668925946,556534.600387985,3.7903572684813016e-06,1.125195069947086e-43,6.40298988934484e-06,1.900774028960746e-43,7.62993995603379e-06,2.2650030628804982e-43,1.2889135491538314e-05,3.826233434920982e-43,2.5323507612698356e-06,7.517467062146481e-44,4.277859624346769e-06,1.2699136831418778e-43
4000.0,LZlike,200.0,377918.6500394939,187740.23260026472,346222.24713295564,6.092805951120357e-06,1.8086936752249086e-43,1.0292479610608023e-05,3.0553972871341696e-43,1.2264739252255265e-05,3.6408768786994915e-43,2.0718627787587578e-05,6.150475058516835e-43,4.070624665619204e-06,1.2083944812925038e-43,6.876441119156222e-06,2.041321463387053e-43
4000.0,LZlike,210.0,236144.50539267974,117310.49622733123,216338.83719845497,9.750745613035035e-06,2.8945796174224997e-43,1.6471778555812114e-05,4.8897670355190565e-43,1.9628124285979616e-05,5.826751177928409e-43,3.315747631364776e-05,9.843037539031866e-43,6.514506767329442e-06,1.933878623708998e-43,1.1004852052374474e-05,3.2668702176959215e-43
4000.0,LZlike,220.0,149447.5884680058,74241.70523894482,136913.27459649564,1.540730783014906e-05,4.5737711734458834e-43,2.602731860630005e-05,7.72639846467163e-43,3.101471056718317e-05,9.206941972520933e-43,5.2392654337357236e-05,1.5553139766546782e-42,1.0293675489970277e-05,3.055752292603931e-43,1.738894131024357e-05,5.162033457000442e-43
4000.0,LZlike,230.0,96439.21329525564,47908.512411191514,88350.76314791162,2.3876024298855167e-05,7.087771132923533e-43,4.0333385840584785e-05,1.1973258373156833e-42,4.8062126835357804e-05,1.426759124159932e-42,8.119058188689145e-05,2.4102013608302717e-42,1.595165416518341e-05,4.735364334496326e-43,2.6946874160735527e-05,7.99937520620392e-43
4000.0,LZlike,240.0,63867.55660411247,31727.753925913934,58510.92282441271,3.605249867742295e-05,1.0702445943140323e-42,6.090290918925711e-05,1.8079470696609147e-42,7.257321162338387e-05,2.1543884690737015e-42,0.00012259676525110198,3.6393739713953475e-42,2.408679868534723e-05,7.150341039598061e-43,4.0689443639374365e-05,1.2078956715406974e-42
4000.0,LZlike,250.0,43460.66573108331,21590.137169634934,39815.57763750858,5.298089574254217e-05,1.572776349781263e-42,8.949977950333261e-05,2.6568659238513127e-42,0.00010664985506615632,3.1659783664428025e-42,0.0001801618938054098,5.3482365999604344e-42,3.539671913833636e-05,1.0507773026555851e-42,5.979511130610584e-05,1.7750612853316958e-42
4000.0,LZlike,260.0,30223.43462887341,15014.222364020983,27688.56591806467,7.618541798026711e-05,2.2616194369350786e-42,0.0001286988076558323,3.8205175297481374e-42,0.000153360256973265,4.552610554869315e-42,0.000259069028398104,7.690652170272224e-42,5.0899740460954326e-05,1.5109957445040398e-42,8.598411718385348e-05,2.552500935823109e-42
4000.0,LZlike,270.0,21278.229739085058,10570.475418771286,19493.604019032762,0.00010821318447231922,3.212386934710105e-42,0.0001828028011585542,5.426633851814629e-42,0.0002178317349767465,6.4664931802606e-42,0.0003679796646698169,1.092374346793854e-41,7.229760169486844e-05,2.1462067882761475e-42,0.0001221311818085168,3.625552788927877e-42
4000.0,LZlike,280.0,14977.365868067933,7440.368850588587,13721.19969848804,0.00015373764788033663,4.5638136778997196e-42,0.0002597065488193065,7.709577426761703e-42,0.00030947188859028796,9.186897663304629e-42,0.0005227859099609417,1.551927923568914e-41,0.00010271265267867317,3.049099655493347e-42,0.0001735108408060022,5.150795263569241e-42
4000.0,LZlike,290.0,10382.707052583013,5157.860922896078,9511.899364301857,0.00022177116125289908,6.583437908959565e-42,0.0003746344744487724,1.1121296327057719e-41,0.00044642246745713455,1.325237501154198e-41,0.0007541343316825938,2.2387025073947355e-41,0.00014816607756120413,4.398417568485916e-42,0.0002502945842222402,7.430176425404942e-42
4000.0,LZlike,300.0,6989.448936771703,3472.1778589123946,6403.237090461817,0.0003294372733572786,9.77958460329896e-42,0.0005565131150091196,1.652049580065189e-41,0.0006631529528620544,1.9686176798848558e-41,0.0011202536730703057,3.3255543494818734e-41,0.00022009817832059563,6.533774196169564e-42,0.00037180833114833423,1.1037400211642425e-41
4000.0,LZlike,305.0,5648.243291176316,2805.9015059392023,5174.519660303464,0.0004076639197884938,1.2101799388560208e-41,0.0006886601372282457,2.0443376082824483e-41,0.0008206221761976174,2.4360765002945873e-41,0.0013862639126023127,4.1152250556334994e-41,0.0002723616705483472,8.085253901839795e-42,0.0004600962123723194,1.3658290055335323e-41
4000.0,LZlike,310.0,4502.674322967976,2236.812405603446,4125.030670073887,0.0005113816445161488,1.5180735337425157e-41,0.0008638688301658154,2.5644573319416817e-41,0.0010294046090909487,3.0558623081829855e-41,0.0017389567360480698,5.162219304557931e-41,0.00034165584008622,1.0142301626296977e-41,0.0005771537442918163,1.7133227864265545e-41
4000.0,LZlike,315.0,3540.8321253577037,1758.9940235647948,3243.859108392219,0.0006502948794183196,1.9304475554793933e-41,0.0010985327353261773,3.2610741690314603e-41,0.0013090351468810328,3.885965858432545e-41,0.0022113321295526944,6.564499950647745e-41,0.0004344642513355152,1.289738668531491e-41,0.0007339335085153339,2.17873489741326e-41
4000.0,LZlike,320.0,2735.2623130389024,1358.8077297031966,2505.8532158162843,0.000841815057014333,2.498989105423494e-41,0.0014220647070878128,4.221502312899577e-41,0.0016945627771067743,5.030432614813527e-41,0.002862597786994948,8.497829331161487e-41,0.0005624195424018173,1.6695832385372482e-41,0.0009500863344767715,2.8204002521527347e-41
